LEA Name,unit_code,School Name,SBE District,SPG Grade,SPG Score,Reading SPG Grade,Reading  SPG Score,Math SPG Grade,Math SPG Score,EVAAS Growth Status,EVAAS Growth Score,Overall Achievement Score,Read Score,Math Score,Science Score,Math I Score,English II Score,Biology Score,The ACT Score,ACT WorkKeys Score,Math Course Rigor Score,Cohort Graduation Rate Standard Score,State Gap Compared
Robeson County Schools,780374,Peterson Elementary,Sandhills,F,38.0,F,39.0,F,35.0,Met,77.8,28,28,28,,,,,,,,,
Robeson County Schools,780376,Piney Grove Elementary,Sandhills,D,46.0,D,50.0,D,44.0,NotMet,68.1,41,43,39,41,,,,,,,,
Robeson County Schools,780384,Prospect Elementary,Sandhills,D,49.0,D,50.0,D,46.0,Met,75.1,42,43,38,53,,,,,,,,
Robeson County Schools,780385,PSRC Early College at RCC,Sandhills,A,91.0,,,,,Exceeded,91.2,91,,,,94,71,95,86,100,100,100,Insufficient Data
Robeson County Schools,780390,R B Dean Elementary,Sandhills,F,34.0,F,32.0,F,36.0,Met,77.6,23,20,26,,,,,,,,,
Robeson County Schools,780391,Red Springs High,Sandhills,C,69.0,,,,,Exceeded,100.0,61,,,,46,37,72,30,69,100,83,
Robeson County Schools,780392,Rex-Rennert Elementary,Sandhills,D,43.0,D,45.0,D,40.0,Exceeded,92.9,31,34,27,33,,,,,,,,
Robeson County Schools,780393,Red Springs Middle,Sandhills,D,42.0,F,38.0,F,33.0,Exceeded,86.8,31,27,21,61,,,,,,,,
Robeson County Schools,780394,Rosenwald Elementary,Sandhills,F,33.0,F,39.0,F,27.0,Met,70.9,24,28,19,,,,,,,,,
Robeson County Schools,780396,Rowland Middle,Sandhills,D,46.0,D,42.0,F,38.0,Met,80.3,37,33,28,79,,,,,,,,
Robeson County Schools,780398,Rowland Norment Elementary,Sandhills,D,51.0,D,50.0,D,45.0,Met,81.0,44,42,45,,,,,,,,,
Robeson County Schools,780400,Saint Pauls Elementary,Sandhills,D,45.0,D,41.0,D,45.0,Exceeded,95.0,33,29,32,45,,,,,,,,
Robeson County Schools,780401,Saint Pauls High,Sandhills,C,63.0,,,,,Exceeded,85.5,58,,,,39,41,40,31,69,100,89,
Robeson County Schools,780402,South Robeson High,Sandhills,D,51.0,,,,,NotMet,53.2,50,,,,17,29,42,27,62,100,90,
Robeson County Schools,780403,Saint Pauls Middle,Sandhills,D,49.0,D,41.0,D,44.0,Exceeded,100.0,36,28,30,74,,,,,,,,
Robeson County Schools,780407,Tanglewood Elementary,Sandhills,C,65.0,C,60.0,C,68.0,Met,80.5,62,55,68,,,,,,,,,
Robeson County Schools,780408,Southside/Ashpole Elem,Sandhills,F,36.0,F,37.0,F,25.0,NotMet,60.6,29,29,17,67,,,,,,,,
Robeson County Schools,780410,Townsend Middle,Sandhills,F,26.0,F,31.0,F,24.0,NotMet,65.4,16,18,13,19,,,,,,,,
Robeson County Schools,780412,Union Chapel Elementary,Sandhills,D,50.0,D,51.0,D,47.0,Exceeded,85.2,42,42,40,50,,,,,,,,
Robeson County Schools,780416,Union Elementary,Sandhills,C,57.0,D,51.0,D,53.0,Exceeded,92.0,48,43,44,89,,,,,,,,
Robeson County Schools,780417,W H Knuckles,Sandhills,F,36.0,D,41.0,F,31.0,Met,82.6,25,30,19,,,,,,,,,
Robeson County Schools,780418,West Lumberton Elementary,Sandhills,B,79.0,B,81.0,B,75.0,Exceeded,90.0,76,80,71,,,,,,,,,
Robeson County Schools,780420,Purnell Swett High,Sandhills,C,57.0,,,,,NotMet,69.5,54,,,,31,38,33,37,72,100,91,
Rockingham County Schools,790302,Bethany Elementary,Piedmont-Triad,C,65.0,C,64.0,C,65.0,Met,72.8,63,60,65,71,,,,,,,,
Rockingham County Schools,790310,Central Elementary,Piedmont-Triad,C,67.0,C,60.0,B,71.0,Exceeded,86.9,62,55,66,72,,,,,,,,
Rockingham County Schools,790314,Dalton McMichael High,Piedmont-Triad,B,71.0,,,,,Exceeded,90.1,66,,,,56,57,46,59,51,100,86,
Rockingham County Schools,790318,Douglass Elementary,Piedmont-Triad,C,63.0,C,57.0,C,63.0,Exceeded,85.0,57,51,58,70,,,,,,,,
Rockingham County Schools,790322,Draper Elementary,Piedmont-Triad,D,54.0,C,55.0,C,56.0,Exceeded,86.2,46,48,48,35,,,,,,,,
Rockingham County Schools,790327,Huntsville Elementary,Piedmont-Triad,C,64.0,C,59.0,C,64.0,Met,82.2,59,52,63,68,,,,,,,,
Rockingham County Schools,790330,J E Holmes Middle,Piedmont-Triad,D,51.0,D,50.0,D,47.0,NotMet,69.9,46,45,38,64,100,,,,,,,
Rockingham County Schools,790334,John W Dillard Elementary,Piedmont-Triad,C,65.0,C,60.0,C,67.0,Exceeded,94.1,58,53,61,62,,,,,,,,
Rockingham County Schools,790344,Leaksville-Spray Elementary,Piedmont-Triad,C,62.0,C,61.0,C,59.0,Met,83.2,56,56,54,64,,,,,,,,
Rockingham County Schools,790347,Lincoln Elementary,Piedmont-Triad,C,58.0,C,56.0,D,52.0,Exceeded,85.9,51,49,44,75,,,,,,,,
Rockingham County Schools,790350,Monroeton Elementary,Piedmont-Triad,C,59.0,C,59.0,C,60.0,NotMet,69.1,57,53,60,57,,,,,,,,
Rockingham County Schools,790354,John M Morehead High,Piedmont-Triad,D,53.0,,,,,NotMet,56.2,53,,,,33,38,36,46,79,89,80,
Rockingham County Schools,790358,Moss Street Elementary,Piedmont-Triad,D,52.0,D,46.0,D,51.0,Exceeded,85.8,43,38,43,67,,,,,,,,
Rockingham County Schools,790362,New Vision Sch.of Math/Sci/Tec,Piedmont-Triad,B,74.0,B,74.0,C,68.0,Met,81.0,72,71,69,82,,,,,,,,
Rockingham County Schools,790366,Reidsville High,Piedmont-Triad,C,55.0,,,,,Met,70.6,51,,,,36,43,27,38,62,86,78,
Rockingham County Schools,790374,Reidsville Middle,Piedmont-Triad,D,44.0,D,44.0,F,38.0,Met,75.2,36,37,27,48,100,,,,,,,
Rockingham County Schools,790378,Rockingham County High,Piedmont-Triad,C,67.0,,,,,Met,80.8,64,,,,48,48,59,70,68,82,83,
Rockingham County Schools,790379,Rockingham Co Early College High,Piedmont-Triad,A,92.0,,,,,Exceeded,92.8,91,,,,89,90,85,92,,100,100,Insufficient Data
Rockingham County Schools,790380,Rockingham County Middle,Piedmont-Triad,C,67.0,C,60.0,C,62.0,Exceeded,99.9,58,54,52,76,100,,,,,,,
Rockingham County Schools,790386,South End Elementary,Piedmont-Triad,C,65.0,C,67.0,C,64.0,Met,82.4,60,64,60,51,,,,,,,,
Rockingham County Schools,790390,Stoneville Elementary,Piedmont-Triad,C,55.0,D,53.0,C,56.0,Exceeded,89.7,46,45,47,47,,,,,,,,
Rockingham County Schools,790392,The SCORE Center,Piedmont-Triad,,,,,,,,,,,,,,,,,,,,
Rockingham County Schools,790394,Western Rockingham Middle,Piedmont-Triad,C,59.0,C,57.0,D,48.0,Exceeded,92.9,51,50,39,82,100,,,,,,,
Rockingham County Schools,790398,Wentworth Elementary,Piedmont-Triad,C,67.0,C,65.0,C,68.0,Met,80.6,63,62,63,69,,,,,,,,
Rockingham County Schools,790402,Williamsburg Elementary,Piedmont-Triad,C,56.0,D,51.0,C,60.0,Met,81.6,50,45,53,55,,,,,,,,
Rowan-Salisbury Schools,800308,Henderson High,Southwest,,,,,,,,,,,,,,,,,,,,
Rowan-Salisbury Schools,800312,Bostian Elementary,Southwest,C,64.0,C,63.0,C,62.0,Met,73.7,62,60,60,77,,,,,,,,
Rowan-Salisbury Schools,800314,Erwin Middle,Southwest,D,42.0,D,46.0,F,31.0,NotMet,50.0,40,44,26,59,84,,,,,,,
Rowan-Salisbury Schools,800315,Overton Elementary,Southwest,D,41.0,D,43.0,D,43.0,NotMet,66.6,34,36,35,25,,,,,,,,
Rowan-Salisbury Schools,800316,China Grove Elementary,Southwest,D,50.0,D,51.0,D,52.0,Met,75.0,44,44,45,43,,,,,,,,
Rowan-Salisbury Schools,800320,China Grove Middle,Southwest,D,47.0,D,48.0,F,37.0,NotMet,50.7,46,47,32,71,100,,,,,,,
Rowan-Salisbury Schools,800324,Cleveland Elementary,Southwest,C,55.0,C,58.0,C,56.0,Met,80.3,49,53,48,38,,,,,,,,
Rowan-Salisbury Schools,800328,Corriher Lipe Middle,Southwest,D,40.0,D,40.0,F,32.0,NotMet,51.6,37,37,26,69,89,,,,,,,
Rowan-Salisbury Schools,800340,East Rowan High,Southwest,C,59.0,,,,,NotMet,56.0,60,,,,39,52,45,49,85,100,67,
Rowan-Salisbury Schools,800346,Koontz Elementary,Southwest,F,36.0,D,40.0,F,39.0,NotMet,56.7,31,33,34,17,,,,,,,,
Rowan-Salisbury Schools,800347,Shive Elementary,Southwest,C,57.0,C,62.0,C,57.0,NotMet,67.5,54,59,53,46,,,,,,,,
Rowan-Salisbury Schools,800348,Enochville Elementary,Southwest,C,56.0,C,60.0,C,59.0,Met,75.8,52,56,52,36,,,,,,,,
Rowan-Salisbury Schools,800352,Faith Elementary,Southwest,C,63.0,C,68.0,C,64.0,Met,77.0,60,64,60,48,,,,,,,,
Rowan-Salisbury Schools,800356,Granite Quarry Elementary,Southwest,C,60.0,C,61.0,C,59.0,Met,83.2,55,56,53,59,,,,,,,,
Rowan-Salisbury Schools,800358,Isenberg Elementary,Southwest,D,41.0,D,46.0,F,38.0,Met,80.5,31,37,26,28,,,,,,,,
Rowan-Salisbury Schools,800359,Dole Elementary,Southwest,D,40.0,F,39.0,F,34.0,Met,80.6,30,30,22,54,,,,,,,,
Rowan-Salisbury Schools,800360,Hurley Elementary,Southwest,D,45.0,D,48.0,D,44.0,NotMet,62.1,40,42,39,41,,,,,,,,
Rowan-Salisbury Schools,800361,Carson High,Southwest,C,68.0,,,,,Met,77.3,66,,,,44,56,61,57,70,100,91,
Rowan-Salisbury Schools,800362,Knollwood Elementary,Southwest,F,38.0,D,44.0,F,36.0,NotMet,59.9,32,35,30,33,,,,,,,,
Rowan-Salisbury Schools,800363,Knox Middle,Southwest,F,34.0,F,34.0,F,29.0,NotMet,60.6,27,28,16,48,90,,,,,,,
Rowan-Salisbury Schools,800364,Landis Elementary,Southwest,D,43.0,D,47.0,D,43.0,NotMet,61.3,39,41,37,38,,,,,,,,
Rowan-Salisbury Schools,800366,Millbridge Elementary,Southwest,C,58.0,C,60.0,C,59.0,Met,76.9,53,55,54,48,,,,,,,,
Rowan-Salisbury Schools,800368,Morgan Elementary,Southwest,C,59.0,C,61.0,C,55.0,Met,82.4,53,57,48,57,,,,,,,,
Rowan-Salisbury Schools,800372,Mt Ulla Elementary,Southwest,C,66.0,C,61.0,C,69.0,Exceeded,89.1,60,55,64,63,,,,,,,,
Rowan-Salisbury Schools,800373,North Rowan Elementary,Southwest,F,37.0,D,41.0,F,37.0,Met,70.1,28,33,26,21,,,,,,,,
Rowan-Salisbury Schools,800376,North Rowan High,Southwest,D,45.0,,,,,NotMet,50.0,44,,,,23,30,14,27,65,100,64,
Rowan-Salisbury Schools,800377,North Rowan Middle,Southwest,D,45.0,D,41.0,F,39.0,Met,81.0,37,35,27,61,94,,,,,,,
Rowan-Salisbury Schools,800392,Rockwell Elementary,Southwest,C,63.0,C,65.0,C,61.0,Met,76.1,59,61,57,62,,,,,,,,
Rowan-Salisbury Schools,800394,Rowan Co Early College,Southwest,B,82.0,,,,,Met,84.5,81,,,,75,75,61,92,,94,100,
Rowan-Salisbury Schools,800396,Salisbury High,Southwest,D,54.0,,,,,NotMet,59.3,53,,,,29,41,33,52,58,100,70,
Rowan-Salisbury Schools,800398,Southeast Middle,Southwest,D,44.0,D,44.0,F,38.0,NotMet,50.1,42,41,33,64,79,,,,,,,
Rowan-Salisbury Schools,800400,South Rowan High,Southwest,C,57.0,,,,,NotMet,51.3,58,,,,27,52,33,45,72,100,87,
Rowan-Salisbury Schools,800408,West Rowan High,Southwest,C,59.0,,,,,NotMet,50.0,62,,,,40,52,39,47,71,100,93,
Rowan-Salisbury Schools,800410,West Rowan Middle,Southwest,D,49.0,D,48.0,D,41.0,NotMet,56.4,47,46,35,71,89,,,,,,,
Rowan-Salisbury Schools,800412,Woodleaf Elementary,Southwest,D,49.0,C,56.0,D,50.0,NotMet,59.3,46,52,46,32,,,,,,,,
Rutherford County Schools,810324,Chase High School,Western,C,67.0,,,,,Exceeded,85.9,63,,,,37,55,57,55,69,100,87,
Rutherford County Schools,810326,Chase Middle School,Western,D,51.0,D,54.0,D,46.0,NotMet,58.6,50,51,40,60,100,,,,,,,
Rutherford County Schools,810328,Cliffside Elementary School,Western,B,74.0,B,73.0,C,69.0,Met,84.3,72,70,68,86,,,,,,,,
Rutherford County Schools,810336,Forest City-Dunbar Elementary School,Western,C,58.0,C,60.0,C,60.0,Met,79.2,53,54,56,41,,,,,,,,
Rutherford County Schools,810340,East Rutherford High School,Western,C,61.0,,,,,Met,74.2,58,,,,50,42,40,43,80,95,84,
Rutherford County Schools,810342,East Rutherford Middle School,Western,C,55.0,D,54.0,D,49.0,NotMet,64.4,53,52,42,79,90,,,,,,,
Rutherford County Schools,810344,Ellenboro Elementary School,Western,B,70.0,C,69.0,B,71.0,Met,72.6,70,67,73,72,,,,,,,,
Rutherford County Schools,810350,Forrest W Hunt Elementary School,Western,B,74.0,C,69.0,B,76.0,Exceeded,87.7,70,65,74,73,,,,,,,,
Rutherford County Schools,810360,Harris Elementary School,Western,B,70.0,C,69.0,C,67.0,Met,80.6,68,65,67,79,,,,,,,,
Rutherford County Schools,810364,Mt Vernon-Ruth Elementary School,Western,C,63.0,C,68.0,D,53.0,Met,75.8,60,65,47,81,,,,,,,,
Rutherford County Schools,810370,Pinnacle Elementary School,Western,B,73.0,B,76.0,C,69.0,Met,71.7,73,75,71,76,,,,,,,,
Rutherford County Schools,810378,R-S Middle School,Western,D,51.0,D,54.0,D,41.0,NotMet,57.2,50,53,37,69,100,,,,,,,
Rutherford County Schools,810384,R-S Central High School,Western,C,59.0,,,,,NotMet,66.4,57,,,,33,44,51,50,42,100,87,
Rutherford County Schools,810385,Rutherford Early College High School,Western,A,87.0,,,,,Met,80.3,89,,,,76,87,91,92,,100,100,Insufficient Data
Rutherford County Schools,810386,Rutherford Opportunity Center,Western,,,,,,,,,,,,,,,,,,,,
Rutherford County Schools,810388,Rutherfordton Elementary School,Western,C,69.0,C,66.0,C,68.0,Met,76.1,67,63,66,80,,,,,,,,
Rutherford County Schools,810396,Spindale Elementary School,Western,C,65.0,C,63.0,C,65.0,Met,84.1,60,58,60,66,,,,,,,,
Rutherford County Schools,810400,Sunshine Elementary School,Western,B,74.0,B,71.0,B,75.0,Met,81.5,72,68,75,75,,,,,,,,
Sampson County Schools,820312,Roseboro Elementary,Sandhills,C,67.0,C,57.0,B,71.0,Exceeded,87.4,61,50,68,77,,,,,,,,
Sampson County Schools,820320,Clement Elementary,Sandhills,C,61.0,C,65.0,C,60.0,NotMet,64.7,60,62,60,53,,,,,,,,
Sampson County Schools,820324,Sampson Early College High,Sandhills,B,80.0,,,,,Exceeded,87.6,78,,,,76,57,69,71,,100,93,
Sampson County Schools,820340,Hargrove Elementary,Sandhills,C,69.0,C,64.0,C,69.0,Exceeded,89.0,64,59,65,77,,,,,,,,
Sampson County Schools,820346,Hobbton Elementary,Sandhills,B,71.0,B,73.0,B,70.0,Met,76.8,69,71,69,64,,,,,,,,
Sampson County Schools,820347,Hobbton Middle,Sandhills,C,55.0,C,59.0,D,48.0,NotMet,57.4,55,56,46,75,100,,,,,,,
Sampson County Schools,820348,Hobbton High,Sandhills,C,69.0,,,,,Exceeded,88.7,64,,,,52,54,55,49,62,100,83,
Sampson County Schools,820349,Lakewood High,Sandhills,C,60.0,,,,,Met,73.2,57,,,,48,36,44,39,51,100,78,
Sampson County Schools,820350,Midway Elementary,Sandhills,B,73.0,C,68.0,B,73.0,Exceeded,91.4,69,63,71,81,,,,,,,,
Sampson County Schools,820352,Midway High,Sandhills,C,67.0,,,,,NotMet,63.2,68,,,,61,57,36,59,82,100,84,
Sampson County Schools,820354,Midway Middle,Sandhills,C,60.0,C,62.0,C,55.0,NotMet,57.6,60,61,53,70,100,,,,,,,
Sampson County Schools,820364,Plain View Elementary,Sandhills,B,78.0,B,74.0,B,77.0,Exceeded,91.0,74,71,75,87,,,,,,,,
Sampson County Schools,820370,Union Middle,Sandhills,D,50.0,D,52.0,D,43.0,Met,70.6,45,45,38,56,91,,,,,,,
Sampson County Schools,820372,Roseboro-Salemburg Middle,Sandhills,C,61.0,C,63.0,D,50.0,Met,79.6,56,59,45,77,88,,,,,,,
Sampson County Schools,820376,Salemburg Elementary,Sandhills,C,61.0,C,61.0,C,59.0,Exceeded,92.4,54,54,50,62,,,,,,,,
Sampson County Schools,820384,Union Elementary,Sandhills,B,74.0,C,64.0,A,85.0,Exceeded,87.2,71,58,85,,,,,,,,,
Sampson County Schools,820385,Union Intermediate,Sandhills,C,62.0,C,64.0,C,62.0,Met,72.5,60,61,59,61,,,,,,,,
Sampson County Schools,820388,Union High,Sandhills,C,59.0,,,,,Met,80.3,54,,,,43,41,28,37,69,100,75,
Clinton City Schools,821304,Butler Avenue Elementary,Sandhills,B,74.0,C,66.0,B,81.0,Exceeded,91.7,70,59,81,,,,,,,,,
Clinton City Schools,821308,Clinton High,Sandhills,C,62.0,,,,,NotMet,64.9,62,,,,43,56,48,41,73,100,90,
Clinton City Schools,821316,Langdon C Kerr Elementary,Sandhills,I,,,,,,,,,,,,,,,,,,,
Clinton City Schools,821320,Sampson Middle,Sandhills,C,68.0,C,65.0,C,63.0,Exceeded,94.3,61,59,55,75,100,,,,,,,
Clinton City Schools,821330,Sunset Avenue Elementary,Sandhills,C,58.0,C,58.0,C,57.0,NotMet,60.4,57,56,55,63,,,,,,,,
Scotland County Schools,830304,Carver Middle,Sandhills,D,47.0,D,51.0,F,39.0,NotMet,56.2,44,44,35,63,78,,,,,,,
Scotland County Schools,830312,Covington Street Elementary,Sandhills,C,64.0,C,63.0,C,65.0,Met,74.2,62,59,64,64,,,,,,,,
Scotland County Schools,830316,Shaw Academy,Sandhills,,,,,,,,,,,,,,,,,,,,
Scotland County Schools,830320,I E Johnson Elementary,Sandhills,F,39.0,F,31.0,D,47.0,NotMet,69.0,32,22,39,40,,,,,,,,
Scotland County Schools,830328,Laurel Hill Elementary,Sandhills,B,80.0,B,71.0,B,82.0,Met,80.1,79,70,84,95,,,,,,,,
Scotland County Schools,830336,North Laurinburg Elementary,Sandhills,C,58.0,C,59.0,C,55.0,Met,71.8,55,54,53,65,,,,,,,,
Scotland County Schools,830343,Scotland High School,Sandhills,C,58.0,,,,,NotMet,50.0,59,,,,55,40,38,38,67,100,85,
Scotland County Schools,830344,Pate-Gardner Elementary,Sandhills,C,64.0,C,57.0,C,66.0,Met,82.2,60,51,63,78,,,,,,,,
Scotland County Schools,830348,Scotland Early College High,Sandhills,A,90.0,,,,,Exceeded,90.9,90,,,,89,84,92,80,100,100,100,Insufficient Data
Scotland County Schools,830349,Spring Hill Middle,Sandhills,C,61.0,C,60.0,D,53.0,Met,84.9,55,55,46,74,100,,,,,,,
Scotland County Schools,830350,Sycamore Lane Middle,Sandhills,C,55.0,C,56.0,D,45.0,Exceeded,86.5,47,49,35,71,84,,,,,,,
Scotland County Schools,830356,South Scotland Elementary,Sandhills,C,63.0,C,59.0,C,64.0,NotMet,59.7,64,59,65,77,,,,,,,,
Scotland County Schools,830360,Wagram Elementary,Sandhills,D,52.0,D,48.0,D,48.0,NotMet,62.6,49,43,45,83,,,,,,,,
Scotland County Schools,830364,Washington Park Elementary,Sandhills,C,66.0,C,61.0,C,65.0,Exceeded,88.4,60,55,60,80,,,,,,,,
Stanly County Schools,840302,Albemarle High,Southwest,D,52.0,,,,,NotMet,53.7,52,,,,26,43,29,38,55,100,83,
Stanly County Schools,840303,Albemarle Middle,Southwest,C,56.0,C,55.0,D,49.0,Exceeded,91.6,48,47,38,66,95,,,,,,,
Stanly County Schools,840304,Aquadale Elementary,Southwest,C,68.0,C,68.0,B,71.0,Met,70.3,67,65,72,59,,,,,,,,
Stanly County Schools,840308,Badin Elementary,Southwest,C,66.0,C,66.0,C,58.0,Met,82.4,61,63,54,80,,,,,,,,
Stanly County Schools,840310,Central Elementary,Southwest,D,51.0,C,56.0,D,48.0,NotMet,64.6,48,50,45,51,,,,,,,,
Stanly County Schools,840312,Endy Elementary,Southwest,B,71.0,B,70.0,B,73.0,NotMet,63.0,73,68,76,76,,,,,,,,
Stanly County Schools,840316,East Albemarle Elementary,Southwest,C,56.0,D,48.0,C,57.0,Met,80.9,49,40,53,70,,,,,,,,
Stanly County Schools,840320,Locust Elementary,Southwest,C,64.0,C,64.0,C,64.0,NotMet,61.6,65,61,65,75,,,,,,,,
Stanly County Schools,840324,Millingport Elementary,Southwest,D,52.0,C,61.0,D,46.0,NotMet,68.1,48,56,43,43,,,,,,,,
Stanly County Schools,840328,North Stanly Middle,Southwest,C,66.0,C,65.0,C,58.0,Exceeded,89.0,61,61,51,80,100,,,,,,,
Stanly County Schools,840332,North Stanly High,Southwest,C,57.0,,,,,NotMet,52.2,58,,,,46,55,42,46,60,95,86,
Stanly County Schools,840336,Norwood Elementary,Southwest,D,48.0,C,57.0,D,53.0,NotMet,67.2,43,51,46,8,,,,,,,,
Stanly County Schools,840340,Oakboro Elementary,Southwest,D,54.0,C,57.0,D,52.0,NotMet,62.3,51,53,50,54,,,,,,,,
Stanly County Schools,840344,Richfield Elementary,Southwest,C,62.0,C,62.0,C,65.0,Met,77.6,58,57,61,54,,,,,,,,
Stanly County Schools,840350,West Stanly Middle School,Southwest,C,67.0,C,67.0,C,56.0,Exceeded,93.2,60,62,48,80,100,,,,,,,
Stanly County Schools,840356,South Stanly High,Southwest,C,66.0,,,,,Met,72.4,64,,,,61,55,47,46,59,100,91,
Stanly County Schools,840358,South Stanly Middle,Southwest,D,54.0,C,59.0,D,45.0,NotMet,61.4,52,57,38,74,85,,,,,,,
Stanly County Schools,840360,Stanfield Elementary,Southwest,C,60.0,C,66.0,C,61.0,NotMet,55.4,62,65,63,50,,,,,,,,
Stanly County Schools,840361,Stanly Early College High,Southwest,B,80.0,,,,,NotMet,66.0,84,,,,69,83,65,93,100,100,100,
Stanly County Schools,840368,West Stanly High,Southwest,C,69.0,,,,,NotMet,65.7,70,,,,56,57,60,59,74,95,90,
Stanly County Schools,840370,Stanly Academy Learning Center,Southwest,,,,,,,,,,,,,,,,,,,,
Stokes County Schools,850304,Chestnut Grove Middle,Piedmont-Triad,C,63.0,C,61.0,C,61.0,NotMet,69.2,61,60,55,76,100,,,,,,,
Stokes County Schools,850308,Francisco Elementary,Piedmont-Triad,C,63.0,D,51.0,C,69.0,Exceeded,88.0,56,44,64,78,,,,,,,,
Stokes County Schools,850312,Germanton Elementary,Piedmont-Triad,C,55.0,C,60.0,D,48.0,Met,71.7,50,56,41,59,,,,,,,,
Stokes County Schools,850314,Mount Olive Elementary,Piedmont-Triad,B,74.0,B,71.0,B,71.0,Met,83.4,72,68,69,90,,,,,,,,
Stokes County Schools,850316,King Elementary,Piedmont-Triad,C,68.0,C,64.0,C,66.0,Met,78.8,65,61,62,81,,,,,,,,
Stokes County Schools,850320,Lawsonville Elementary,Piedmont-Triad,C,64.0,C,63.0,C,59.0,Met,80.6,60,58,55,77,,,,,,,,
Stokes County Schools,850324,Meadowbrook Academy,Piedmont-Triad,,,,,,,,,,,,,,,,,,,,
Stokes County Schools,850328,Nancy Reynolds Elementary,Piedmont-Triad,C,62.0,C,64.0,C,63.0,Met,78.4,58,58,61,50,,,,,,,,
Stokes County Schools,850332,North Stokes High,Piedmont-Triad,B,71.0,,,,,NotMet,66.3,72,,,,46,58,56,66,77,100,100,
Stokes County Schools,850336,Pine Hall Elementary,Piedmont-Triad,C,57.0,D,49.0,C,60.0,Met,82.2,51,40,55,69,,,,,,,,
Stokes County Schools,850338,Piney Grove Middle,Piedmont-Triad,D,53.0,D,52.0,D,49.0,NotMet,57.0,52,50,45,70,91,,,,,,,
Stokes County Schools,850340,Pinnacle Elementary,Piedmont-Triad,C,56.0,D,54.0,C,56.0,Met,74.7,52,48,53,60,,,,,,,,
Stokes County Schools,850342,Poplar Springs Elementary,Piedmont-Triad,C,64.0,C,66.0,C,65.0,NotMet,68.2,63,62,66,58,,,,,,,,
Stokes County Schools,850348,Sandy Ridge Elementary,Piedmont-Triad,C,65.0,C,64.0,C,67.0,Met,84.9,60,59,63,50,,,,,,,,
Stokes County Schools,850350,Southeastern Middle,Piedmont-Triad,C,58.0,C,59.0,D,53.0,Met,81.9,52,54,45,63,100,,,,,,,
Stokes County Schools,850352,South Stokes High,Piedmont-Triad,B,72.0,,,,,Met,80.3,70,,,,64,53,50,63,65,100,94,
Stokes County Schools,850354,London Elementary,Piedmont-Triad,C,63.0,C,66.0,C,69.0,NotMet,67.6,62,63,69,36,,,,,,,,
Stokes County Schools,850356,Walnut Cove Elementary,Piedmont-Triad,C,61.0,C,60.0,C,62.0,Exceeded,86.9,55,53,57,50,,,,,,,,
Stokes County Schools,850358,West Stokes High,Piedmont-Triad,C,68.0,,,,,NotMet,68.5,67,,,,51,62,48,56,69,100,93,
Stokes County Schools,850360,Stokes Early College,Piedmont-Triad,A,86.0,,,,,Met,76.0,86,,,,72,90,70,91,,100,93,Insufficient Data
Surry County Schools,860302,Cedar Ridge Elementary,Piedmont-Triad,B,76.0,B,71.0,B,78.0,Exceeded,95.4,71,68,73,76,,,,,,,,
Surry County Schools,860306,Central Middle,Piedmont-Triad,C,68.0,C,61.0,C,65.0,Exceeded,92.5,62,56,57,83,100,,,,,,,
Surry County Schools,860308,Copeland Elementary,Piedmont-Triad,C,67.0,C,61.0,B,72.0,Met,81.2,64,56,70,68,,,,,,,,
Surry County Schools,860312,Dobson Elementary,Piedmont-Triad,C,66.0,C,68.0,C,66.0,NotMet,66.5,66,65,66,69,,,,,,,,
Surry County Schools,860316,East Surry High,Piedmont-Triad,B,73.0,,,,,NotMet,69.7,74,,,,63,58,57,74,78,100,95,
Surry County Schools,860320,Flat Rock Elementary,Piedmont-Triad,B,71.0,C,64.0,B,77.0,Met,82.8,68,59,76,69,,,,,,,,
Surry County Schools,860324,Franklin Elementary,Piedmont-Triad,C,64.0,C,62.0,C,61.0,NotMet,69.3,63,58,62,80,,,,,,,,
Surry County Schools,860326,J Sam Gentry Middle,Piedmont-Triad,C,69.0,B,70.0,C,60.0,Exceeded,87.2,65,67,53,88,100,,,,,,,
Surry County Schools,860330,Meadowview Magnet Middle,Piedmont-Triad,D,47.0,D,49.0,D,40.0,NotMet,50.0,46,47,37,67,70,,,,,,,
Surry County Schools,860332,Mountain Park Elementary,Piedmont-Triad,C,56.0,C,65.0,D,46.0,Met,72.6,52,61,42,55,,,,,,,,
Surry County Schools,860336,North Surry High,Piedmont-Triad,C,63.0,,,,,NotMet,59.0,64,,,,39,57,52,58,69,94,85,
Surry County Schools,860339,Pilot Mountain Elementary,Piedmont-Triad,C,63.0,C,67.0,C,62.0,NotMet,65.4,63,64,63,61,,,,,,,,
Surry County Schools,860340,Pilot Mountain Middle,Piedmont-Triad,C,68.0,B,71.0,C,61.0,Met,74.3,66,67,58,81,94,,,,,,,
Surry County Schools,860344,Rockford Elementary,Piedmont-Triad,C,62.0,C,62.0,C,61.0,Met,76.8,59,57,58,66,,,,,,,,
Surry County Schools,860348,Shoals Elementary,Piedmont-Triad,B,84.0,B,82.0,A,86.0,Met,81.1,84,82,86,88,,,,,,,,
Surry County Schools,860352,Surry Central High,Piedmont-Triad,C,64.0,,,,,NotMet,54.9,66,,,,42,56,56,58,79,100,91,
Surry County Schools,860354,Surry Early College,Piedmont-Triad,A+NG,92.0,,,,,Exceeded,91.7,92,,,,90,85,85,100,85,100,100,Less Than
