District Name,unit_code,School Name,SBE District,SPG Grade,SPG Score,Reading SPG Score,Reading SPG Grade,Math SPG Score,Math SPG Grade,EVAAS Growth Status,EVAAS Growth Score,Overall Achievement Score,Reading Score,Math Score,Science Score,NC Math 1 Score,English II Score,Biology Score,ACT Score,ACT WorkKeys Score,Passing NC Math 3,4-Year Cohort Graduation Rate Score,State Gap Compared
Rowan-Salisbury Schools,800394,Rowan Co Early College,Southwest,A+NG,85.0,,,,,Met,82.5,85,,,,74,81,69,92,,100,100,Y
Rowan-Salisbury Schools,800396,Salisbury High,Southwest,D,52.0,,,,,NotMet,58.2,50,,,,22,44,32,47,44,100,72,
Rowan-Salisbury Schools,800398,Southeast Middle,Southwest,C,55.0,54.0,D,43.0,D,Met,80.3,48,49,34,73,100,,,,,,,
Rowan-Salisbury Schools,800400,South Rowan High,Southwest,C,61.0,,,,,Met,74.3,57,,,,34,52,40,43,65,100,83,
Rowan-Salisbury Schools,800408,West Rowan High,Southwest,C,60.0,,,,,NotMet,54.0,61,,,,34,58,27,56,73,100,91,
Rowan-Salisbury Schools,800410,West Rowan Middle,Southwest,D,43.0,45.0,D,32.0,F,NotMet,50.0,41,43,28,65,92,,,,,,,
Rowan-Salisbury Schools,800412,Woodleaf Elementary,Southwest,C,67.0,62.0,C,68.0,C,Exceeded,85.3,62,57,64,78,,,,,,,,
Rutherford County Schools,810324,Chase High School,Western,C,65.0,,,,,NotMet,60.7,66,,,,50,50,44,62,83,100,93,
Rutherford County Schools,810326,Chase Middle School,Western,C,59.0,57.0,C,60.0,C,NotMet,63.7,58,56,55,71,100,,,,,,,
Rutherford County Schools,810328,Cliffside Elementary School,Western,B,70.0,63.0,C,70.0,B,Met,79.1,68,59,68,91,,,,,,,,
Rutherford County Schools,810336,Forest City-Dunbar Elementary School,Western,C,59.0,62.0,C,59.0,C,NotMet,64.4,58,58,58,59,,,,,,,,
Rutherford County Schools,810340,East Rutherford High School,Western,B,71.0,,,,,Met,83.7,68,,,,62,58,44,56,79,100,88,
Rutherford County Schools,810342,East Rutherford Middle School,Western,D,53.0,54.0,D,48.0,D,NotMet,54.2,53,54,44,74,100,,,,,,,
Rutherford County Schools,810344,Ellenboro Elementary School,Western,B,74.0,71.0,B,73.0,B,Met,74.6,74,69,76,90,,,,,,,,
Rutherford County Schools,810350,Forrest W. Hunt Elementary School,Western,B,72.0,69.0,C,68.0,C,Met,77.4,70,65,69,93,,,,,,,,
Rutherford County Schools,810360,Harris Elementary School,Western,B,75.0,70.0,B,74.0,B,Exceeded,85.7,72,67,72,87,,,,,,,,
Rutherford County Schools,810364,Mt. Vernon-Ruth Elementary School,Western,B,71.0,65.0,C,73.0,B,Exceeded,90.6,66,62,66,77,,,,,,,,
Rutherford County Schools,810370,Pinnacle Elementary School,Western,B,80.0,77.0,B,80.0,B,Met,82.8,80,76,80,95,,,,,,,,
Rutherford County Schools,810378,R-S Middle School,Western,C,57.0,57.0,C,53.0,D,NotMet,59.3,57,56,49,76,95,,,,,,,
Rutherford County Schools,810384,R-S Central High School,Western,C,66.0,,,,,NotMet,63.2,67,,,,47,52,54,56,76,100,90,
Rutherford County Schools,810385,Rutherford Early College High School,Western,A,90.0,,,,,Met,74.7,94,,,,90,95,71,100,,100,100,N
Rutherford County Schools,810386,Rutherford Opportunity Center,Western,,,,,,,,,,,,,,,,,,,,
Rutherford County Schools,810388,Rutherfordton Elementary School,Western,B,74.0,71.0,B,72.0,B,Met,83.4,72,68,71,89,,,,,,,,
Rutherford County Schools,810396,Spindale Elementary School,Western,C,66.0,58.0,C,66.0,C,Exceeded,85.9,61,52,61,84,,,,,,,,
Rutherford County Schools,810400,Sunshine Elementary School,Western,B,76.0,71.0,B,80.0,B,Met,78.1,76,69,81,82,,,,,,,,
Sampson County Schools,820312,Roseboro Elementary,Sandhills,B,70.0,62.0,C,73.0,B,Met,83.4,67,57,71,88,,,,,,,,
Sampson County Schools,820320,Clement Elementary,Sandhills,A+NG,86.0,85.0,A,82.0,B,Exceeded,86.4,86,83,85,95,,,,,,,,Y
Sampson County Schools,820324,Sampson Early College High,Sandhills,A,92.0,,,,,Exceeded,94.0,91,,,,100,93,93,67,100,100,100,N
Sampson County Schools,820340,Hargrove Elementary,Sandhills,B,75.0,68.0,C,76.0,B,Exceeded,85.2,72,64,75,91,,,,,,,,
Sampson County Schools,820346,Hobbton Elementary,Sandhills,B,74.0,73.0,B,75.0,B,NotMet,69.5,75,72,78,79,,,,,,,,
Sampson County Schools,820347,Hobbton Middle,Sandhills,C,64.0,65.0,C,59.0,C,NotMet,61.9,64,62,58,80,100,,,,,,,
Sampson County Schools,820348,Hobbton High,Sandhills,B,70.0,,,,,Exceeded,85.6,66,,,,65,66,39,53,78,100,77,
Sampson County Schools,820349,Lakewood High,Sandhills,C,63.0,,,,,Met,70.0,62,,,,58,44,43,44,66,100,79,
Sampson County Schools,820350,Midway Elementary,Sandhills,B,78.0,70.0,B,82.0,B,Exceeded,89.5,76,65,82,86,,,,,,,,
Sampson County Schools,820352,Midway High,Sandhills,B,77.0,,,,,Exceeded,87.2,75,,,,78,64,56,61,82,100,84,
Sampson County Schools,820354,Midway Middle,Sandhills,B,78.0,70.0,B,77.0,B,Exceeded,90.5,75,67,73,95,100,,,,,,,
Sampson County Schools,820364,Plain View Elementary,Sandhills,B,81.0,73.0,B,82.0,B,Exceeded,88.5,80,70,82,100,,,,,,,,
Sampson County Schools,820370,Union Middle,Sandhills,C,58.0,58.0,C,55.0,C,Met,77.6,53,52,48,63,94,,,,,,,
Sampson County Schools,820372,Roseboro-Salemburg Middle,Sandhills,C,58.0,59.0,C,46.0,D,Met,78.8,53,54,40,89,100,,,,,,,
Sampson County Schools,820376,Salemburg Elementary,Sandhills,C,65.0,57.0,C,64.0,C,Exceeded,85.5,60,52,58,88,,,,,,,,
Sampson County Schools,820384,Union Elementary,Sandhills,B,75.0,67.0,C,83.0,B,Exceeded,86.5,72,62,83,,,,,,,,,
Sampson County Schools,820385,Union Intermediate,Sandhills,C,62.0,64.0,C,60.0,C,NotMet,59.8,63,61,61,70,,,,,,,,
Sampson County Schools,820388,Union High,Sandhills,C,64.0,,,,,Exceeded,89.9,57,,,,55,53,37,34,59,100,74,
Clinton City Schools,821304,Butler Avenue Elementary,Sandhills,C,69.0,62.0,C,72.0,B,Exceeded,89.2,63,55,72,,,,,,,,,
Clinton City Schools,821308,Clinton High,Sandhills,C,63.0,,,,,NotMet,57.6,64,,,,56,53,41,48,77,100,87,
Clinton City Schools,821316,Langdon C Kerr Elementary,Sandhills,I,,,,,,,,,,,,,,,,,,,
Clinton City Schools,821320,Sampson Middle,Sandhills,C,58.0,58.0,C,52.0,D,NotMet,65.8,56,54,48,72,95,,,,,,,
Clinton City Schools,821330,Sunset Avenue Elementary,Sandhills,C,58.0,56.0,C,59.0,C,NotMet,58.6,57,51,59,67,,,,,,,,
Scotland County Schools,830304,Carver Middle,Sandhills,C,55.0,51.0,D,55.0,C,NotMet,61.5,54,49,51,68,100,,,,,,,
Scotland County Schools,830312,Covington Street Elementary,Sandhills,C,63.0,55.0,C,62.0,C,Met,83.5,57,48,57,88,,,,,,,,
Scotland County Schools,830316,Shaw Academy,Sandhills,,,,,,,,,,,,,,,,,,,,
Scotland County Schools,830320,I E Johnson Elementary,Sandhills,C,55.0,46.0,D,62.0,C,Met,84.3,47,37,56,52,,,,,,,,
Scotland County Schools,830328,Laurel Hill Elementary,Sandhills,B,75.0,70.0,B,73.0,B,Met,83.4,72,65,74,87,,,,,,,,
Scotland County Schools,830336,North Laurinburg Elementary,Sandhills,D,53.0,49.0,D,52.0,D,NotMet,69.1,49,43,49,71,,,,,,,,
Scotland County Schools,830343,Scotland High School,Sandhills,C,57.0,,,,,NotMet,56.0,57,,,,48,41,41,35,64,100,82,
Scotland County Schools,830348,Scotland Early College High,Sandhills,A,90.0,,,,,Met,83.1,92,,,,92,87,89,78,,100,100,N
Scotland County Schools,830349,Spring Hill Middle,Sandhills,C,60.0,58.0,C,53.0,D,Met,78.5,55,54,46,68,100,,,,,,,
Scotland County Schools,830356,South Scotland Elementary,Sandhills,C,58.0,57.0,C,54.0,D,Met,70.9,55,51,53,73,,,,,,,,
Scotland County Schools,830360,Wagram Elementary,Sandhills,D,54.0,51.0,D,54.0,D,Met,82.9,46,42,49,52,,,,,,,,
Scotland County Schools,830364,Sycamore Lane Elementary,Sandhills,D,53.0,50.0,D,52.0,D,NotMet,66.0,49,42,51,66,,,,,,,,
Stanly County Schools,840302,Albemarle High,Southwest,D,49.0,,,,,NotMet,50.0,48,,,,37,33,23,30,63,100,80,
Stanly County Schools,840303,Albemarle Middle,Southwest,C,57.0,61.0,C,47.0,D,Exceeded,88.8,49,54,38,61,100,,,,,,,
Stanly County Schools,840304,Aquadale Elementary,Southwest,B,73.0,71.0,B,70.0,B,Met,80.5,71,67,72,77,,,,,,,,
Stanly County Schools,840308,Badin Elementary,Southwest,C,68.0,68.0,C,59.0,C,Met,82.8,64,65,55,86,,,,,,,,
Stanly County Schools,840310,Central Elementary,Southwest,D,53.0,52.0,D,55.0,C,NotMet,65.8,50,47,51,55,,,,,,,,
Stanly County Schools,840312,Endy Elementary,Southwest,C,58.0,61.0,C,60.0,C,Met,81.7,52,55,54,40,,,,,,,,
Stanly County Schools,840316,East Albemarle Elementary,Southwest,D,49.0,45.0,D,50.0,D,NotMet,69.6,44,37,46,65,,,,,,,,
Stanly County Schools,840320,Locust Elementary,Southwest,C,66.0,66.0,C,64.0,C,Met,80.3,63,62,60,72,,,,,,,,
Stanly County Schools,840324,Millingport Elementary,Southwest,C,61.0,61.0,C,60.0,C,Met,82.4,56,58,52,60,,,,,,,,
Stanly County Schools,840328,North Stanly Middle,Southwest,B,71.0,71.0,B,63.0,C,Exceeded,96.2,65,67,54,83,100,,,,,,,
Stanly County Schools,840332,North Stanly High,Southwest,C,63.0,,,,,NotMet,57.0,64,,,,54,42,44,50,70,95,90,
Stanly County Schools,840336,Norwood Elementary,Southwest,C,58.0,61.0,C,55.0,C,Met,70.6,55,57,51,59,,,,,,,,
Stanly County Schools,840344,Richfield Elementary,Southwest,C,68.0,65.0,C,66.0,C,Exceeded,90.2,62,61,60,74,,,,,,,,
Stanly County Schools,840350,West Stanly Middle School,Southwest,B,76.0,74.0,B,69.0,C,Exceeded,100.0,70,69,61,88,100,,,,,,,
Stanly County Schools,840356,South Stanly High,Southwest,C,67.0,,,,,NotMet,68.1,67,,,,57,56,46,58,70,100,93,
Stanly County Schools,840358,South Stanly Middle,Southwest,C,58.0,63.0,C,49.0,D,Met,77.2,53,57,42,64,100,,,,,,,
Stanly County Schools,840360,Stanfield Elementary,Southwest,D,51.0,52.0,D,51.0,D,NotMet,55.4,50,48,50,56,,,,,,,,
Stanly County Schools,840361,Stanly Early College High,Southwest,A,86.0,,,,,Met,76.1,89,,,,87,91,72,91,,100,95,N
Stanly County Schools,840368,West Stanly High,Southwest,B,76.0,,,,,Exceeded,90.3,73,,,,61,68,66,55,70,94,88,
Stanly County Schools,840370,Stanly Academy Learning Center,Southwest,,,,,,,,,,,,,,,,,,,,
Stokes County Schools,850304,Chestnut Grove Middle,Piedmont-Triad,C,59.0,58.0,C,55.0,C,NotMet,57.3,60,57,54,81,100,,,,,,,
Stokes County Schools,850312,Germanton Elementary,Piedmont-Triad,C,57.0,54.0,D,58.0,C,Met,79.7,52,48,53,58,,,,,,,,
Stokes County Schools,850314,Mount Olive Elementary,Piedmont-Triad,B,77.0,75.0,B,74.0,B,Met,80.0,76,73,74,93,,,,,,,,
Stokes County Schools,850316,King Elementary,Piedmont-Triad,B,70.0,66.0,C,72.0,B,Exceeded,86.5,66,62,68,71,,,,,,,,
Stokes County Schools,850320,Lawsonville Elementary,Piedmont-Triad,B,71.0,72.0,B,63.0,C,Met,84.9,68,69,59,93,,,,,,,,
Stokes County Schools,850324,Meadowbrook Academy,Piedmont-Triad,,,,,,,,,,,,,,,,,,,,
Stokes County Schools,850328,Nancy Reynolds Elementary,Piedmont-Triad,B,72.0,60.0,C,76.0,B,Met,74.5,72,55,79,92,,,,,,,,
Stokes County Schools,850332,North Stokes High,Piedmont-Triad,B,74.0,,,,,Met,82.6,72,,,,58,65,47,60,85,100,95,
Stokes County Schools,850336,Pine Hall Elementary,Piedmont-Triad,C,67.0,64.0,C,68.0,C,Met,74.1,66,61,68,73,,,,,,,,
Stokes County Schools,850338,Piney Grove Middle,Piedmont-Triad,C,59.0,60.0,C,53.0,D,NotMet,57.8,59,58,51,82,94,,,,,,,
Stokes County Schools,850340,Pinnacle Elementary,Piedmont-Triad,B,73.0,68.0,C,72.0,B,Met,80.6,71,66,70,88,,,,,,,,
Stokes County Schools,850342,Poplar Springs Elementary,Piedmont-Triad,C,69.0,66.0,C,70.0,B,Met,78.5,67,63,69,75,,,,,,,,
Stokes County Schools,850348,Sandy Ridge Elementary,Piedmont-Triad,B,75.0,65.0,C,87.0,A,Met,83.6,73,62,86,69,,,,,,,,
Stokes County Schools,850350,Southeastern Middle,Piedmont-Triad,C,55.0,62.0,C,41.0,D,NotMet,61.9,53,57,37,77,100,,,,,,,
Stokes County Schools,850352,South Stokes High,Piedmont-Triad,B,72.0,,,,,Met,77.9,71,,,,59,57,46,60,75,100,89,
Stokes County Schools,850354,London Elementary,Piedmont-Triad,C,55.0,55.0,C,57.0,C,NotMet,59.1,54,50,57,56,,,,,,,,
Stokes County Schools,850356,Walnut Cove Elementary,Piedmont-Triad,B,71.0,66.0,C,75.0,B,Met,81.3,68,62,74,70,,,,,,,,
Stokes County Schools,850358,West Stokes High,Piedmont-Triad,C,65.0,,,,,NotMet,54.7,68,,,,49,58,46,72,69,100,91,
Stokes County Schools,850360,Stokes Early College,Piedmont-Triad,A,86.0,,,,,Met,74.9,89,,,,79,92,77,91,,100,100,N
Surry County Schools,860302,Cedar Ridge Elementary,Piedmont-Triad,B,74.0,67.0,C,75.0,B,Met,84.9,71,64,73,88,,,,,,,,
Surry County Schools,860306,Central Middle,Piedmont-Triad,C,69.0,64.0,C,69.0,C,Exceeded,89.2,64,60,63,73,100,,,,,,,
Surry County Schools,860308,Copeland Elementary,Piedmont-Triad,B,71.0,67.0,C,74.0,B,Met,77.4,69,63,73,77,,,,,,,,
Surry County Schools,860312,Dobson Elementary,Piedmont-Triad,B,76.0,73.0,B,76.0,B,Met,80.1,75,71,76,79,,,,,,,,
Surry County Schools,860316,East Surry High,Piedmont-Triad,B,78.0,,,,,Met,78.9,78,,,,64,65,72,72,77,100,94,
Surry County Schools,860320,Flat Rock Elementary,Piedmont-Triad,B,76.0,70.0,B,80.0,B,Exceeded,86.2,74,67,78,85,,,,,,,,
Surry County Schools,860324,Franklin Elementary,Piedmont-Triad,C,68.0,68.0,C,64.0,C,Met,84.8,64,63,61,80,,,,,,,,
Surry County Schools,860326,J Sam Gentry Middle,Piedmont-Triad,C,67.0,67.0,C,60.0,C,NotMet,66.7,67,67,57,92,100,,,,,,,
Surry County Schools,860330,Meadowview Magnet Middle,Piedmont-Triad,C,58.0,59.0,C,51.0,D,NotMet,66.2,56,55,46,73,100,,,,,,,
Surry County Schools,860332,Mountain Park Elementary,Piedmont-Triad,C,66.0,67.0,C,63.0,C,Met,83.4,62,63,59,67,,,,,,,,
Surry County Schools,860336,North Surry High,Piedmont-Triad,C,67.0,,,,,Met,75.7,65,,,,55,58,42,45,60,100,86,
Surry County Schools,860339,Pilot Mountain Elementary,Piedmont-Triad,B,76.0,73.0,B,76.0,B,Met,82.3,74,71,75,83,,,,,,,,
Surry County Schools,860340,Pilot Mountain Middle,Piedmont-Triad,B,73.0,72.0,B,66.0,C,Met,80.9,71,69,64,92,100,,,,,,,
Surry County Schools,860344,Rockford Elementary,Piedmont-Triad,B,76.0,73.0,B,76.0,B,Met,84.7,74,70,74,84,,,,,,,,
Surry County Schools,860348,Shoals Elementary,Piedmont-Triad,B,82.0,80.0,B,83.0,B,Met,71.2,84,81,87,87,,,,,,,,
Surry County Schools,860352,Surry Central High,Piedmont-Triad,B,72.0,,,,,Met,81.1,70,,,,76,55,53,50,74,100,93,
Surry County Schools,860354,Surry Early College,Piedmont-Triad,A+NG,94.0,,,,,Exceeded,91.9,95,,,,94,94,93,88,100,100,100,Y
Surry County Schools,860356,Westfield Elementary,Piedmont-Triad,C,64.0,64.0,C,62.0,C,Met,77.6,61,59,59,70,,,,,,,,
Surry County Schools,860360,White Plains Elementary,Piedmont-Triad,B,74.0,68.0,C,75.0,B,Met,79.1,73,67,73,94,,,,,,,,
Elkin City Schools,861304,Elkin Elementary,Piedmont-Triad,B,72.0,77.0,B,67.0,C,Met,72.3,72,76,67,78,,,,,,,,
Elkin City Schools,861308,Elkin High,Piedmont-Triad,B,83.0,,,,,Exceeded,92.5,81,,,,77,75,71,72,85,100,94,
Elkin City Schools,861312,Elkin Middle,Piedmont-Triad,B,73.0,70.0,B,65.0,C,Exceeded,85.3,70,67,60,86,100,,,,,,,
Mount Airy City Schools,862308,Bruce H Tharrington Elem,Piedmont-Triad,I,,,,,,,,,,,,,,,,,,,
Mount Airy City Schools,862310,Jones Elementary,Piedmont-Triad,B,72.0,64.0,C,71.0,B,Exceeded,95.6,66,58,65,90,,,,,,,,
Mount Airy City Schools,862312,Mount Airy High,Piedmont-Triad,B,79.0,,,,,Exceeded,86.7,77,,,,71,68,64,73,85,100,88,
Mount Airy City Schools,862316,Mount Airy Middle,Piedmont-Triad,C,65.0,64.0,C,60.0,C,Met,78.0,62,61,55,76,100,,,,,,,
Swain County Schools,870314,Swain County High School,Western,C,61.0,,,,,NotMet,57.2,62,,,,45,48,41,56,79,94,83,
Swain County Schools,870318,Swain County Middle School,Western,C,57.0,60.0,C,50.0,D,NotMet,60.0,56,57,47,77,100,,,,,,,
Swain County Schools,870320,Swain County East Elementary,Western,C,68.0,66.0,C,70.0,B,Met,82.9,65,61,69,65,,,,,,,,
Swain County Schools,870324,Swain County West Elementary,Western,C,66.0,63.0,C,63.0,C,Met,82.5,62,58,59,82,,,,,,,,
Transylvania County Schools,880304,Brevard Elementary,Western,C,69.0,66.0,C,69.0,C,Met,78.4,67,62,68,76,,,,,,,,
Transylvania County Schools,880308,Brevard High,Western,B,70.0,,,,,NotMet,58.2,73,,,,77,65,50,71,70,92,95,
Transylvania County Schools,880312,Brevard Middle,Western,C,65.0,65.0,C,64.0,C,Met,72.5,64,64,59,72,100,,,,,,,
Transylvania County Schools,880318,Pisgah Forest Elementary,Western,C,64.0,64.0,C,66.0,C,NotMet,68.5,63,61,64,66,,,,,,,,
Transylvania County Schools,880320,Davidson River School,Western,,,,,,,,,,,,,,,,,,,,
Transylvania County Schools,880324,Rosman Elementary,Western,B,77.0,77.0,B,76.0,B,Met,77.7,77,76,76,81,,,,,,,,
Transylvania County Schools,880328,Rosman High,Western,C,66.0,,,,,NotMet,65.4,66,,,,48,54,49,64,62,100,100,
Transylvania County Schools,880330,Rosman Middle,Western,C,64.0,66.0,C,58.0,C,NotMet,66.8,63,65,55,76,100,,,,,,,
Transylvania County Schools,880336,T C Henderson,Western,B,78.0,77.0,B,80.0,B,Met,74.4,80,78,79,85,,,,,,,,
Tyrrell County Schools,890304,Columbia High,Northeast,C,63.0,,,,,Met,74.6,60,,,,35,42,34,49,94,100,92,
Tyrrell County Schools,890306,Columbia Middle,Northeast,C,62.0,62.0,C,49.0,D,Exceeded,88.3,56,56,41,95,75,,,,,,,
Tyrrell County Schools,890308,Tyrrell Elementary,Northeast,D,52.0,56.0,C,48.0,D,Met,74.8,46,51,40,52,,,,,,,,
Union County Public Schools,900302,Antioch Elementary,Southwest,A+NG,90.0,86.0,A,91.0,A,Exceeded,86.2,91,87,93,100,,,,,,,,Y
Union County Public Schools,900303,Rea View Elementary,Southwest,A,90.0,91.0,A,90.0,A,Met,77.8,93,93,93,95,,,,,,,,N
Union County Public Schools,900304,Benton Heights Elementary,Southwest,D,52.0,44.0,D,57.0,C,Exceeded,86.3,43,34,51,53,,,,,,,,
Union County Public Schools,900305,New Town Elementary,Southwest,A+NG,90.0,90.0,A,89.0,A,Exceeded,87.0,91,89,92,92,,,,,,,,Y
Union County Public Schools,900306,East Elementary,Southwest,D,50.0,43.0,D,52.0,D,Exceeded,89.4,40,33,43,58,,,,,,,,
Union County Public Schools,900307,Rocky River Elementary,Southwest,B,71.0,65.0,C,73.0,B,Met,81.4,69,59,75,81,,,,,,,,
Union County Public Schools,900308,East Union Middle,Southwest,D,49.0,48.0,D,47.0,D,NotMet,55.3,48,44,45,60,100,,,,,,,
Union County Public Schools,900310,Cuthbertson Middle,Southwest,A,88.0,83.0,B,89.0,A,Exceeded,90.2,88,84,88,95,100,,,,,,,Y
Union County Public Schools,900311,Cuthbertson High,Southwest,A+NG,94.0,,,,,Exceeded,100.0,92,,,,94,90,85,89,90,100,100,Y
Union County Public Schools,900312,Fairview Elementary,Southwest,B,74.0,74.0,B,72.0,B,Met,81.2,72,71,71,79,,,,,,,,
Union County Public Schools,900314,Monroe Middle,Southwest,D,47.0,45.0,D,49.0,D,NotMet,65.8,42,37,41,47,95,,,,,,,
Union County Public Schools,900316,Forest Hills High,Southwest,C,56.0,,,,,NotMet,60.3,54,,,,47,46,30,39,64,100,81,
Union County Public Schools,900318,Hemby Bridge Elementary,Southwest,B,72.0,70.0,B,74.0,B,Met,79.3,70,68,71,74,,,,,,,,
Union County Public Schools,900320,Indian Trail Elementary,Southwest,B,78.0,76.0,B,78.0,B,Met,84.1,76,73,77,82,,,,,,,,
Union County Public Schools,900328,Kensington Elementary,Southwest,A+NG,87.0,84.0,B,89.0,A,Met,83.5,88,84,91,87,,,,,,,,Y
Union County Public Schools,900332,Marshville Elementary,Southwest,C,63.0,58.0,C,68.0,C,Met,84.9,58,53,63,57,,,,,,,,
Union County Public Schools,900334,Marvin Elementary,Southwest,A+NG,86.0,87.0,A,87.0,A,Met,73.2,89,88,91,85,,,,,,,,Y
Union County Public Schools,900336,Monroe High,Southwest,D,53.0,,,,,NotMet,59.5,51,,,,37,41,24,46,47,100,83,
Union County Public Schools,900340,New Salem Elementary,Southwest,C,67.0,68.0,C,68.0,C,NotMet,64.6,67,66,69,67,,,,,,,,
Union County Public Schools,900341,Porter Ridge Elementary,Southwest,C,68.0,68.0,C,68.0,C,Met,80.2,65,64,65,66,,,,,,,,
Union County Public Schools,900342,Porter Ridge High School,Southwest,B,79.0,,,,,Exceeded,92.4,76,,,,62,71,68,68,74,100,94,
Union County Public Schools,900343,Porter Ridge Middle School,Southwest,B,72.0,71.0,B,69.0,C,Met,70.9,73,71,67,87,100,,,,,,,
Union County Public Schools,900344,Parkwood High,Southwest,B,72.0,,,,,Met,73.7,72,,,,69,63,53,69,71,100,91,
Union County Public Schools,900346,Parkwood Middle,Southwest,C,68.0,63.0,C,64.0,C,Met,83.0,65,62,59,84,100,,,,,,,
Union County Public Schools,900347,Poplin Elementary,Southwest,B,80.0,80.0,B,83.0,B,Met,73.7,82,79,88,73,,,,,,,,
Union County Public Schools,900348,Piedmont High,Southwest,A+NG,86.0,,,,,Exceeded,99.5,82,,,,79,75,74,77,84,100,95,Y
Union County Public Schools,900350,Piedmont Middle,Southwest,B,73.0,73.0,B,68.0,C,Met,81.9,71,71,65,86,100,,,,,,,
Union County Public Schools,900351,Rock Rest Elementary,Southwest,B,70.0,57.0,C,80.0,B,Met,77.2,68,51,82,79,,,,,,,,
Union County Public Schools,900352,Prospect Elementary,Southwest,C,57.0,60.0,C,60.0,C,Met,70.0,54,55,56,47,,,,,,,,
Union County Public Schools,900353,Sandy Ridge Elementary,Southwest,A+NG,92.0,90.0,A,91.0,A,Exceeded,94.3,91,90,91,100,,,,,,,,Y
Union County Public Schools,900354,Sardis Elementary,Southwest,B,75.0,65.0,C,83.0,B,Exceeded,93.6,71,59,80,77,,,,,,,,
Union County Public Schools,900356,Shiloh Elementary,Southwest,B,75.0,70.0,B,79.0,B,Met,75.9,75,68,80,81,,,,,,,,
Union County Public Schools,900358,Stallings Elementary,Southwest,B,79.0,77.0,B,76.0,B,Exceeded,85.1,77,75,77,87,,,,,,,,
Union County Public Schools,900360,Sun Valley High,Southwest,B,76.0,,,,,Met,84.8,74,,,,65,73,64,67,81,100,88,
Union County Public Schools,900362,Sun Valley Middle,Southwest,C,66.0,70.0,B,56.0,C,NotMet,59.7,67,70,56,88,100,,,,,,,
Union County Public Schools,900363,Sun Valley Elementary,Southwest,B,79.0,76.0,B,79.0,B,Exceeded,90.6,76,72,77,84,,,,,,,,
Union County Public Schools,900364,Union Elementary,Southwest,B,71.0,64.0,C,74.0,B,Exceeded,89.9,66,59,69,79,,,,,,,,
Union County Public Schools,900365,South Providence,Southwest,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900366,Central Academy of Technology and Arts,Southwest,A+NG,98.0,,,,,Exceeded,100.0,100,,,,100,100,100,100,92,100,100,Y
Union County Public Schools,900367,Union County Early College,Southwest,A+NG,94.0,,,,,Exceeded,91.0,94,,,,90,94,90,100,,100,100,Y
Union County Public Schools,900368,Unionville Elementary,Southwest,B,84.0,80.0,B,85.0,A,Exceeded,93.8,82,77,84,89,,,,,,,,
Union County Public Schools,900370,Walter Bickett Elementary,Southwest,F,38.0,34.0,F,39.0,F,NotMet,61.2,33,26,32,54,,,,,,,,
Union County Public Schools,900372,Waxhaw Elementary,Southwest,C,64.0,68.0,C,62.0,C,NotMet,66.1,63,66,62,61,,,,,,,,
Union County Public Schools,900376,Weddington Elementary,Southwest,A+NG,93.0,91.0,A,93.0,A,Met,83.3,100,94,100,100,,,,,,,,Y
Union County Public Schools,900377,Weddington High,Southwest,A,94.0,,,,,Exceeded,90.4,95,,,,92,95,90,89,91,100,100,N
Union County Public Schools,900378,Weddington Middle,Southwest,A,94.0,91.0,A,92.0,A,Exceeded,93.4,94,92,93,100,100,,,,,,,Y
Union County Public Schools,900380,Wesley Chapel Elementary,Southwest,B,79.0,80.0,B,79.0,B,Met,74.8,80,79,81,81,,,,,,,,
Union County Public Schools,900384,Western Union Elementary,Southwest,B,75.0,70.0,B,75.0,B,Exceeded,90.5,71,66,72,85,,,,,,,,
Union County Public Schools,900388,Wingate Elementary,Southwest,C,65.0,60.0,C,69.0,C,Exceeded,91.1,59,53,66,59,,,,,,,,
Union County Public Schools,900391,Marvin Ridge Middle,Southwest,A,90.0,87.0,A,90.0,A,Exceeded,88.2,90,87,90,100,100,,,,,,,Y
Union County Public Schools,900392,Wolfe School,Southwest,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900393,Marvin Ridge High,Southwest,A,96.0,,,,,Exceeded,100.0,100,,,,100,95,90,94,100,100,100,N
Vance County Schools,910304,Aycock Elementary,North Central,B,72.0,67.0,C,76.0,B,NotMet,63.0,74,65,82,81,,,,,,,,
Vance County Schools,910308,Carver Elementary,North Central,D,48.0,43.0,D,54.0,D,NotMet,55.0,46,39,53,47,,,,,,,,
Vance County Schools,910311,Clarke Elementary,North Central,B,71.0,60.0,C,74.0,B,Met,75.6,70,55,78,94,,,,,,,,
Vance County Schools,910314,Dabney Elementary,North Central,C,56.0,48.0,D,67.0,C,Met,76.5,51,42,63,45,,,,,,,,
Vance County Schools,910316,Eaton-Johnson Middle,North Central,F,32.0,39.0,F,23.0,F,NotMet,54.0,26,33,14,38,67,,,,,,,
Vance County Schools,910320,Henderson Middle,North Central,F,37.0,35.0,F,34.0,F,NotMet,58.6,32,27,26,61,51,,,,,,,
Vance County Schools,910340,New Hope Elementary,North Central,D,45.0,45.0,D,45.0,D,NotMet,59.3,41,38,41,54,,,,,,,,
Vance County Schools,910346,E O Young Jr Elementary,North Central,D,52.0,51.0,D,54.0,D,Met,80.8,45,44,46,42,,,,,,,,
