agency_code,pct_ACT WorkKeys_ALL_PART_DET,pct_ACT WorkKeys_AM7_PART_DET,pct_ACT WorkKeys_AS7_PART_DET,pct_ACT WorkKeys_BL7_PART_DET,pct_ACT WorkKeys_EDS_PART_DET,pct_ACT WorkKeys_ELS_PART_DET,pct_ACT WorkKeys_HI7_PART_DET,pct_ACT WorkKeys_MU7_PART_DET,pct_ACT WorkKeys_SWD_PART_DET,pct_ACT WorkKeys_WH7_PART_DET,pct_Biology_ALL_PART_DET,pct_Biology_AM7_PART_DET,pct_Biology_AS7_PART_DET,pct_Biology_BL7_PART_DET,pct_Biology_EDS_PART_DET,pct_Biology_ELS_PART_DET,pct_Biology_HI7_PART_DET,pct_Biology_MU7_PART_DET,pct_Biology_SWD_PART_DET,pct_Biology_WH7_PART_DET,pct_English II_ALL_PART_DET,pct_English II_AM7_PART_DET,pct_English II_AS7_PART_DET,pct_English II_BL7_PART_DET,pct_English II_EDS_PART_DET,pct_English II_ELS_PART_DET,pct_English II_HI7_PART_DET,pct_English II_MU7_PART_DET,pct_English II_SWD_PART_DET,pct_English II_WH7_PART_DET,pct_High School Math_ALL_PART_DET,pct_High School Math_AM7_PART_DET,pct_High School Math_AS7_PART_DET,pct_High School Math_BL7_PART_DET,pct_High School Math_EDS_PART_DET,pct_High School Math_ELS_PART_DET,pct_High School Math_HI7_PART_DET,pct_High School Math_MU7_PART_DET,pct_High School Math_SWD_PART_DET,pct_High School Math_WH7_PART_DET,pct_Math Grades 3-8_ALL_PART_DET,pct_Math Grades 3-8_AM7_PART_DET,pct_Math Grades 3-8_AS7_PART_DET,pct_Math Grades 3-8_BL7_PART_DET,pct_Math Grades 3-8_EDS_PART_DET,pct_Math Grades 3-8_ELS_PART_DET,pct_Math Grades 3-8_HI7_PART_DET,pct_Math Grades 3-8_MU7_PART_DET,pct_Math Grades 3-8_SWD_PART_DET,pct_Math Grades 3-8_WH7_PART_DET,pct_Reading Grades 3-8_ALL_PART_DET,pct_Reading Grades 3-8_AM7_PART_DET,pct_Reading Grades 3-8_AS7_PART_DET,pct_Reading Grades 3-8_BL7_PART_DET,pct_Reading Grades 3-8_EDS_PART_DET,pct_Reading Grades 3-8_ELS_PART_DET,pct_Reading Grades 3-8_HI7_PART_DET,pct_Reading Grades 3-8_MU7_PART_DET,pct_Reading Grades 3-8_SWD_PART_DET,pct_Reading Grades 3-8_WH7_PART_DET,pct_Science Grades 5&8_ALL_PART_DET,pct_Science Grades 5&8_AM7_PART_DET,pct_Science Grades 5&8_AS7_PART_DET,pct_Science Grades 5&8_BL7_PART_DET,pct_Science Grades 5&8_EDS_PART_DET,pct_Science Grades 5&8_ELS_PART_DET,pct_Science Grades 5&8_HI7_PART_DET,pct_Science Grades 5&8_MU7_PART_DET,pct_Science Grades 5&8_SWD_PART_DET,pct_Science Grades 5&8_WH7_PART_DET,pct_The ACT_ALL_PART_DET,pct_The ACT_AM7_PART_DET,pct_The ACT_AS7_PART_DET,pct_The ACT_BL7_PART_DET,pct_The ACT_EDS_PART_DET,pct_The ACT_ELS_PART_DET,pct_The ACT_HI7_PART_DET,pct_The ACT_MU7_PART_DET,pct_The ACT_SWD_PART_DET,pct_The ACT_WH7_PART_DET
600442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,94.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,94.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,,95.0,,,,,,,,,,
600443,,,,,,,,,,,95.0,,,,,,,,,95.0,,,,,,,,,,,95.0,,,,,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,,,,,,,,,95.0
600444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,,95.0,95.0,,,95.0,95.0,95.0,95.0,,,95.0,95.0,,,95.0,95.0,,,,,,,,,,,,,,,
600445,95.0,,,95.0,95.0,,,,,,94.0,,95.0,94.0,93.0,80.0,87.0,,89.0,93.0,95.0,,95.0,95.0,95.0,,95.0,,94.0,95.0,93.0,,95.0,93.0,90.0,77.0,90.0,,95.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,95.0,95.0,94.0,95.0,94.0,,95.0,95.0
600446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,,,95.0,,,95.0,95.0,95.0,95.0,,,,95.0,,,95.0,95.0,,,,,,,,,,,,,,,
600447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,,,,,95.0,,,,,,,,,,
600448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,94.0,,95.0,,,95.0,95.0,95.0,95.0,,,,,,,,,,,,,
600449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,,,,,,,95.0,,,,,,,,,,
600450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,95.0,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,95.0,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,,,,,,,,,,
600451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,95.0,95.0,95.0,95.0,,,95.0,95.0,95.0,,95.0,95.0,95.0,95.0,,,95.0,95.0,95.0,,,,,,,,,95.0,,,,,,,,,,
600453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,,,95.0,,,95.0,95.0,95.0,95.0,,,,95.0,,,,95.0,95.0,95.0,,,,,,,,,,,,,
600454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,,,,95.0,,95.0,,,95.0,95.0,,,,95.0,,,,,,,,,,,,,,,,,,,,,
600455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,,,,,,,,,,
600457,91.0,,,95.0,92.0,,,,,,95.0,,,95.0,95.0,92.0,95.0,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,,
600459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,95.0,95.0,95.0,,,,95.0,,,,95.0,95.0,95.0,,,,95.0,,,,,95.0,95.0,,,,,,,,,,,,,
600461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,,,91.0,,,,,93.0,,95.0,,,94.0,,,,,95.0,,,,,,,,,,,,,,,,,,,,,
600462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,,,,,,,,,,,,,,,
600463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,,95.0,,95.0,,95.0,,,95.0,95.0,,95.0,,95.0,,95.0,,,95.0,95.0,,,,,,,,,,,,,,,
600464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,,95.0,,,95.0,95.0,,,95.0,95.0,,95.0,,,95.0,95.0,,,95.0,95.0,,,,,95.0,,,,,,,,,,
600466,95.0,,,,,,,,,95.0,94.0,,,94.0,92.0,72.0,87.0,,95.0,95.0,95.0,,95.0,94.0,91.0,94.0,93.0,,86.0,95.0,94.0,,,92.0,94.0,79.0,90.0,,94.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,,,91.0,85.0,71.0,79.0,,85.0,95.0
600468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,95.0,95.0,95.0,95.0,95.0,,95.0,,95.0,,95.0,95.0,95.0,95.0,95.0,,95.0,,,,,,,,,,,,,,,,,,,,,
600471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,,95.0,95.0,95.0,,,,,,,,,,,,,
600474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,,,,,,,,,,,,
600475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,,95.0,,,,95.0,,,95.0,95.0,,95.0,,,,95.0,,,95.0,95.0,,,,,,,,,,,,,,,
600478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,,,,,,,,,,,,
600479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,,,,,,,,,,
600480,85.0,,,84.0,91.0,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,93.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,94.0,,95.0,95.0
600481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,95.0,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,95.0,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,,,,,,,,,,,
600482,,,,,,,,,,,94.0,,,95.0,92.0,,,,,95.0,95.0,,,95.0,95.0,,,,,95.0,94.0,,,95.0,92.0,,,,,95.0,95.0,,,95.0,95.0,,95.0,,95.0,95.0,95.0,,,95.0,95.0,,95.0,,95.0,95.0,95.0,,,95.0,95.0,,95.0,,,95.0,95.0,,,95.0,95.0,,,,,95.0
600484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,,,,,,,,,,,,
600485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,,95.0,,,,,,,,,,,,,
600488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,,,95.0,,,95.0,95.0,95.0,95.0,,,,95.0,,,95.0,95.0,,95.0,,,,,,,,,,,,,
600489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,,,,,,95.0,,,95.0,95.0,,,,,,95.0,,,95.0,95.0,,,,,,,,,,,,,,,
600490,84.0,,,80.0,79.0,,81.0,,,92.0,95.0,,94.0,95.0,95.0,91.0,93.0,,95.0,95.0,95.0,,95.0,95.0,95.0,94.0,95.0,,92.0,95.0,95.0,,95.0,95.0,95.0,93.0,95.0,,95.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,95.0,95.0,95.0,95.0,95.0,,87.0,95.0
600491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,,,,,95.0,95.0,,,95.0,95.0,,,,,95.0,95.0,,,,,,,,,95.0,,,,,,,,,,
600492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,95.0,95.0,,,,,,,,,95.0,95.0,,,,,,,,,95.0,,,,,,,,,,
600493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,,,,,95.0,,,,,,,,,,
600494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,,,,,,,,,,,,
600496,95.0,,,95.0,95.0,,95.0,,,,95.0,,,95.0,95.0,,95.0,,,,95.0,,,95.0,95.0,,95.0,,,,95.0,,,95.0,95.0,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,,95.0,,,
600497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,95.0,95.0,95.0,95.0,95.0,,,95.0,95.0,,95.0,95.0,95.0,95.0,95.0,,,95.0,95.0,,,95.0,95.0,,95.0,,,95.0,,,,,,,,,,
600498,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600499,,,,,,,,,,,95.0,,,,,,,,,95.0,91.0,,,,,,,,,93.0,94.0,,,,,,,,,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,95.0
600500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,,95.0,,,,,,,,,,
600501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,,95.0,95.0,95.0,,,,,,,,,,,,,
600503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,95.0,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,95.0,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,,,,,,,,,,,,
600507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,95.0,,,95.0,95.0,,95.0,95.0,95.0,,95.0,,,95.0,95.0,,95.0,95.0,95.0,,,,,,,,,95.0,,,,,,,,,,
600508,95.0,,,,,,,,,95.0,95.0,,95.0,95.0,,,95.0,,,95.0,95.0,,95.0,95.0,95.0,95.0,95.0,,,95.0,95.0,,95.0,95.0,,,93.0,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,95.0,95.0,,,94.0,,,95.0
600509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,,,,,,,,,,
600512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,,,,,,,,,,,,,,,
600513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,95.0,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,95.0,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,95.0,95.0,95.0,,95.0,,,95.0,,,,,,,,,,
600514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,95.0,95.0,95.0,95.0,95.0,,95.0,,95.0,,95.0,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,,,,,,,,,,
600515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,,,,,,,,,,,,,,,
600516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,,95.0,,,,,,,,,,,,,
600517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,,,,,,95.0,,,95.0,95.0,,,,,,95.0,,,95.0,95.0,,,,,,,,,,,,,,,
600518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,,,95.0,95.0,,95.0,,95.0,95.0,,,,,,,,,,
600520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,,,,,,,,,,,,
600521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,,,,,,,,,,,,
600522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,,95.0,,95.0,95.0,95.0,,,95.0,95.0,,95.0,,95.0,95.0,95.0,,,,,,,,,95.0,,,,,,,,,,
600527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,,95.0,,,95.0,95.0,,,95.0,95.0,,95.0,,,95.0,95.0,,,,,,,,,,,,,,,,,,,
600530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,95.0,95.0,95.0,,,,95.0,95.0,95.0,,95.0,95.0,95.0,,,,95.0,95.0,95.0,,,,,,,,,95.0,,,,,,,,,,
600532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,,,95.0,95.0,,95.0,,,95.0,,,,,,,,,,
600534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,,95.0,,95.0,,,95.0,,,,,,,,,,
600535,95.0,,,93.0,95.0,,95.0,,,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,94.0,95.0,95.0,95.0,,95.0,95.0
600537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,95.0,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,95.0,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,,95.0,,,,,,,,,,
600538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,,,,,,,,,,
600545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,,,95.0,,,95.0,95.0,95.0,95.0,,,,95.0,,,,95.0,95.0,95.0,,,,,,,,,,,,,
600546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,,,,,,,,,,,,,,,
600549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,,,,,,,,,,,,
600550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,,95.0,95.0,95.0,,,,,,,,,,,,,
600553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,95.0,95.0,95.0,95.0,95.0,,95.0,,95.0,,95.0,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,,,,,,,,,,,,,,,
600557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,,,,,,,95.0,,,,,,,,,,
600558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,95.0,95.0,,,95.0,95.0,95.0,,,,95.0,95.0,,,95.0,95.0,95.0,,,,,,,,,95.0,,,,,,,,,,
600562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,,95.0,,,,,,,,,,,,,
600565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,,,,,,95.0,,,95.0,95.0,,,,,,95.0,,,95.0,95.0,,,,,,,,,,,,,,,
600566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,,,,,,,,,,,,,,,
600567,95.0,,,95.0,,,,,,,95.0,,,95.0,,,,,,,95.0,,,,,,,,,,95.0,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,,,,,,
600569,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,95.0,95.0,95.0,,,,,95.0,95.0,,95.0,95.0,95.0,,,,,95.0,95.0,,,95.0,,,,,,95.0,,,,,,,,,,
600574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,,,,95.0,,95.0,,,95.0,95.0,,,,95.0,,95.0,,,95.0,95.0,,,,,,,,,,,,,,,
600576,75.0,,,74.0,79.0,,,,,,93.0,,,94.0,95.0,,85.0,,90.0,,94.0,,,94.0,95.0,,88.0,,95.0,,93.0,,,95.0,95.0,,79.0,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,,,73.0,67.0,,66.0,,67.0,
600577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,,,95.0,,,95.0,95.0,95.0,95.0,,,,95.0,,,95.0,95.0,,,,,,,,,,,,,,,
600579,87.0,,,83.0,76.0,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,94.0,,,95.0,95.0,85.0,91.0,,88.0,,93.0,,,94.0,94.0,79.0,87.0,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,,,90.0,91.0,95.0,95.0,,94.0,95.0
600582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,95.0,95.0,,,,,,,,,95.0,95.0,,,,,,,,,95.0,,,,,,,,,,
600583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,,,,,,,,,,,,,,,
600586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,,,,,,,,,,,,
600587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,95.0,95.0,95.0,95.0,95.0,,,,95.0,,95.0,95.0,95.0,95.0,95.0,,,,95.0,,,95.0,95.0,95.0,95.0,,,,,,,,,,,,,
600588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,,,,,95.0,,,,,,,,,,
600589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,,95.0,95.0,95.0,,,,,,,,,,,,,
600590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,95.0,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,95.0,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,,95.0,,,95.0,,,,,,,,,,
600592,95.0,,,95.0,,,,,,,88.0,,,86.0,92.0,80.0,89.0,,92.0,,94.0,,,92.0,91.0,95.0,95.0,,81.0,,89.0,,,88.0,90.0,80.0,89.0,,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,90.0,90.0,93.0,89.0,,85.0,
600593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,,,,,,,95.0,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,
600594,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,
