LEA Name,unit_code,School Name,SBE Region,SPG Grade,SPG Score,Reading SPG Grade,Reading  SPG Score,Math SPG Grade,Math SPG Score,EVAAS Growth Status,EVAAS Growth Score,Overall Achievement Score,Read Score,Math Score,Science Score,Math I Score,English II Score,Biology Score,The ACT Score,ACT WorkKeys Score,Math Course Rigor Score,Cohort Graduation Rate Standard Score
Rutherford County Schools,810396,Spindale Elementary School,8,C,56.0,D,53.0,C,57.0,Met,74.5,52,49,51,61,,,,,,,
Rutherford County Schools,810400,Sunshine Elementary School,8,C,65.0,C,64.0,C,68.0,NotMet,68.1,65,62,67,67,,,,,,,
Sampson County Schools,820312,Roseboro Elementary,2,C,63.0,D,54.0,C,65.0,Exceeded,86.6,57,48,60,75,,,,,,,
Sampson County Schools,820320,Clement Elementary,2,C,63.0,C,64.0,C,60.0,Met,71.0,61,60,59,67,,,,,,,
Sampson County Schools,820324,Sampson Early College High,2,A,86.0,,,,,Exceeded,87.6,86,,,,83,83,71,81,,100,94
Sampson County Schools,820340,Hargrove Elementary,2,C,65.0,C,58.0,C,68.0,Exceeded,95.7,58,50,62,67,,,,,,,
Sampson County Schools,820346,Hobbton Elementary,2,C,61.0,C,64.0,C,57.0,NotMet,60.2,61,60,57,75,,,,,,,
Sampson County Schools,820347,Hobbton Middle,2,C,59.0,C,60.0,D,51.0,Met,81.3,54,55,45,70,100,,,,,,
Sampson County Schools,820348,Hobbton High,2,C,68.0,,,,,Met,83.0,64,,,,47,50,55,38,71,100,81
Sampson County Schools,820349,Lakewood High,2,C,56.0,,,,,NotMet,63.6,55,,,,28,44,42,35,43,100,80
Sampson County Schools,820350,Midway Elementary,2,C,69.0,C,62.0,B,70.0,Exceeded,86.9,64,58,66,79,,,,,,,
Sampson County Schools,820352,Midway High,2,B,73.0,,,,,Met,81.7,70,,,,65,63,54,57,76,100,82
Sampson County Schools,820354,Midway Middle,2,C,67.0,C,66.0,C,62.0,Exceeded,86.1,62,61,57,76,100,,,,,,
Sampson County Schools,820364,Plain View Elementary,2,B,73.0,B,71.0,C,67.0,Met,81.8,71,69,68,86,,,,,,,
Sampson County Schools,820370,Union Middle,2,D,49.0,D,51.0,F,39.0,Met,80.3,41,43,28,61,65,,,,,,
Sampson County Schools,820372,Roseboro-Salemburg Middle,2,C,58.0,C,59.0,D,47.0,Exceeded,91.6,50,51,37,77,89,,,,,,
Sampson County Schools,820376,Salemburg Elementary,2,C,57.0,C,58.0,D,49.0,Exceeded,93.8,47,50,38,69,,,,,,,
Sampson County Schools,820384,Union Elementary,2,C,68.0,C,69.0,C,60.0,Exceeded,93.2,61,63,60,,,,,,,,
Sampson County Schools,820385,Union Intermediate,2,C,56.0,D,53.0,C,59.0,Met,81.0,50,46,53,53,,,,,,,
Sampson County Schools,820388,Union High,2,C,58.0,,,,,Met,77.5,53,,,,30,46,20,47,66,100,73
Clinton City Schools,821304,Butler Avenue Elementary,5,C,66.0,C,64.0,C,63.0,Exceeded,86.3,61,58,63,,,,,,,,
Clinton City Schools,821308,Clinton High,5,C,62.0,,,,,NotMet,65.5,62,,,,50,51,48,41,73,100,85
Clinton City Schools,821316,Langdon C Kerr Elementary,5,I,,,,,,,,,,,,,,,,,,
Clinton City Schools,821320,Sampson Middle,5,C,59.0,C,59.0,D,51.0,Exceeded,87.3,51,51,43,66,89,,,,,,
Clinton City Schools,821330,Sunset Avenue Elementary,5,C,57.0,C,57.0,C,58.0,NotMet,62.8,55,54,55,58,,,,,,,
Scotland County Schools,830304,Carver Middle,4,D,47.0,D,45.0,D,42.0,NotMet,55.8,45,41,38,64,95,,,,,,
Scotland County Schools,830312,Covington Street Elementary,4,B,70.0,C,66.0,B,73.0,Exceeded,88.7,65,62,68,67,,,,,,,
Scotland County Schools,830316,Shaw Academy,4,,,,,,,,,,,,,,,,,,,
Scotland County Schools,830320,I E Johnson Elementary,4,D,42.0,D,40.0,D,44.0,NotMet,68.9,35,31,38,39,,,,,,,
Scotland County Schools,830328,Laurel Hill Elementary,4,B,74.0,C,69.0,B,76.0,NotMet,69.9,75,68,80,81,,,,,,,
Scotland County Schools,830336,North Laurinburg Elementary,4,D,54.0,D,52.0,D,53.0,Met,70.1,49,47,49,57,,,,,,,
Scotland County Schools,830343,Scotland High School,4,C,55.0,,,,,NotMet,50.0,57,,,,40,42,30,40,67,100,93
Scotland County Schools,830344,Pate-Gardner Elementary,4,D,54.0,C,57.0,C,56.0,NotMet,69.8,50,52,52,42,,,,,,,
Scotland County Schools,830348,Scotland Early College High,4,A,85.0,,,,,Exceeded,87.4,84,,,,83,79,84,80,,100,95
Scotland County Schools,830349,Spring Hill Middle,4,C,65.0,C,62.0,C,58.0,Exceeded,87.3,59,58,51,77,100,,,,,,
Scotland County Schools,830350,Sycamore Lane Middle,4,D,46.0,D,48.0,F,38.0,NotMet,59.1,43,43,33,56,93,,,,,,
Scotland County Schools,830356,South Scotland Elementary,4,C,66.0,C,67.0,C,67.0,Met,80.6,63,63,65,57,,,,,,,
Scotland County Schools,830360,Wagram Elementary,4,D,54.0,C,55.0,D,51.0,Met,75.5,48,48,48,50,,,,,,,
Scotland County Schools,830364,Washington Park Elementary,4,D,51.0,C,55.0,D,51.0,NotMet,59.6,49,48,50,48,,,,,,,
Stanly County Schools,840302,Albemarle High,6,D,54.0,,,,,NotMet,67.8,51,,,,32,44,34,47,56,94,71
Stanly County Schools,840303,Albemarle Middle,6,C,57.0,C,55.0,D,51.0,Exceeded,97.2,47,45,40,62,100,,,,,,
Stanly County Schools,840304,Aquadale Elementary,6,B,71.0,B,70.0,B,71.0,Met,78.3,69,68,70,67,,,,,,,
Stanly County Schools,840308,Badin Elementary,6,C,67.0,B,72.0,C,57.0,Met,84.8,63,68,54,75,,,,,,,
Stanly County Schools,840310,Central Elementary,6,C,56.0,C,58.0,C,57.0,Met,78.4,51,52,52,44,,,,,,,
Stanly County Schools,840312,Endy Elementary,6,B,71.0,C,69.0,B,76.0,NotMet,68.7,72,68,78,67,,,,,,,
Stanly County Schools,840316,East Albemarle Elementary,6,D,40.0,D,47.0,F,39.0,NotMet,59.7,35,39,35,30,,,,,,,
Stanly County Schools,840320,Locust Elementary,6,C,59.0,C,65.0,C,58.0,NotMet,56.6,59,62,58,52,,,,,,,
Stanly County Schools,840324,Millingport Elementary,6,C,56.0,C,64.0,C,57.0,NotMet,59.9,55,62,54,35,,,,,,,
Stanly County Schools,840328,North Stanly Middle,6,C,66.0,C,67.0,C,55.0,Exceeded,98.5,58,60,46,78,100,,,,,,
Stanly County Schools,840332,North Stanly High,6,C,65.0,,,,,NotMet,65.7,65,,,,59,49,56,56,43,94,83
Stanly County Schools,840336,Norwood Elementary,6,C,57.0,C,58.0,D,53.0,Exceeded,91.6,48,51,43,52,,,,,,,
Stanly County Schools,840340,Oakboro Elementary,6,C,61.0,C,62.0,C,60.0,NotMet,67.3,59,58,59,62,,,,,,,
Stanly County Schools,840344,Richfield Elementary,6,C,66.0,C,64.0,C,64.0,Met,84.2,61,58,60,71,,,,,,,
Stanly County Schools,840350,West Stanly Middle School,6,C,66.0,C,67.0,C,56.0,Exceeded,98.0,59,61,46,78,100,,,,,,
Stanly County Schools,840356,South Stanly High,6,C,64.0,,,,,NotMet,68.1,63,,,,53,58,44,54,47,100,87
Stanly County Schools,840358,South Stanly Middle,6,C,66.0,C,68.0,C,55.0,Exceeded,90.3,60,63,48,80,100,,,,,,
Stanly County Schools,840360,Stanfield Elementary,6,C,67.0,C,66.0,B,70.0,Met,76.5,65,63,68,60,,,,,,,
Stanly County Schools,840361,Stanly Early College High,6,A,88.0,,,,,Met,82.3,89,,,,84,93,72,100,83,100,100
Stanly County Schools,840368,West Stanly High,6,C,68.0,,,,,Met,73.1,67,,,,66,61,58,54,42,93,83
Stanly County Schools,840370,Stanly Academy Learning Center,6,,,,,,,,,,,,,,,,,,,
Stokes County Schools,850304,Chestnut Grove Middle,5,C,65.0,C,67.0,C,58.0,Exceeded,85.3,60,63,50,77,100,,,,,,
Stokes County Schools,850308,Francisco Elementary,5,C,63.0,D,51.0,C,63.0,Exceeded,85.4,57,43,57,100,,,,,,,
Stokes County Schools,850312,Germanton Elementary,5,B,70.0,B,73.0,C,61.0,Exceeded,91.5,65,69,54,83,,,,,,,
Stokes County Schools,850314,Mount Olive Elementary,5,B,70.0,C,68.0,B,70.0,Exceeded,89.0,66,62,67,72,,,,,,,
Stokes County Schools,850316,King Elementary,5,B,70.0,C,65.0,B,72.0,Exceeded,92.0,65,60,67,74,,,,,,,
Stokes County Schools,850320,Lawsonville Elementary,5,C,67.0,C,62.0,C,64.0,Exceeded,89.7,61,56,58,89,,,,,,,
Stokes County Schools,850324,Meadowbrook Academy,5,,,,,,,,,,,,,,,,,,,
Stokes County Schools,850328,Nancy Reynolds Elementary,5,C,66.0,C,67.0,C,65.0,Met,80.0,62,62,62,62,,,,,,,
Stokes County Schools,850332,North Stokes High,5,B,71.0,,,,,Met,74.2,70,,,,56,50,67,58,70,100,95
Stokes County Schools,850336,Pine Hall Elementary,5,C,57.0,D,48.0,C,60.0,Exceeded,86.6,50,38,54,68,,,,,,,
Stokes County Schools,850338,Piney Grove Middle,5,C,59.0,C,59.0,C,55.0,Met,74.9,54,54,48,67,100,,,,,,
Stokes County Schools,850340,Pinnacle Elementary,5,C,63.0,C,60.0,C,59.0,Exceeded,90.9,56,52,52,79,,,,,,,
Stokes County Schools,850342,Poplar Springs Elementary,5,B,72.0,C,68.0,B,72.0,Exceeded,87.4,68,63,69,76,,,,,,,
Stokes County Schools,850348,Sandy Ridge Elementary,5,B,71.0,C,67.0,B,70.0,Exceeded,89.8,66,63,66,79,,,,,,,
Stokes County Schools,850350,Southeastern Middle,5,C,62.0,C,66.0,D,53.0,Exceeded,85.0,56,62,45,67,100,,,,,,
Stokes County Schools,850352,South Stokes High,5,B,74.0,,,,,Exceeded,97.6,69,,,,81,56,54,42,54,100,90
Stokes County Schools,850354,London Elementary,5,C,61.0,C,61.0,C,64.0,NotMet,69.2,59,56,63,56,,,,,,,
Stokes County Schools,850356,Walnut Cove Elementary,5,C,62.0,C,63.0,C,60.0,Exceeded,87.6,56,57,54,57,,,,,,,
Stokes County Schools,850358,West Stokes High,5,C,60.0,,,,,NotMet,52.9,62,,,,44,58,43,59,63,100,90
Stokes County Schools,850360,Stokes Early College,5,A,89.0,,,,,Met,81.4,91,,,,94,92,71,95,,100,95
Surry County Schools,860302,Cedar Ridge Elementary,7,C,67.0,C,66.0,C,60.0,Exceeded,90.8,61,61,54,79,,,,,,,
Surry County Schools,860306,Central Middle,7,C,59.0,C,63.0,D,54.0,NotMet,64.1,57,58,50,70,92,,,,,,
Surry County Schools,860308,Copeland Elementary,7,C,63.0,C,57.0,C,64.0,Met,76.8,60,52,63,73,,,,,,,
Surry County Schools,860312,Dobson Elementary,7,C,68.0,C,64.0,B,70.0,NotMet,65.2,69,64,70,83,,,,,,,
Surry County Schools,860316,East Surry High,7,B,74.0,,,,,NotMet,69.9,75,,,,71,72,60,62,72,100,100
Surry County Schools,860320,Flat Rock Elementary,7,C,67.0,C,60.0,C,68.0,Met,73.4,66,55,68,89,,,,,,,
Surry County Schools,860324,Franklin Elementary,7,B,73.0,C,68.0,B,74.0,Exceeded,87.9,70,64,70,88,,,,,,,
Surry County Schools,860326,J Sam Gentry Middle,7,C,63.0,C,67.0,D,51.0,NotMet,68.8,61,66,47,84,100,,,,,,
Surry County Schools,860330,Meadowview Middle,7,D,49.0,D,54.0,D,43.0,NotMet,59.9,46,50,36,55,71,,,,,,
Surry County Schools,860332,Mountain Park Elementary,7,C,58.0,C,59.0,D,51.0,Met,81.9,52,53,46,68,,,,,,,
Surry County Schools,860336,North Surry High,7,C,63.0,,,,,NotMet,56.7,65,,,,52,57,44,57,66,100,80
Surry County Schools,860339,Pilot Mountain Elementary,7,C,63.0,C,58.0,C,67.0,Met,70.0,62,56,64,71,,,,,,,
Surry County Schools,860340,Pilot Mountain Middle,7,C,62.0,C,65.0,C,58.0,NotMet,59.5,62,63,55,71,93,,,,,,
Surry County Schools,860344,Rockford Elementary,7,C,61.0,C,56.0,C,63.0,Exceeded,85.0,55,49,58,67,,,,,,,
Surry County Schools,860348,Shoals Elementary,7,B,81.0,B,79.0,B,81.0,Met,82.7,80,79,81,83,,,,,,,
Surry County Schools,860352,Surry Central High,7,C,63.0,,,,,NotMet,53.3,66,,,,49,55,48,62,57,100,87
Surry County Schools,860354,Surry Early College HS Design,7,A,87.0,,,,,Met,76.7,90,,,,87,89,79,89,,100,100
Surry County Schools,860356,Westfield Elementary,7,B,71.0,C,66.0,B,70.0,Met,82.5,68,63,66,86,,,,,,,
Surry County Schools,860360,White Plains Elementary,7,C,69.0,C,69.0,C,63.0,Exceeded,86.9,64,66,58,78,,,,,,,
Elkin City Schools,861304,Elkin Elementary,7,B,75.0,B,76.0,B,72.0,Exceeded,87.4,72,74,68,76,,,,,,,
Elkin City Schools,861308,Elkin High,7,B,84.0,,,,,Exceeded,91.3,82,,,,80,77,74,79,78,100,89
Elkin City Schools,861312,Elkin Middle,7,C,69.0,B,72.0,D,54.0,Met,82.4,66,70,48,86,100,,,,,,
Mount Airy City Schools,862308,Bruce H Tharrington Elem,7,I,,,,,,,,,,,,,,,,,,
Mount Airy City Schools,862310,Jones Elementary,7,C,69.0,C,63.0,C,68.0,Exceeded,95.0,62,58,62,78,,,,,,,
Mount Airy City Schools,862312,Mount Airy High,7,B,79.0,,,,,Exceeded,90.9,76,,,,67,71,61,73,74,100,90
Mount Airy City Schools,862316,Mount Airy Middle,7,C,63.0,C,65.0,D,54.0,Met,70.0,61,61,52,79,100,,,,,,
Swain County Schools,870314,Swain County High,8,C,58.0,,,,,NotMet,54.5,59,,,,39,52,42,53,60,100,84
Swain County Schools,870318,Swain County Middle,8,C,55.0,D,52.0,D,52.0,Exceeded,86.2,48,46,42,61,100,,,,,,
Swain County Schools,870320,Swain Co East Elementary,8,C,61.0,C,57.0,C,57.0,Exceeded,88.3,54,50,51,77,,,,,,,
Swain County Schools,870324,Swain Co West Elementary,8,B,71.0,C,65.0,B,71.0,Met,81.9,68,63,67,82,,,,,,,
Transylvania County Schools,880304,Brevard Elementary,8,C,65.0,C,65.0,C,61.0,Exceeded,85.7,60,60,56,71,,,,,,,
Transylvania County Schools,880308,Brevard High,8,B,71.0,,,,,NotMet,64.0,73,,,,62,71,73,65,69,86,85
Transylvania County Schools,880312,Brevard Middle,8,C,65.0,C,65.0,C,58.0,Exceeded,85.4,60,61,50,72,93,,,,,,
Transylvania County Schools,880318,Pisgah Forest Elementary,8,B,73.0,B,70.0,B,75.0,Met,82.6,71,69,73,71,,,,,,,
Transylvania County Schools,880320,Davidson River School,8,,,,,,,,,,,,,,,,,,,
Transylvania County Schools,880324,Rosman Elementary,8,C,66.0,C,68.0,C,64.0,Met,84.6,62,64,59,62,,,,,,,
Transylvania County Schools,880328,Rosman High,8,C,69.0,,,,,NotMet,59.8,71,,,,50,59,64,59,73,94,100
Transylvania County Schools,880330,Rosman Middle,8,C,60.0,C,62.0,D,47.0,Met,74.0,57,59,40,87,100,,,,,,
Transylvania County Schools,880336,T C Henderson Elementary,8,B,71.0,B,76.0,C,65.0,Met,80.2,69,73,65,67,,,,,,,
Tyrrell County Schools,890304,Columbia High,1,C,67.0,,,,,Exceeded,88.7,61,,,,40,68,53,50,46,94,88
Tyrrell County Schools,890306,Columbia Middle,1,D,46.0,C,55.0,F,30.0,NotMet,63.0,41,51,20,61,74,,,,,,
Tyrrell County Schools,890308,Tyrrell Elementary,1,D,45.0,D,54.0,D,44.0,NotMet,63.0,41,49,38,26,,,,,,,
Union County Public Schools,900302,Antioch Elementary,6,B,83.0,B,82.0,B,84.0,Met,80.3,83,83,84,82,,,,,,,
Union County Public Schools,900303,Rea View Elementary,6,B,84.0,A,85.0,A,88.0,NotMet,62.1,90,90,91,85,,,,,,,
Union County Public Schools,900304,Benton Heights Elementary,6,D,46.0,D,43.0,D,48.0,Met,75.2,39,33,41,47,,,,,,,
Union County Public Schools,900305,New Town Elementary,6,B,79.0,B,78.0,B,81.0,Met,70.3,82,80,82,86,,,,,,,
Union County Public Schools,900306,East Elementary,6,D,40.0,F,37.0,D,48.0,Met,74.6,31,27,39,20,,,,,,,
Union County Public Schools,900307,Rocky River Elementary,6,B,75.0,C,67.0,B,79.0,Exceeded,85.3,72,63,78,80,,,,,,,
Union County Public Schools,900308,East Union Middle,6,D,49.0,D,51.0,D,45.0,NotMet,58.5,46,46,41,59,100,,,,,,
Union County Public Schools,900310,Cuthbertson Middle,6,A,86.0,A,85.0,B,83.0,Exceeded,93.9,84,84,81,91,100,,,,,,
Union County Public Schools,900311,Cuthbertson High,6,A,88.0,,,,,Exceeded,89.4,87,,,,83,88,79,88,71,100,100
Union County Public Schools,900312,Fairview Elementary,6,B,76.0,B,70.0,B,78.0,Exceeded,90.7,72,67,75,78,,,,,,,
Union County Public Schools,900314,Monroe Middle,6,D,50.0,D,47.0,D,47.0,Exceeded,94.0,39,37,35,54,100,,,,,,
Union County Public Schools,900316,Forest Hills High,6,C,64.0,,,,,Exceeded,86.1,59,,,,41,49,45,37,63,100,87
Union County Public Schools,900318,Hemby Bridge Elementary,6,B,78.0,B,74.0,B,81.0,Met,81.1,77,74,80,81,,,,,,,
Union County Public Schools,900320,Indian Trail Elementary,6,B,76.0,B,71.0,B,78.0,Exceeded,91.0,73,68,75,79,,,,,,,
Union County Public Schools,900328,Kensington Elementary,6,B,84.0,B,83.0,B,83.0,Exceeded,86.8,83,82,83,86,,,,,,,
Union County Public Schools,900332,Marshville Elementary,6,C,59.0,C,59.0,C,62.0,Met,73.9,56,55,58,51,,,,,,,
Union County Public Schools,900334,Marvin Elementary,6,A,86.0,A,88.0,A,89.0,Met,71.3,89,88,92,88,,,,,,,
Union County Public Schools,900336,Monroe High,6,C,57.0,,,,,Exceeded,85.7,50,,,,42,41,20,28,72,100,87
Union County Public Schools,900340,New Salem Elementary,6,B,80.0,B,76.0,B,82.0,Met,77.6,81,75,84,89,,,,,,,
Union County Public Schools,900341,Porter Ridge Elementary,6,C,67.0,C,67.0,C,69.0,Met,82.9,63,63,64,62,,,,,,,
Union County Public Schools,900342,Porter Ridge High School,6,B,77.0,,,,,Met,72.8,78,,,,69,73,63,72,83,100,95
Union County Public Schools,900343,Porter Ridge Middle School,6,B,74.0,B,75.0,C,67.0,Exceeded,93.5,69,72,61,75,100,,,,,,
Union County Public Schools,900344,Parkwood High,6,C,66.0,,,,,NotMet,59.5,68,,,,53,59,49,61,79,100,90
Union County Public Schools,900346,Parkwood Middle,6,C,63.0,C,66.0,C,57.0,Met,72.3,61,63,51,72,100,,,,,,
Union County Public Schools,900347,Poplin Elementary,6,B,79.0,B,78.0,B,80.0,Met,81.0,78,77,79,75,,,,,,,
Union County Public Schools,900348,Piedmont High,6,B,83.0,,,,,Exceeded,96.7,80,,,,71,71,83,64,80,100,92
Union County Public Schools,900350,Piedmont Middle,6,B,76.0,B,75.0,B,71.0,Exceeded,90.1,73,73,67,82,100,,,,,,
Union County Public Schools,900351,Rock Rest Elementary,6,B,73.0,C,59.0,A,85.0,Exceeded,88.8,69,53,84,75,,,,,,,
Union County Public Schools,900352,Prospect Elementary,6,C,56.0,C,60.0,C,56.0,NotMet,65.5,54,58,50,54,,,,,,,
Union County Public Schools,900353,Sandy Ridge Elementary,6,A,85.0,B,82.0,A,85.0,Exceeded,89.1,84,81,84,91,,,,,,,
Union County Public Schools,900354,Sardis Elementary,6,B,70.0,C,66.0,B,71.0,Met,79.9,67,62,69,75,,,,,,,
Union County Public Schools,900356,Shiloh Elementary,6,B,79.0,B,74.0,A,85.0,Met,75.8,80,72,88,80,,,,,,,
Union County Public Schools,900358,Stallings Elementary,6,A,85.0,B,81.0,B,82.0,Met,77.8,85,82,84,94,,,,,,,
Union County Public Schools,900360,Sun Valley High,6,B,75.0,,,,,Met,83.3,73,,,,63,69,63,59,69,100,89
Union County Public Schools,900362,Sun Valley Middle,6,B,70.0,B,71.0,C,61.0,Exceeded,86.7,66,69,56,82,100,,,,,,
Union County Public Schools,900363,Sun Valley Elementary,6,B,76.0,B,72.0,B,78.0,Met,83.2,75,69,78,81,,,,,,,
Union County Public Schools,900364,Union Elementary,6,C,65.0,C,60.0,C,68.0,Met,84.4,60,54,64,66,,,,,,,
Union County Public Schools,900365,South Providence,6,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900366,Central Academy of Technology & Arts,6,A,93.0,,,,,Exceeded,95.7,93,,,,91,95,89,87,86,100,100
Union County Public Schools,900367,Union County Early College,6,A,89.0,,,,,Exceeded,86.3,90,,,,91,86,83,100,,100,100
Union County Public Schools,900368,Unionville Elementary,6,B,73.0,B,71.0,B,77.0,Met,79.1,72,68,76,67,,,,,,,
Union County Public Schools,900370,Walter Bickett Elementary,6,D,47.0,D,40.0,D,52.0,Exceeded,86.7,37,31,41,39,,,,,,,
Union County Public Schools,900372,Waxhaw Elementary,6,C,69.0,C,69.0,C,65.0,Met,82.0,66,66,62,80,,,,,,,
Union County Public Schools,900376,Weddington Elementary,6,A,91.0,A,87.0,A,94.0,Met,80.2,94,90,100,95,,,,,,,
Union County Public Schools,900377,Weddington High,6,A,91.0,,,,,Exceeded,90.5,91,,,,90,87,87,84,88,100,100
Union County Public Schools,900378,Weddington Middle,6,A,92.0,A,88.0,A,90.0,Exceeded,98.5,90,88,89,100,100,,,,,,
Union County Public Schools,900380,Wesley Chapel Elementary,6,B,83.0,B,84.0,B,79.0,Exceeded,93.1,81,81,78,90,,,,,,,
Union County Public Schools,900384,Western Union Elementary,6,D,54.0,D,54.0,C,57.0,NotMet,67.3,51,48,53,54,,,,,,,
Union County Public Schools,900388,Wingate Elementary,6,C,60.0,C,56.0,C,68.0,Met,72.9,57,50,66,54,,,,,,,
Union County Public Schools,900391,Marvin Ridge Middle,6,A,92.0,A,89.0,A,93.0,Exceeded,100.0,91,89,92,89,100,,,,,,
Union County Public Schools,900392,Wolfe School,6,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900393,Marvin Ridge High,6,A,91.0,,,,,Exceeded,89.3,91,,,,89,91,77,95,92,100,100
Vance County Schools,910304,Aycock Elementary,3,C,67.0,C,64.0,C,68.0,Met,81.4,63,59,68,60,,,,,,,
Vance County Schools,910308,Carver Elementary,3,C,63.0,C,58.0,B,70.0,NotMet,66.9,62,54,71,57,,,,,,,
Vance County Schools,910311,Clarke Elementary,3,C,56.0,D,41.0,C,57.0,Exceeded,89.0,47,32,51,85,,,,,,,
Vance County Schools,910314,Dabney Elementary,3,D,50.0,D,51.0,D,52.0,Met,73.9,44,43,47,38,,,,,,,
Vance County Schools,910316,Eaton-Johnson Middle,3,F,36.0,D,43.0,F,28.0,NotMet,54.6,31,34,22,41,51,,,,,,
Vance County Schools,910320,Henderson Middle,3,F,35.0,D,40.0,F,27.0,NotMet,50.0,31,34,21,43,56,,,,,,
Vance County Schools,910340,New Hope Elementary,3,F,32.0,F,35.0,F,31.0,NotMet,59.6,25,24,24,33,,,,,,,
Vance County Schools,910346,E O Young Jr Elementary,3,F,35.0,D,44.0,F,36.0,NotMet,57.0,30,35,30,14,,,,,,,
Vance County Schools,910356,Pinkston Street Elementary,3,D,52.0,D,53.0,D,51.0,NotMet,63.2,49,48,47,60,,,,,,,
Vance County Schools,910360,E M Rollins Elementary,3,F,34.0,D,44.0,F,31.0,NotMet,58.9,28,35,24,16,,,,,,,
Vance County Schools,910364,Southern Vance High,3,D,50.0,,,,,NotMet,62.3,47,,,,23,44,27,36,52,100,78
Vance County Schools,910368,Western Vance High,3,,,,,,,,,,,,,,,,,,,
Vance County Schools,910370,Northern Vance High,3,D,50.0,,,,,NotMet,50.0,50,,,,26,43,20,47,68,100,72
Vance County Schools,910376,L B Yancey Elementary,3,D,48.0,F,38.0,C,59.0,Met,78.9,40,30,52,35,,,,,,,
Vance County Schools,910380,Zeb Vance Elementary,3,D,49.0,D,49.0,D,44.0,Met,71.2,43,43,38,62,,,,,,,
Vance County Schools,910382,Vance Co Early College,3,C,69.0,,,,,NotMet,69.3,69,,,,50,80,50,68,,100,84
Wake County Schools,920302,River Bend Elementary,3,C,62.0,C,61.0,C,60.0,Met,81.1,57,55,56,68,,,,,,,
Wake County Schools,920304,Adams Elementary,3,B,77.0,B,74.0,B,79.0,Met,83.1,76,72,79,79,,,,,,,
Wake County Schools,920306,Herbert Akins Rd Elementary,3,B,74.0,B,76.0,B,73.0,Met,75.9,74,74,72,75,,,,,,,
Wake County Schools,920307,Alston Ridge Elementary,3,B,82.0,B,82.0,B,82.0,NotMet,65.2,86,84,87,88,,,,,,,
Wake County Schools,920308,Apex Elementary,3,B,74.0,B,77.0,B,74.0,NotMet,67.2,76,76,77,76,,,,,,,
Wake County Schools,920312,Apex Middle,3,B,83.0,B,78.0,B,81.0,Exceeded,90.9,81,78,78,94,89,,,,,,
Wake County Schools,920316,Apex High,3,A,86.0,,,,,Exceeded,87.5,85,,,,78,86,78,87,85,93,91
Wake County Schools,920318,Athens Drive High,3,B,80.0,,,,,Exceeded,100.0,75,,,,65,72,66,71,80,95,80
Wake County Schools,920320,Aversboro Elementary,3,C,64.0,C,61.0,C,66.0,Met,83.3,59,56,62,59,,,,,,,
Wake County Schools,920324,Longview,3,,,,,,,,,,,,,,,,,,,
Wake County Schools,920325,Banks Rd Elementary,3,B,76.0,B,75.0,B,75.0,Exceeded,85.9,73,73,71,78,,,,,,,
Wake County Schools,920326,Baileywick Road Elementary,3,C,62.0,C,60.0,C,66.0,Met,75.4,59,56,62,57,,,,,,,
Wake County Schools,920327,Ballentine Elementary,3,C,67.0,C,69.0,C,65.0,Met,71.3,66,66,64,71,,,,,,,
Wake County Schools,920328,Baucom Elementary,3,B,80.0,B,79.0,B,81.0,Exceeded,85.7,78,77,80,79,,,,,,,
Wake County Schools,920329,Barwell Road Elementary,3,D,46.0,D,45.0,D,48.0,NotMet,61.8,42,40,43,45,,,,,,,
Wake County Schools,920334,Brassfield Elementary,3,B,82.0,B,81.0,B,83.0,Met,80.7,82,81,83,81,,,,,,,
Wake County Schools,920336,Brentwood Elementary,3,D,53.0,D,50.0,C,56.0,Met,76.9,47,44,49,52,,,,,,,
Wake County Schools,920340,Briarcliff Elementary,3,B,76.0,B,73.0,B,75.0,Met,79.2,75,72,75,85,,,,,,,
Wake County Schools,920342,Brier Creek Elementary,3,B,72.0,B,73.0,B,72.0,Met,76.2,71,71,72,67,,,,,,,
Wake County Schools,920344,Brooks Elementary,3,B,79.0,B,79.0,B,78.0,Exceeded,86.2,78,77,78,82,,,,,,,
Wake County Schools,920348,Needham Broughton High,3,B,74.0,,,,,Exceeded,87.7,71,,,,55,74,54,74,70,94,80
Wake County Schools,920352,Bugg Elementary,3,D,52.0,D,49.0,D,54.0,Met,72.5,46,45,47,50,,,,,,,
Wake County Schools,920356,Carnage Middle,3,B,70.0,C,69.0,C,62.0,Met,73.8,69,68,61,83,90,,,,,,
Wake County Schools,920358,Carpenter Elementary,3,B,76.0,B,78.0,B,75.0,Met,73.5,76,77,76,77,,,,,,,
Wake County Schools,920360,Carroll Middle,3,D,47.0,C,55.0,F,37.0,NotMet,59.8,44,49,32,62,67,,,,,,
Wake County Schools,920362,Carver Elementary,3,C,64.0,C,57.0,C,67.0,Exceeded,90.2,57,51,61,66,,,,,,,
Wake County Schools,920364,Cary Elementary,3,B,71.0,B,71.0,B,74.0,NotMet,66.6,73,71,74,73,,,,,,,
Wake County Schools,920368,Cary High,3,B,83.0,,,,,Exceeded,100.0,79,,,,66,78,79,78,80,91,82
Wake County Schools,920369,Cedar Fork Elementary,3,A,89.0,A,87.0,A,89.0,Exceeded,86.5,89,87,91,92,,,,,,,
