year,agency_code,expenditure_category,state_funds,federal_funds,local_funds,total_funds,state_ppe,federal_ppe,local_ppe,total_ppe,ADM
2019,320339,SUPPLIES & MATERIALS,115403.93,147564.9,171222.13,434189,290.69,371.7,431.29,1093.68,397
2019,320339,INSTRUCTIONAL EQUIP.,3207.76,2342.3,17559.31,23108,8.08,5.9,44.23,58.21,397
2019,320339,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,397
2019,320339,CENTRAL EXPENSE,52673.96,11961.61,192592.64,257226,132.68,30.13,485.12,647.93,397
2019,320339,TOTAL,3023409.0,753618.0,1793254.0,5570281,7615.65,1898.29,4517.02,14030.96,397
2019,320340,SALARIES,2660331.15,180176.94,918860.34,3759367,5440.35,368.46,1879.06,7687.87,489
2019,320340,EMPLOYEE BENEFITS,986332.56,65452.65,271165.17,1322949,2017.04,133.85,554.53,2705.42,489
2019,320340,PURCHASED SERVICES,22313.07,26454.9,283708.02,332475,45.63,54.1,580.18,679.91,489
2019,320340,SUPPLIES & MATERIALS,62000.31,91252.29,167277.12,320529,126.79,186.61,342.08,655.48,489
2019,320340,INSTRUCTIONAL EQUIP.,3951.12,88.02,4176.06,8215,8.08,0.18,8.54,16.8,489
2019,320340,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,489
2019,320340,CENTRAL EXPENSE,64880.52,14733.57,237223.68,316836,132.68,30.13,485.12,647.93,489
2019,320340,TOTAL,3799807.0,378155.0,1882409.0,6060371,7770.57,773.33,3849.51,12393.41,489
2019,320341,SALARIES,1794625.47,30781.62,692527.32,2517933,22155.87,380.02,8549.72,31085.61,81
2019,320341,EMPLOYEE BENEFITS,655825.41,8630.55,227377.53,891832,8096.61,106.55,2807.13,11010.29,81
2019,320341,PURCHASED SERVICES,3995.73,5518.53,94214.34,103727,49.33,68.13,1163.14,1280.6,81
2019,320341,SUPPLIES & MATERIALS,10700.1,12083.58,75799.8,98582,132.1,149.18,935.8,1217.08,81
2019,320341,INSTRUCTIONAL EQUIP.,654.48,14.58,691.74,1359,8.08,0.18,8.54,16.8,81
2019,320341,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,81
2019,320341,CENTRAL EXPENSE,10747.08,2440.53,39294.72,52481,132.68,30.13,485.12,647.93,81
2019,320341,TOTAL,2476546.0,59466.0,1129902.0,3665914,30574.67,734.19,13949.45,45258.31,81
2019,320342,SALARIES,1532403.5,229868.5,663363.4,2425634,5284.15,792.65,2287.46,8364.26,290
2019,320342,EMPLOYEE BENEFITS,545916.3,80164.7,195915.3,821995,1882.47,276.43,675.57,2834.47,290
2019,320342,PURCHASED SERVICES,13232.7,17269.5,257085.0,287586,45.63,59.55,886.5,991.68,290
2019,320342,SUPPLIES & MATERIALS,36325.4,217566.7,130906.0,384797,125.26,750.23,451.4,1326.89,290
2019,320342,INSTRUCTIONAL EQUIP.,2343.2,52.2,2476.6,4871,8.08,0.18,8.54,16.8,290
2019,320342,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,290
2019,320342,CENTRAL EXPENSE,38477.2,8737.7,140684.8,187898,132.68,30.13,485.12,647.93,290
2019,320342,TOTAL,2168696.0,553656.0,1390429.0,4112781,7478.27,1909.17,4794.59,14182.03,290
2019,320343,SALARIES,2096244.9,313423.2,847294.05,3256961,4150.98,620.64,1677.81,6449.43,505
2019,320343,EMPLOYEE BENEFITS,836562.8,101868.6,245364.35,1183794,1656.56,201.72,485.87,2344.15,505
2019,320343,PURCHASED SERVICES,23043.15,27886.1,411564.9,462493,45.63,55.22,814.98,915.83,505
2019,320343,SUPPLIES & MATERIALS,64034.0,198914.45,183214.0,446162,126.8,393.89,362.8,883.49,505
2019,320343,INSTRUCTIONAL EQUIP.,4080.4,90.9,4312.7,8482,8.08,0.18,8.54,16.8,505
2019,320343,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,505
2019,320343,CENTRAL EXPENSE,67003.4,15215.65,244985.6,327203,132.68,30.13,485.12,647.93,505
2019,320343,TOTAL,3090966.0,657396.0,1936733.0,5685095,6120.73,1301.78,3835.12,11257.63,505
2019,320344,SALARIES,1138610.2,303264.0,524612.4,1966486,4379.27,1166.4,2017.74,7563.41,260
2019,320344,EMPLOYEE BENEFITS,430294.8,103188.8,169046.8,702528,1654.98,396.88,650.18,2702.04,260
2019,320344,PURCHASED SERVICES,11863.8,16777.8,196479.4,225119,45.63,64.53,755.69,865.85,260
2019,320344,SUPPLIES & MATERIALS,32567.6,115551.8,102598.6,250716,125.26,444.43,394.61,964.3,260
2019,320344,INSTRUCTIONAL EQUIP.,2100.8,91.0,2225.6,4416,8.08,0.35,8.56,16.99,260
2019,320344,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,260
2019,320344,CENTRAL EXPENSE,34496.8,7833.8,126131.2,168460,132.68,30.13,485.12,647.93,260
2019,320344,TOTAL,1649930.0,546704.0,1121091.0,3317725,6345.9,2102.72,4311.9,12760.52,260
2019,320346,SALARIES,2631526.59,482909.37,1350613.11,4465048,4157.23,762.89,2133.67,7053.79,633
2019,320346,EMPLOYEE BENEFITS,1016262.51,172150.68,431383.17,1619795,1605.47,271.96,681.49,2558.92,633
2019,320346,PURCHASED SERVICES,29231.94,38505.39,372799.02,440535,46.18,60.83,588.94,695.95,633
2019,320346,SUPPLIES & MATERIALS,80561.91,191824.32,236760.99,509145,127.27,303.04,374.03,804.34,633
2019,320346,INSTRUCTIONAL EQUIP.,5114.64,1114.08,5507.1,11735,8.08,1.76,8.7,18.54,633
2019,320346,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,633
2019,320346,CENTRAL EXPENSE,83986.44,19072.29,307080.96,410138,132.68,30.13,485.12,647.93,633
2019,320346,TOTAL,3846680.0,905574.0,2704142.0,7456396,6076.91,1430.61,4271.95,11779.47,633
2019,320347,SALARIES,2012432.57,206139.53,980370.07,3198941,5971.61,611.69,2909.11,9492.41,337
2019,320347,EMPLOYEE BENEFITS,774776.48,82184.19,303744.84,1160704,2299.04,243.87,901.32,3444.23,337
2019,320347,PURCHASED SERVICES,15377.31,20759.2,254468.7,290604,45.63,61.6,755.1,862.33,337
2019,320347,SUPPLIES & MATERIALS,43018.05,67106.81,122307.41,232431,127.65,199.13,362.93,689.71,337
2019,320347,INSTRUCTIONAL EQUIP.,2722.96,1567.05,3033.0,7322,8.08,4.65,9.0,21.73,337
2019,320347,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,337
2019,320347,CENTRAL EXPENSE,44713.16,10153.81,163485.44,218351,132.68,30.13,485.12,647.93,337
2019,320347,TOTAL,2893038.0,387908.0,1827407.0,5108353,8584.69,1151.07,5422.58,15158.34,337
2019,320348,SALARIES,1633902.84,185027.61,678378.93,2497307,5090.04,576.41,2113.33,7779.78,321
2019,320348,EMPLOYEE BENEFITS,593487.27,68960.43,215127.78,877574,1848.87,214.83,670.18,2733.88,321
2019,320348,PURCHASED SERVICES,14647.23,17924.64,179663.7,212234,45.63,55.84,559.7,661.17,321
2019,320348,SUPPLIES & MATERIALS,40208.46,49530.3,105615.42,195353,125.26,154.3,329.02,608.58,321
2019,320348,INSTRUCTIONAL EQUIP.,2593.68,1460.55,2885.79,6938,8.08,4.55,8.99,21.62,321
2019,320348,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,321
2019,320348,CENTRAL EXPENSE,42590.28,9671.73,155723.52,207984,132.68,30.13,485.12,647.93,321
2019,320348,TOTAL,2327427.0,332572.0,1337391.0,3997390,7250.56,1036.06,4166.34,12452.96,321
2019,320352,SALARIES,2341218.9,1146562.95,1357913.85,4845693,3806.86,1864.33,2207.99,7879.18,615
2019,320352,EMPLOYEE BENEFITS,912094.2,408612.15,468402.45,1789108,1483.08,664.41,761.63,2909.12,615
2019,320352,PURCHASED SERVICES,28062.45,106518.0,329498.55,464078,45.63,173.2,535.77,754.6,615
2019,320352,SUPPLIES & MATERIALS,77034.9,354473.7,220200.75,651707,125.26,576.38,358.05,1059.69,615
2019,320352,INSTRUCTIONAL EQUIP.,4969.2,2841.3,5535.0,13345,8.08,4.62,9.0,21.7,615
2019,320352,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,615
2019,320352,CENTRAL EXPENSE,81598.2,18529.95,298348.8,398475,132.68,30.13,485.12,647.93,615
2019,320352,TOTAL,3444975.0,2037535.0,2679896.0,8162406,5601.59,3313.07,4357.56,13272.22,615
2019,320353,SALARIES,652703.2,9947.04,226700.88,889350,3547.3,54.06,1232.07,4833.43,184
2019,320353,EMPLOYEE BENEFITS,244767.84,3065.44,64234.4,312066,1330.26,16.66,349.1,1696.02,184
2019,320353,PURCHASED SERVICES,8395.92,9496.24,57696.88,75587,45.63,51.61,313.57,410.81,184
2019,320353,SUPPLIES & MATERIALS,23047.84,7770.32,149271.84,180088,125.26,42.23,811.26,978.75,184
2019,320353,INSTRUCTIONAL EQUIP.,1486.72,33.12,1571.36,3090,8.08,0.18,8.54,16.8,184
2019,320353,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,184
2019,320353,CENTRAL EXPENSE,24413.12,5543.92,89262.08,119218,132.68,30.13,485.12,647.93,184
2019,320353,TOTAL,954811.0,35854.0,588734.0,1579399,5189.21,194.87,3199.66,8583.74,184
2019,320354,SALARIES,1628896.14,173455.26,497568.6,2299919,7337.37,781.33,2241.3,10360.0,222
2019,320354,EMPLOYEE BENEFITS,624512.64,70214.16,138761.1,833487,2813.12,316.28,625.05,3754.45,222
2019,320354,PURCHASED SERVICES,10129.86,56003.94,205050.3,271182,45.63,252.27,923.65,1221.55,222
2019,320354,SUPPLIES & MATERIALS,27807.72,52594.02,97014.0,177415,125.26,236.91,437.0,799.17,222
2019,320354,INSTRUCTIONAL EQUIP.,1793.76,852.48,1980.24,4625,8.08,3.84,8.92,20.84,222
2019,320354,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,222
2019,320354,CENTRAL EXPENSE,29454.96,6688.86,107696.64,143838,132.68,30.13,485.12,647.93,222
2019,320354,TOTAL,2322591.0,359806.0,1048069.0,3730466,10462.14,1620.76,4721.04,16803.94,222
2019,320355,SALARIES,2734155.48,1169125.86,1761018.42,5664298,3426.26,1465.07,2206.79,7098.12,798
2019,320355,EMPLOYEE BENEFITS,1056935.04,384771.66,577584.42,2019290,1324.48,482.17,723.79,2530.44,798
2019,320355,PURCHASED SERVICES,37346.4,83933.64,526025.64,647304,46.8,105.18,659.18,811.16,798
2019,320355,SUPPLIES & MATERIALS,100978.92,388450.44,302585.64,792013,126.54,486.78,379.18,992.5,798
2019,320355,INSTRUCTIONAL EQUIP.,6447.84,143.64,6814.92,13404,8.08,0.18,8.54,16.8,798
2019,320355,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,798
2019,320355,CENTRAL EXPENSE,105878.64,24043.74,387125.76,517046,132.68,30.13,485.12,647.93,798
2019,320355,TOTAL,4041739.0,2050465.0,3561151.0,9653355,5064.84,2569.51,4462.6,12096.95,798
2019,320356,SALARIES,6038163.84,309609.24,2773351.56,9121123,4276.32,219.27,1964.13,6459.72,1412
2019,320356,EMPLOYEE BENEFITS,2250544.44,107792.08,852396.16,3210732,1593.87,76.34,603.68,2273.89,1412
2019,320356,PURCHASED SERVICES,68100.76,74892.48,808948.92,951940,48.23,53.04,572.91,674.18,1412
2019,320356,SUPPLIES & MATERIALS,202960.88,216840.84,489639.24,909439,143.74,153.57,346.77,644.08,1412
2019,320356,INSTRUCTIONAL EQUIP.,11408.96,3049.92,12355.0,26812,8.08,2.16,8.75,18.99,1412
2019,320356,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1412
2019,320356,CENTRAL EXPENSE,187344.16,42543.56,684989.44,914876,132.68,30.13,485.12,647.93,1412
2019,320356,TOTAL,8758519.0,754725.0,5621678.0,15134922,6202.92,534.51,3981.36,10718.79,1412
2019,320360,SALARIES,2244855.0,403114.7,1370037.35,4018006,4119.0,739.66,2513.83,7372.49,545
2019,320360,EMPLOYEE BENEFITS,852401.8,148381.7,481600.15,1482382,1564.04,272.26,883.67,2719.97,545
2019,320360,PURCHASED SERVICES,24868.35,31277.55,268646.85,324791,45.63,57.39,492.93,595.95,545
2019,320360,SUPPLIES & MATERIALS,68266.7,214909.85,200478.25,483653,125.26,394.33,367.85,887.44,545
2019,320360,INSTRUCTIONAL EQUIP.,4403.6,1842.1,4834.15,11079,8.08,3.38,8.87,20.33,545
2019,320360,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,545
2019,320360,CENTRAL EXPENSE,72310.6,16420.85,264390.4,353120,132.68,30.13,485.12,647.93,545
2019,320360,TOTAL,3267103.0,815943.0,2589985.0,6673031,5994.69,1497.15,4752.27,12244.11,545
2019,320362,SALARIES,2388777.51,390207.86,948306.52,3727290,4319.67,705.62,1714.84,6740.13,553
2019,320362,EMPLOYEE BENEFITS,927602.2,156150.61,306959.24,1390711,1677.4,282.37,555.08,2514.85,553
2019,320362,PURCHASED SERVICES,25233.39,31670.31,298089.12,354992,45.63,57.27,539.04,641.94,553
2019,320362,SUPPLIES & MATERIALS,69268.78,163577.4,217705.04,450550,125.26,295.8,393.68,814.74,553
2019,320362,INSTRUCTIONAL EQUIP.,4468.24,519.82,4766.86,9753,8.08,0.94,8.62,17.64,553
2019,320362,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,553
2019,320362,CENTRAL EXPENSE,73372.04,16661.89,268271.36,358304,132.68,30.13,485.12,647.93,553
2019,320362,TOTAL,3488720.0,758784.0,2044096.0,6291600,6308.72,1372.13,3696.38,11377.23,553
2019,320363,SALARIES,2480662.61,247555.02,953254.94,3681471,5031.77,502.14,1933.58,7467.49,493
2019,320363,EMPLOYEE BENEFITS,958387.07,85412.25,296692.33,1340491,1943.99,173.25,601.81,2719.05,493
2019,320363,PURCHASED SERVICES,22495.59,74783.17,263858.53,361136,45.63,151.69,535.21,732.53,493
2019,320363,SUPPLIES & MATERIALS,61753.18,106177.41,178608.97,346538,125.26,215.37,362.29,702.92,493
2019,320363,INSTRUCTIONAL EQUIP.,3983.44,88.74,4210.22,8281,8.08,0.18,8.54,16.8,493
2019,320363,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,493
2019,320363,CENTRAL EXPENSE,65411.24,14854.09,239164.16,319429,132.68,30.13,485.12,647.93,493
2019,320363,TOTAL,3592691.0,528869.0,1935786.0,6057346,7287.41,1072.76,3926.55,12286.72,493
2019,320364,SALARIES,3514949.4,241815.15,1536568.05,5293332,4421.32,304.17,1932.79,6658.28,795
2019,320364,EMPLOYEE BENEFITS,1351992.9,81567.0,492597.9,1926156,1700.62,102.6,619.62,2422.84,795
2019,320364,PURCHASED SERVICES,36275.85,42691.5,397317.15,476283,45.63,53.7,499.77,599.1,795
2019,320364,SUPPLIES & MATERIALS,99581.7,147082.95,310050.0,556713,125.26,185.01,390.0,700.27,795
2019,320364,INSTRUCTIONAL EQUIP.,6423.6,3386.7,7123.2,16932,8.08,4.26,8.96,21.3,795
2019,320364,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,795
2019,320364,CENTRAL EXPENSE,105480.6,23953.35,385670.4,515103,132.68,30.13,485.12,647.93,795
2019,320364,TOTAL,5114700.0,540494.0,3129325.0,8784519,6433.59,679.87,3936.26,11049.72,795
2019,320365,SALARIES,6765589.54,507232.36,3069063.54,10341884,4000.94,299.96,1814.94,6115.84,1691
2019,320365,EMPLOYEE BENEFITS,2522566.16,181664.13,962026.81,3666256,1491.76,107.43,568.91,2168.1,1691
2019,320365,PURCHASED SERVICES,98703.67,89961.2,997825.28,1186489,58.37,53.2,590.08,701.65,1691
2019,320365,SUPPLIES & MATERIALS,240122.0,411673.95,589719.34,1241514,142.0,243.45,348.74,734.19,1691
2019,320365,INSTRUCTIONAL EQUIP.,13663.28,7744.78,15219.0,36626,8.08,4.58,9.0,21.66,1691
2019,320365,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1691
2019,320365,CENTRAL EXPENSE,224361.88,50949.83,820337.92,1095647,132.68,30.13,485.12,647.93,1691
2019,320365,TOTAL,9865004.0,1249223.0,6454189.0,17568416,5833.83,738.75,3816.79,10389.37,1691
2019,320366,SALARIES,3963752.25,409352.37,1544840.17,5917944,3999.75,413.07,1558.87,5971.69,991
2019,320366,EMPLOYEE BENEFITS,1478790.02,144606.72,479624.18,2103020,1492.22,145.92,483.98,2122.12,991
2019,320366,PURCHASED SERVICES,47052.68,126134.48,515072.25,688258,47.48,127.28,519.75,694.51,991
2019,320366,SUPPLIES & MATERIALS,126144.39,292156.71,354678.9,772978,127.29,294.81,357.9,780.0,991
2019,320366,INSTRUCTIONAL EQUIP.,8007.28,1526.14,8601.88,18134,8.08,1.54,8.68,18.3,991
2019,320366,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,991
2019,320366,CENTRAL EXPENSE,131485.88,29858.83,480753.92,642096,132.68,30.13,485.12,647.93,991
2019,320366,TOTAL,5755230.0,1003632.0,3383568.0,10142430,5807.5,1012.75,3414.3,10234.55,991
2019,320367,SALARIES,1825427.22,275140.74,742556.28,2843123,5599.47,843.99,2277.78,8721.24,326
2019,320367,EMPLOYEE BENEFITS,673542.08,107736.48,210227.62,991505,2066.08,330.48,644.87,3041.43,326
2019,320367,PURCHASED SERVICES,14875.38,19093.82,204600.86,238568,45.63,58.57,627.61,731.81,326
2019,320367,SUPPLIES & MATERIALS,40834.76,134644.52,133236.2,308714,125.26,413.02,408.7,946.98,326
2019,320367,INSTRUCTIONAL EQUIP.,2634.08,1124.7,2894.88,6652,8.08,3.45,8.88,20.41,326
2019,320367,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,326
2019,320367,CENTRAL EXPENSE,43253.68,9822.38,158149.12,211224,132.68,30.13,485.12,647.93,326
2019,320367,TOTAL,2600565.0,547559.0,1451662.0,4599786,7977.2,1679.64,4452.96,14109.8,326
2019,320368,SALARIES,5161865.46,212605.41,2765156.61,8139626,4334.06,178.51,2321.71,6834.28,1191
2019,320368,EMPLOYEE BENEFITS,1974689.91,78522.63,879910.8,2933121,1658.01,65.93,738.8,2462.74,1191
2019,320368,PURCHASED SERVICES,68589.69,64040.07,782713.29,915342,57.59,53.77,657.19,768.55,1191
2019,320368,SUPPLIES & MATERIALS,191965.38,214975.5,429045.84,835985,161.18,180.5,360.24,701.92,1191
2019,320368,INSTRUCTIONAL EQUIP.,9623.28,214.38,10171.14,20008,8.08,0.18,8.54,16.8,1191
2019,320368,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1191
2019,320368,CENTRAL EXPENSE,158021.88,35884.83,577777.92,771682,132.68,30.13,485.12,647.93,1191
2019,320368,TOTAL,7564752.0,606240.0,5444772.0,13615764,6351.6,509.02,4571.6,11432.22,1191
2019,320369,SALARIES,2470499.08,337118.64,1079061.32,3886678,4508.21,615.18,1969.09,7092.48,548
2019,320369,EMPLOYEE BENEFITS,925758.32,134923.08,344796.12,1405477,1689.34,246.21,629.19,2564.74,548
2019,320369,PURCHASED SERVICES,25005.24,29279.64,319242.88,373526,45.63,53.43,582.56,681.62,548
2019,320369,SUPPLIES & MATERIALS,68642.48,130062.32,233952.16,432656,125.26,237.34,426.92,789.52,548
2019,320369,INSTRUCTIONAL EQUIP.,4427.84,98.64,4679.92,9204,8.08,0.18,8.54,16.8,548
2019,320369,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,548
2019,320369,CENTRAL EXPENSE,72708.64,16511.24,265845.76,355064,132.68,30.13,485.12,647.93,548
2019,320369,TOTAL,3567039.0,647991.0,2247575.0,6462605,6509.2,1182.47,4101.42,11793.09,548
2019,320370,SALARIES,2906146.22,215410.78,1227825.04,4349381,4605.62,341.38,1945.84,6892.84,631
2019,320370,EMPLOYEE BENEFITS,1125508.39,74275.01,399549.2,1599332,1783.69,117.71,633.2,2534.6,631
2019,320370,PURCHASED SERVICES,40390.31,33695.4,387017.54,461102,64.01,53.4,613.34,730.75,631
2019,320370,SUPPLIES & MATERIALS,79632.2,149521.76,256198.62,485351,126.2,236.96,406.02,769.18,631
2019,320370,INSTRUCTIONAL EQUIP.,5098.48,965.43,5477.08,11540,8.08,1.53,8.68,18.29,631
2019,320370,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,631
2019,320370,CENTRAL EXPENSE,83721.08,19012.03,306110.72,408843,132.68,30.13,485.12,647.93,631
2019,320370,TOTAL,4240495.0,492878.0,2582176.0,7315549,6720.28,781.11,4092.2,11593.59,631
2019,320372,SALARIES,3041047.38,367163.28,939845.4,4348055,5018.23,605.88,1550.9,7175.01,606
2019,320372,EMPLOYEE BENEFITS,1094908.68,135047.1,276487.5,1506442,1806.78,222.85,456.25,2485.88,606
2019,320372,PURCHASED SERVICES,27651.78,32693.7,295909.8,356253,45.63,53.95,488.3,587.88,606
2019,320372,SUPPLIES & MATERIALS,75907.56,154663.32,252489.9,483059,125.26,255.22,416.65,797.13,606
2019,320372,INSTRUCTIONAL EQUIP.,4896.48,109.08,5175.24,10180,8.08,0.18,8.54,16.8,606
2019,320372,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,606
2019,320372,CENTRAL EXPENSE,80404.08,18258.78,293982.72,392644,132.68,30.13,485.12,647.93,606
2019,320372,TOTAL,4324813.0,707933.0,2063887.0,7096633,7136.66,1168.21,3405.76,11710.63,606
2019,320374,SALARIES,1123060.56,655826.08,619117.12,2398003,4528.47,2644.46,2496.44,9669.37,248
2019,320374,EMPLOYEE BENEFITS,433947.92,224514.4,214820.08,873281,1749.79,905.3,866.21,3521.3,248
2019,320374,PURCHASED SERVICES,11316.24,55118.0,183321.6,249755,45.63,222.25,739.2,1007.08,248
2019,320374,SUPPLIES & MATERIALS,31064.48,266689.28,94907.12,392660,125.26,1075.36,382.69,1583.31,248
2019,320374,INSTRUCTIONAL EQUIP.,2003.84,436.48,2160.08,4599,8.08,1.76,8.71,18.55,248
2019,320374,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,248
2019,320374,CENTRAL EXPENSE,32904.64,7472.24,120309.76,160685,132.68,30.13,485.12,647.93,248
2019,320374,TOTAL,1634294.0,1210055.0,1234634.0,4078983,6589.91,4879.26,4978.37,16447.54,248
2019,320376,SALARIES,2797999.34,398009.74,790000.53,3986008,4718.38,671.18,1332.21,6721.77,593
2019,320376,EMPLOYEE BENEFITS,1052729.18,151683.47,244843.77,1449255,1775.26,255.79,412.89,2443.94,593
2019,320376,PURCHASED SERVICES,45370.43,33931.46,344325.45,423626,76.51,57.22,580.65,714.38,593
2019,320376,SUPPLIES & MATERIALS,74279.18,153664.09,211967.85,439910,125.26,259.13,357.45,741.84,593
2019,320376,INSTRUCTIONAL EQUIP.,4791.44,106.74,5064.22,9961,8.08,0.18,8.54,16.8,593
2019,320376,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,593
2019,320376,CENTRAL EXPENSE,78679.24,17867.09,287676.16,384222,132.68,30.13,485.12,647.93,593
2019,320376,TOTAL,4053847.0,755260.0,1883875.0,6692982,6836.17,1273.63,3176.86,11286.66,593
2019,320388,SALARIES,1961706.04,939314.88,838774.44,3739794,4520.06,2164.32,1932.66,8617.04,434
2019,320388,EMPLOYEE BENEFITS,757529.64,291205.32,275307.9,1324041,1745.46,670.98,634.35,3050.79,434
2019,320388,PURCHASED SERVICES,19803.42,98027.58,275203.74,393033,45.63,225.87,634.11,905.61,434
2019,320388,SUPPLIES & MATERIALS,54362.84,281670.34,164216.92,500248,125.26,649.01,378.38,1152.65,434
2019,320388,INSTRUCTIONAL EQUIP.,3506.72,78.12,3706.36,7290,8.08,0.18,8.54,16.8,434
2019,320388,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,434
2019,320388,CENTRAL EXPENSE,57583.12,13076.42,210542.08,281201,132.68,30.13,485.12,647.93,434
2019,320388,TOTAL,2854489.0,1623370.0,1767748.0,6245607,6577.17,3740.49,4073.16,14390.82,434
2019,320400,SALARIES,1726706.52,554205.96,1056818.84,3337729,5606.19,1799.37,3431.23,10836.79,308
2019,320400,EMPLOYEE BENEFITS,672222.32,188948.76,360030.44,1221200,2182.54,613.47,1168.93,3964.94,308
2019,320400,PURCHASED SERVICES,14054.04,50459.64,233676.52,298189,45.63,163.83,758.69,968.15,308
2019,320400,SUPPLIES & MATERIALS,39387.04,175489.16,124145.56,339021,127.88,569.77,403.07,1100.72,308
2019,320400,INSTRUCTIONAL EQUIP.,2488.64,1730.96,2802.8,7020,8.08,5.62,9.1,22.8,308
2019,320400,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,308
2019,320400,CENTRAL EXPENSE,40865.44,9280.04,149416.96,199561,132.68,30.13,485.12,647.93,308
2019,320400,TOTAL,2495722.0,980111.0,1926887.0,5402720,8103.0,3182.19,6256.14,17541.33,308
2019,320701,SALARIES,980943.8,19910.04,610186.12,1611039,2954.65,59.97,1837.91,4852.53,332
2019,320701,EMPLOYEE BENEFITS,374877.8,6198.44,208964.12,590039,1129.15,18.67,629.41,1777.23,332
2019,320701,PURCHASED SERVICES,116591.76,17449.92,112541.36,246581,351.18,52.56,338.98,742.72,332
2019,320701,SUPPLIES & MATERIALS,85294.12,24750.6,97691.0,207735,256.91,74.55,294.25,625.71,332
2019,320701,INSTRUCTIONAL EQUIP.,2682.56,59.76,2835.28,5576,8.08,0.18,8.54,16.8,332
2019,320701,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,332
2019,320701,CENTRAL EXPENSE,44049.76,10003.16,161059.84,215111,132.68,30.13,485.12,647.93,332
2019,320701,TOTAL,1604436.0,78369.0,1193276.0,2876081,4832.65,236.06,3594.21,8662.92,332
2019,330304,SALARIES,2604993.35,453723.45,177086.2,3235802,3802.91,662.37,258.52,4723.8,685
2019,330304,EMPLOYEE BENEFITS,930880.75,175606.6,44751.05,1151237,1358.95,256.36,65.33,1680.64,685
2019,330304,PURCHASED SERVICES,323361.1,51457.2,179059.0,553877,472.06,75.12,261.4,808.58,685
2019,330304,SUPPLIES & MATERIALS,134986.1,415363.45,104805.0,655154,197.06,606.37,153.0,956.43,685
2019,330304,INSTRUCTIONAL EQUIP.,33037.55,39284.75,650.75,72971,48.23,57.35,0.95,106.53,685
2019,330304,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,685
2019,330304,CENTRAL EXPENSE,328389.0,92570.9,393875.0,814834,479.4,135.14,575.0,1189.54,685
2019,330304,TOTAL,4355646.0,1228003.0,900226.0,6483875,6358.61,1792.71,1314.2,9465.52,685
2019,330308,SALARIES,2693502.72,561686.4,170443.44,3425631,4156.64,866.8,263.03,5286.47,648
2019,330308,EMPLOYEE BENEFITS,1033294.32,231919.2,48165.84,1313378,1594.59,357.9,74.33,2026.82,648
2019,330308,PURCHASED SERVICES,179735.76,33320.16,149992.56,363047,277.37,51.42,231.47,560.26,648
2019,330308,SUPPLIES & MATERIALS,115525.44,338968.8,115778.16,570271,178.28,523.1,178.67,880.05,648
2019,330308,INSTRUCTIONAL EQUIP.,31253.04,3395.52,505.44,35153,48.23,5.24,0.78,54.25,648
2019,330308,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,648
