year,agency_code,category_code,agency_level,lea_code,designation_type,name,county,street_addr,stree_addr2,city,state,zip,phone,grade_span,school_type,calendar_type,url,super_name,title_i,esea,stem,purple_star,street_addr2
2019,290350,M,SCH,290LEA,P,North Davidson Middle,Davidson,333 Critcher Drive,,Lexington,NC,27295.0,336-731-2331,6:08,Regular School,Traditional,http://www.davidson.k12.nc.us/ndm/ndm.htm,,,,,,
2019,290351,M,SCH,290LEA,P,Oak Grove Middle,Davidson,1771 Hoy Long Road,,Winston-Salem,NC,27107.0,336-474-8250,6:08,Regular School,Traditional,,,,,,,
2019,290352,E,SCH,290LEA,P,Pilot Elementary,Davidson,145 Pilot School Road,,Thomasville,NC,27360.0,336-472-7965,P0:05,Regular School,Traditional,http://www.davidson.k12.nc.us/pilot/index.html,,Y,,,,
2019,290356,E,SCH,290LEA,P,Reeds Elementary,Davidson,791 South NC Hwy 150,,Lexington,NC,27295.0,336-242-5620,P0:05,Regular School,Traditional,http://www.davidson.k12.nc.us/reeds/reeds.htm,,Y,,,,
2019,290364,E,SCH,290LEA,P,Silver Valley Elementary,Davidson,11161 East Old Hwy 64,,Lexington,NC,27292.0,336-472-1576,P0:05,Regular School,Traditional,http://www.davidson.k12.nc.us/svalley/svalley/homex.html,,Y,,,,
2019,290365,H,SCH,290LEA,P,South Davidson High,Davidson,14956 South NC Hwy 109,,Denton,NC,27239.0,336-242-5700,9:12,Regular School,Traditional,http://www.davidson.k12.nc.us/south/south2.htm,,,,,,
2019,290366,E,SCH,290LEA,P,Southwood Elementary,Davidson,5850 NC Hwy 8,,Lexington,NC,27292.0,336-357-2777,P0:05,Regular School,Traditional,http://www.davidson.k12.nc.us/swood/southwood.htm,,Y,,,,
2019,290367,M,SCH,290LEA,P,South Davidson Middle,Davidson,14954 NC Hwy 109 South,,Denton,NC,27239.0,336-242-5705,6:08,Regular School,Traditional,http://www.davidson.k12.nc.us/sdm/sdmindex.htm,,Y,,,,
2019,290375,E,SCH,290LEA,P,Tyro Elementary,Davidson,450 Cow Palace Rd,,Lexington,NC,27295.0,336-242-5760,P0:05,Regular School,Traditional,,,Y,,,,
2019,290376,M,SCH,290LEA,P,Tyro Middle,Davidson,2946 Michael Road,,Lexington,NC,27295.0,336-853-7795,6:08,Regular School,Traditional,http://www.davidson.k12.nc.us/tyro/tyro.htm,,Y,,,,
2019,290380,E,SCH,290LEA,P,Wallburg Elementary,Davidson,205 Motsinger Road,,Winston-Salem,NC,27107.0,336-769-2921,P0:05,Regular School,Traditional,http://www.davidson.k12.nc.us/wallburg/wallburg.htm,,,,,,
2019,290384,E,SCH,290LEA,P,Welcome Elementary,Davidson,5701 Old Hwy 52,,Lexington,NC,27295.0,336-731-3361,P0:05,Regular School,Traditional,http://www.davidson.k12.nc.us/welcome/welcome.htm,,Y,,,,
2019,290388,H,SCH,290LEA,P,West Davidson High,Davidson,200 Dragon Drive,,Lexington,NC,27295.0,336-853-8082,9:12,Regular School,Traditional,http://www.davidson.k12.nc.us/west/Home.htm,,,,,,
2019,290389,H,SCH,290LEA,P,Yadkin Valley Regional Career Academy,Davidson,2065 E. Holly Grove Road,,Lexington,NC,27292.0,336-242-5820,9:13,Regular School,Traditional,http://www.valleycareeracademy.com,,,,Y,,
2019,291308,E,SCH,291LEA,P,Charles England Elementary School,Davidson,111 Cornelia Dr,,Lexington,NC,27292.0,336-242-1552,1:05,Regular School,Traditional,http://www.lexcs.org/,,Y,,,,
2019,291332,M,SCH,291LEA,P,Lexington Middle School,Davidson,100 W Hemstead Street,,Lexington,NC,27292.0,336-242-1567,6:08,Regular School,Traditional,http://www.lexcs.org/,,Y,,,,
2019,291336,H,SCH,291LEA,P,Lexington Senior High School,Davidson,26 Penry Street,,Lexington,NC,27292.0,336-242-1574,9:12,Regular School,Traditional,http://www.lexcs.org/,,,,,,
2019,291340,E,SCH,291LEA,P,Pickett Elementary School,Davidson,200 Biesecker Road,,Lexington,NC,27292.0,336-242-1546,1:05,Regular School,Traditional,http://www.lexcs.org/,,Y,,,,
2019,291348,E,SCH,291LEA,P,South Lexington School,Davidson,1000 Cotton Grove Road,,Lexington,NC,27292.0,336-242-1544,P3:KG,Regular School,Traditional,http://www.lexcs.org/,,Y,,,,
2019,291350,A,SCH,291LEA,P,South Lexington Developmental Center,Davidson,1006 Cotton Grove Road,,Lexington,NC,27292.0,336-242-1540,KG:12,EC School,Traditional,http://www.lexcs.org,,,,,,
2019,291352,E,SCH,291LEA,P,Southwest Elementary School,Davidson,434 Central Avenue,,Lexington,NC,27292.0,336-242-1548,1:05,Regular School,Traditional,http://www.lexcs.org/,,Y,,,,
2019,292316,E,SCH,292LEA,P,Liberty Drive Elementary,Davidson,401 Liberty Drive,,Thomasville,NC,27360.0,336-474-4186,4:05,Regular School,Traditional,http://ldes.tcs.k12.nc.us/,,Y,,,,
2019,292318,E,SCH,292LEA,P,Thomasville Primary,Davidson,915 E Sunrise Avenue,,Thomasville,NC,27360.0,336-474-4160,PK:03,Regular School,Traditional,https://tps.tcs.k12.nc.us/,,Y,,,,
2019,292320,M,SCH,292LEA,P,Thomasville Middle,Davidson,400 Unity Street,,Thomasville,NC,27360.0,336-474-4120,6:08,Regular School,Traditional,http://tms.tcs.k12.nc.us/,,Y,,,,
2019,292324,H,SCH,292LEA,P,Thomasville High,Davidson,410 Unity Street,,Thomasville,NC,27360.0,336-474-4250,9:12,Regular School,Traditional,http://ths.tcs.k12.nc.us/,,,,,,
2019,295300,E,SCH,295LEA,P,Southside Ashpole Elementary,Robeson,607 S Martin Luther King St,,Rowland,NC,28383.0,910-422-3791,KG:05,Regular School,Traditional,https://innovativeschooldistrict.org/isd-schools/selected-isd-schools/,,Y,,,,
2019,298202,A,SCH,298LEA,P,Eastern NC School for the Deaf,Statewide,1311 Hwy 301 South,,Wilson,NC,27893.0,252-237-2450,KG:12,EC School,Traditional,http://www.encsd.net/,,,,,,
2019,298203,A,SCH,298LEA,P,Gov. Morehead School f/t Blind,Statewide,303 Ashe Avenue,,Raleigh,NC,27606.0,919-733-6192,KG:12,EC School,Traditional,http://www.governormorehead.net/,,,,,,
2019,298204,A,SCH,298LEA,P,NC School for the Deaf,Statewide,517 W Fleming Dr,,Morganton,NC,28655.0,828-432-5215,PK:12,EC School,Traditional,http://www.ncsd.net/,,,,,,
2019,299300,T,SCH,299LEA,P,NCVPS,Statewide,1017 Main Campus Dr,P,Raleigh,NC,27606.0,919-513-8550,7:13,Regular School,,http://www.ncvps.org/,,,,,,Partners 1 Bldg Ste 3900
2019,29A000,E,SCH,CH,C,Davidson Charter Academy: CFA,Davidson,500 Biesecker Rd,,Lexington,NC,27295.0,336-803-7809,KG:04,Regular School,Traditional,davidsoncharter.org,Mrs Lori James,,,,,
2019,300306,T,SCH,300LEA,P,Central Davie Academy,Davie,160 Martin Luther King Jr. Roa,,Mocksville,NC,27028.0,336-751-5712,6:12,Alternative School,Traditional,http://www.davie.k12.nc.us/schools/central-davie-academy/,,,,,,
2019,300308,E,SCH,300LEA,P,Cooleemee Elementary,Davie,136 Marginal St,,Cooleemee,NC,27014.0,336-284-2581,PK:05,Regular School,Traditional,http://www.davie.k12.nc.us/schools/cooleemee/,,Y,,,,
2019,300310,E,SCH,300LEA,P,Cornatzer Elementary,Davie,552 Cornatzer Road,,Mocksville,NC,27028.0,336-940-5097,PK:05,Regular School,Traditional,http://www.davie.k12.nc.us/schools/cornatzer/,,Y,,,,
2019,300312,H,SCH,300LEA,P,Davie County High,Davie,180 War Eagle Drive,,Mocksville,NC,27028.0,336-751-5905,9:12,Regular School,Traditional,http://www.davie.k12.nc.us/schools/davie-high/,,,,Y,,
2019,300314,H,SCH,300LEA,P,Davie County Early College High,Davie,1211 Salisbury Road,,Mocksville,NC,27028.0,336-753-0888,9:13,Regular School,Traditional,http://www.davie.k12.nc.us/schools/early-college/,,,,,,
2019,300320,E,SCH,300LEA,P,Mocksville Elementary,Davie,295 Cemetery St,,Mocksville,NC,27028.0,336-751-2740,PK:05,Regular School,Traditional,http://www.davie.k12.nc.us/schools/mocksville/,,Y,,,,
2019,300325,M,SCH,300LEA,P,North Davie Middle,Davie,497 Farmington Road,,Mocksville,NC,27028.0,336-998-5555,6:08,Regular School,Traditional,http://www.davie.k12.nc.us/schools/north-davie/,,,,,,
2019,300326,E,SCH,300LEA,P,Pinebrook Elementary,Davie,477 Pinebrook School Rd,,Mocksville,NC,27028.0,336-998-3868,PK:05,Regular School,Traditional,http://www.davie.k12.nc.us/schools/pinebrook/,,Y,,,,
2019,300328,E,SCH,300LEA,P,Shady Grove Elementary,Davie,3179 Cornatzer Rd,,Advance,NC,27006.0,336-998-4719,PK:05,Regular School,Traditional,http://www.davie.k12.nc.us/schools/shady-grove/,,,,,,
2019,300330,M,SCH,300LEA,P,South Davie Middle,Davie,197 South Davie Drive,,Mocksville,NC,27028.0,336-751-5941,6:08,Regular School,Traditional,http://www.davie.k12.nc.us/schools/south-davie/,,,,,,
2019,300336,E,SCH,300LEA,P,William R Davie Elementary,Davie,3437 US Hwy 601 N,,Mocksville,NC,27028.0,336-492-5421,PK:05,Regular School,Traditional,http://www.davie.k12.nc.us/schools/william-r-davie/,,Y,,,,
2019,300337,M,SCH,300LEA,P,William Ellis Middle,Davie,144 William Ellis Drive,,Advance,NC,27006.0,336-998-2007,6:08,Regular School,Traditional,http://www.davie.k12.nc.us/schools/william-ellis/,,,,,,
2019,310304,I,SCH,310LEA,P,B F Grady Elementary,Duplin,2627 N NC 11 & 903,,Albertson,NC,28508.0,252-568-3487,PK:08,Regular School,Traditional,https://www.duplinschools.net/bfg,,Y,,,,
2019,310308,I,SCH,310LEA,P,Beulaville Elementary,Duplin,138 Lyman Road,,Beulaville,NC,28518.0,910-298-3171,PK:08,Regular School,Traditional,https://www.duplinschools.net/bes,,Y,,,,
2019,310330,I,SCH,310LEA,P,Chinquapin Elementary,Duplin,3894 NC 50 South,,Chinquapin,NC,28521.0,910-285-3476,P3:08,Regular School,Traditional,https://www.duplinschools.net/ces,,Y,,,,
2019,310336,I,SCH,310LEA,P,Warsaw Elementary,Duplin,158 Lanefield Road,,Warsaw,NC,28398.0,910-293-3121,P3:08,Regular School,Traditional,https://www.duplinschools.net/wes,,Y,,,,
2019,310338,H,SCH,310LEA,P,Duplin Early College High,Duplin,212 James Sprunt Dr,,Kenansville,NC,28349.0,910-296-1136,9:13,Regular School,Traditional,https://www.duplinschools.net/dechs,,,,,,
2019,310344,H,SCH,310LEA,P,East Duplin High,Duplin,394 North NC Highway 111,,Beulaville,NC,28518.0,910-298-4535,9:12,Regular School,Traditional,https://www.duplinschools.net/edhs,,,,,,
2019,310352,H,SCH,310LEA,P,James Kenan High,Duplin,1241 NC 24 & 50,,Warsaw,NC,28398.0,910-293-4218,9:12,Regular School,Traditional,https://www.duplinschools.net/jkhs,,,,Y,,
2019,310356,I,SCH,310LEA,P,Kenansville Elementary,Duplin,328 Limestone Rd,,Kenansville,NC,28349.0,910-296-1647,P2:08,Regular School,Traditional,https://www.duplinschools.net/kes,,Y,,,,
2019,310360,E,SCH,310LEA,P,North Duplin Elementary,Duplin,157 North Duplin School Road,,Mt. Olive,NC,28365.0,919-658-2931,PK:06,Regular School,Traditional,https://www.duplinschools.net/ndes,,Y,,,,
2019,310364,T,SCH,310LEA,P,North Duplin Jr Sr High,Duplin,1388 West NC 403 Highway,,Mt. Olive,NC,28365.0,919-658-3051,7:12,Regular School,Traditional,https://www.duplinschools.net/ndjs,,,,,,
2019,310384,I,SCH,310LEA,P,Rose Hill-Magnolia Elementary,Duplin,1329 Brooks Quinn Road,,Rose Hill,NC,28458.0,910-289-3667,P3:08,Regular School,Traditional,https://www.duplinschools.net/rhm,,Y,,,,
2019,310388,I,SCH,310LEA,P,Wallace Elementary,Duplin,4266 NC 11 S,,Wallace,NC,28466.0,910-285-7183,PK:08,Regular School,Traditional,https://www.duplinschools.net/wale,,Y,,,,
2019,310392,H,SCH,310LEA,P,Wallace-Rose Hill High,Duplin,602 High School Road,,Teachey,NC,28464.0,910-285-7501,9:12,Regular School,Traditional,https://www.duplinschools.net/wrh,,,,,,
2019,320304,E,SCH,320LEA,P,Bethesda Elementary,Durham,2009 S Miami Boulevard,,Durham,NC,27703.0,919-560-3904,P0:05,Regular School,Traditional,http://www.bethesda.dpsnc.net/,,Y,,,,
2019,320306,M,SCH,320LEA,P,Brogden Middle,Durham,1001 Leon Street,,Durham,NC,27704.0,919-560-3906,6:08,Regular School,Traditional,http://www.brogden.dpsnc.net/,,Y,,,,
2019,320308,E,SCH,320LEA,P,Burton Elementary,Durham,1500 Mathison Avenue,,Durham,NC,27701.0,919-560-3908,P0:05,Regular School,Traditional,http://www.burton.dpsnc.net/,,Y,,,,
2019,320309,H,SCH,320LEA,P,J D Clement Early College HS,Durham,1801 Fayetteville Street,N,Durham,NC,27707.0,919-560-2696,9:12,Regular School,Traditional,http://echs.dpsnc.net/,,,,,,NCCU-Robinson Science Building
2019,320310,E,SCH,320LEA,P,Eastway Elementary,Durham,610 North Alston Avenue,,Durham,NC,27701.0,919-560-3910,P0:05,Regular School,Traditional,http://www.eastway.dpsnc.net/,,Y,,,,
2019,320312,H,SCH,320LEA,P,C E Jordan High,Durham,6806 Garrett Road,,Durham,NC,27707.0,919-560-3912,9:12,Regular School,Traditional,http://www.jordan.dpsnc.net/,,,,,,
2019,320313,E,SCH,320LEA,P,Easley Elementary,Durham,302 Lebanon Circle,,Durham,NC,27712.0,919-560-3913,KG:05,Regular School,Year Round,http://www.easley.dpsnc.net/,,,,,,
2019,320314,T,SCH,320LEA,P,The School for Creative Studies,Durham,5001 Red Mill Rd,,Durham,NC,27704.0,919-560-3535,6:12,Regular School,Year Round,http://www.scs.dpsnc.net,,,,,,
2019,320315,E,SCH,320LEA,P,Eno Valley Elementary,Durham,117 Milton Road,,Durham,NC,27712.0,919-560-3915,P0:05,Regular School,Traditional,http://www.enovalley.dpsnc.net/,,Y,,,,
2019,320316,M,SCH,320LEA,P,George L Carrington Middle,Durham,227 Milton Road,,Durham,NC,27712.0,919-560-3916,6:08,Regular School,Traditional,http://www.carrington.dpsnc.net,,Y,,,,
2019,320317,H,SCH,320LEA,P,City of Medicine Academy,Durham,301 Crutchfield Road,,Durham,NC,27704.0,919-560-2001,9:12,Regular School,Traditional,http://cma.dpsnc.net/,,,,,,
2019,320318,E,SCH,320LEA,P,Club Boulevard Elementary,Durham,400 W Club Boulevard,,Durham,NC,27704.0,919-560-3918,KG:05,Regular School,Traditional,http://www.ClubBlvd.dpsnc.net/,,Y,,,,
2019,320319,E,SCH,320LEA,P,Creekside Elementary,Durham,5321 Ephesus Church Road,,Durham,NC,27707.0,919-560-3919,KG:05,Regular School,Traditional,http://www.creekside.dpsnc.net/,,Y,,,,
2019,320320,E,SCH,320LEA,P,Glenn Elementary,Durham,2415 E Geer Street,,Durham,NC,27704.0,919-560-3920,KG:05,Regular School,Traditional,http://www.glenn.dpsnc.net/,,Y,,,,
2019,320322,H,SCH,320LEA,P,Durham's Performance Learning Center,Durham,401 North Driver Street,,Durham,NC,27703.0,919-560-9190,9:12,Alternative School,Traditional,http://www.dplc.dpsnc.net,,,,,,
2019,320323,T,SCH,320LEA,P,Durham School of the Arts,Durham,401 North Duke Street,,Durham,NC,27701.0,919-560-3926,6:12,Regular School,Traditional,http://www.dsa.dpsnc.net,,,,,,
2019,320324,E,SCH,320LEA,P,Hillandale Elementary,Durham,2730 Hillandale Road,,Durham,NC,27705.0,919-560-3924,P0:05,Regular School,Traditional,http://www.hillandale.dpsnc.net/,,Y,,,,
2019,320325,H,SCH,320LEA,P,Hillside High,Durham,3727 Fayetteville St,,Durham,NC,27707.0,919-560-3925,9:12,Regular School,Traditional,http://www.hillside.dpsnc.net/,,,,,,
2019,320327,E,SCH,320LEA,P,Hope Valley Elementary,Durham,3005 Dixon Road,,Durham,NC,27707.0,919-560-3980,KG:05,Regular School,Traditional,http://www.hopevalley.dpsnc.net/,,Y,,,,
2019,320328,E,SCH,320LEA,P,Holt Elementary,Durham,4019 Holt School Road,,Durham,NC,27704.0,919-560-3928,P0:05,Regular School,Year Round,http://www.holt.dpsnc.net/,,Y,,,,
2019,320329,A,SCH,320LEA,P,Holton Career and Resource Center,Durham,401 North Driver St,,Durham,NC,27703.0,919-560-2219,NG,CTE School,Traditional,http://holtoncareer.dpsnc.net/,,,,,,
2019,320332,E,SCH,320LEA,P,Forest View Elementary,Durham,3007 Mount Sinai Road,,Durham,NC,27705.0,919-560-3932,KG:05,Regular School,Traditional,http://www.forestview.dpsnc.net,,Y,,,,
2019,320336,A,SCH,320LEA,P,DPS Hospital School,Durham,DUMC Room 3605,,Durham,NC,27710.0,919-684-5684,P0:12,Regular School,Traditional,http://dukehealth1.org/childrens_services/school.asp,,,,,,
2019,320338,M,SCH,320LEA,P,James E Shepard Middle,Durham,2401 Dakota Street,,Durham,NC,27707.0,919-560-3938,6:08,Regular School,Traditional,http://www.shepard.dpsnc.net/,,Y,,,,
2019,320339,E,SCH,320LEA,P,Lakewood Elementary,Durham,2520 Vesson Avenue,,Durham,NC,27707.0,919-560-3939,P0:05,Regular School,Traditional,http://www.lakewood.dpsnc.net/,,Y,,,,
2019,320340,I,SCH,320LEA,P,Little River K-8 School,Durham,2315 Snow Hill Road,,Durham,NC,27712.0,919-560-3940,P0:08,Regular School,Traditional,http://www.littleriver.dpsnc.net/,,,,,,
2019,320341,T,SCH,320LEA,P,Lakeview School,Durham,3507 Dearborn Drive,,Durham,NC,27704.0,919-560-2520,6:12,Alternative School,Traditional,,,,,,,
2019,320342,M,SCH,320LEA,P,Lakewood Montessori Middle,Durham,2119 Chapel Hill Rd,,Durham,NC,27707.0,919-560-2894,6:08,Regular School,Traditional,http://www.montessorimiddle.dpsnc.net/,,,,,,
2019,320343,M,SCH,320LEA,P,Lucas Middle,Durham,923 Snow Hill Road,,Durham,NC,27704.0,919-560-3843,6:08,Regular School,Traditional,,,Y,,,,
2019,320344,E,SCH,320LEA,P,Fayetteville Street Elementary,Durham,2905 Fayetteville Street,,Durham,NC,27707.0,919-560-3944,P0:05,Regular School,Traditional,http://www.dpsnc.net/index.php?option=com_schoolinfo&task=userProfile&user=15&Itemid=504,,Y,,,,
2019,320346,M,SCH,320LEA,P,Lowe's Grove Middle,Durham,4418 S Alston Avenue,,Durham,NC,27713.0,919-560-3946,6:08,Regular School,Traditional,http://www.lowesgrove.dpsnc.net/,,Y,,,,
2019,320347,E,SCH,320LEA,P,George Watts Elementary,Durham,700 Watts Street,,Durham,NC,27701.0,919-560-3947,P0:05,Regular School,Traditional,http://www.watts.dpsnc.net,,,,,,
2019,320348,E,SCH,320LEA,P,Mangum Elementary,Durham,9008 Quail Roost Road,,Bahama,NC,27503.0,919-560-3948,KG:05,Regular School,Traditional,http://www.mangum.dpsnc.net/,,,,,,
2019,320352,E,SCH,320LEA,P,Merrick-Moore Elementary,Durham,2325 Cheek Road,,Durham,NC,27704.0,919-560-3952,PK:05,Regular School,Traditional,http://www.merrickmoore.dpsnc.net/,,Y,,,,
2019,320353,H,SCH,320LEA,P,Middle College HS @ DTCC,Durham,1637 Lawson Street,,Durham,NC,27703.0,919-536-7203,11:12,Regular School,Traditional,http://mchs.dpsnc.net/,,,,,,
2019,320354,E,SCH,320LEA,P,Morehead Montessori,Durham,909 Cobb Street,,Durham,NC,27707.0,919-560-3954,P0:05,Regular School,Traditional,http://www.morehead.dpsnc.net/,,,,,,
2019,320355,M,SCH,320LEA,P,Neal Middle,Durham,201 Baptist Road,,Durham,NC,27704.0,919-560-3955,6:08,Regular School,Traditional,http://www.neal.dpsnc.net/,,Y,,,,
2019,320356,H,SCH,320LEA,P,Northern High,Durham,117 Tom Wilkinson Road,,Durham,NC,27712.0,919-560-3956,9:12,Regular School,Traditional,http://www.northern.dpsnc.net/,,,,,,
2019,320360,E,SCH,320LEA,P,Oak Grove Elementary,Durham,3810 Wake Forest Road,,Durham,NC,27703.0,919-560-3960,P0:05,Regular School,Traditional,http://www.oakgrove.dpsnc.net/,,Y,,,,
2019,320362,E,SCH,320LEA,P,Parkwood Elementary,Durham,5207 Revere Road,,Durham,NC,27713.0,919-560-3962,P0:05,Regular School,Traditional,http://www.parkwood.dpsnc.net/,,Y,,,,
2019,320363,E,SCH,320LEA,P,E K Powe Elementary,Durham,913 9th Street,,Durham,NC,27705.0,919-560-3963,P0:05,Regular School,Traditional,http://www.powe.dpsnc.net/,,Y,,,,
2019,320364,E,SCH,320LEA,P,Pearsontown Elementary,Durham,4915 Barbee Road,,Durham,NC,27713.0,919-560-3964,P0:05,Regular School,Year Round,http://www.pearsontown.dpsnc.net/,,,,,,
2019,320365,H,SCH,320LEA,P,Riverside High,Durham,3218 Rose of Sharon Road,,Durham,NC,27712.0,919-560-3965,9:12,Regular School,Traditional,http://www.riverside.dpsnc.net/,,,,,,
2019,320366,M,SCH,320LEA,P,Sherwood Githens Middle,Durham,4800 Chapel Hill Road,,Durham,NC,27707.0,919-560-3966,6:08,Regular School,Traditional,http://www.githens.dpsnc.net/,,Y,,,,
2019,320367,E,SCH,320LEA,P,R N Harris Elementary,Durham,1520 Cooper Street,,Durham,NC,27703.0,919-560-3967,P0:05,Regular School,Traditional,http://www.harris.dpsnc.net/,,Y,,,,
2019,320368,H,SCH,320LEA,P,Southern School of Energy and Sustainabi,Durham,800 Clayton Road,,Durham,NC,27703.0,919-560-3968,9:12,Regular School,Traditional,http://www.Southern.dpsnc.net/,,,,,,
2019,320369,E,SCH,320LEA,P,Sandy Ridge Elementary,Durham,1417 Old Oxford Highway,,Durham,NC,27704.0,919-560-2695,P0:05,Regular School,Traditional,http://www.sandyridge.dpsnc.net,,Y,,,,
2019,320370,M,SCH,320LEA,P,Rogers-Herr Middle,Durham,911 Cornwallis Road,,Durham,NC,27707.0,919-560-3970,6:08,Regular School,Year Round,http://www.rogersherr.dpsnc.net/,,,,,,
2019,320372,E,SCH,320LEA,P,Southwest Elementary,Durham,2320 Cook Road,,Durham,NC,27713.0,919-560-3972,P0:05,Regular School,Traditional,http://www.southwest.dpsnc.net/,,Y,,,,
2019,320374,E,SCH,320LEA,P,C C Spaulding Elementary,Durham,1531 S Roxboro Road,,Durham,NC,27707.0,919-560-3974,P0:05,Regular School,Traditional,http://www.spaulding.dpsnc.net/,,Y,,,,
2019,320376,E,SCH,320LEA,P,Spring Valley Elementary,Durham,2051 Northern Durham Prky,,Durham,NC,27703.0,919-560-2890,P0:05,Regular School,Traditional,http://springvalley.dpsnc.net/,,Y,,,,
2019,320388,E,SCH,320LEA,P,W G Pearson Elementary,Durham,3501 Fayettville Street,,Durham,NC,27707.0,919-560-3988,P0:05,Regular School,Traditional,http://www.pearson.dpsnc.net/,,Y,,,,
2019,320400,E,SCH,320LEA,P,Y E Smith Elementary,Durham,2410 E Main Street,,Durham,NC,27703.0,919-560-3900,P0:05,Regular School,Traditional,http://www.smith.dpsnc.net/,,Y,,,,
2019,320701,H,SCH,320LEA,P,Hillside New Tech High,Durham,3727 Fayetteville St,,Durham,NC,27707.0,919-560-9183,9:12,Regular School,Traditional,http://www.newtech.dpsnc.net/,,,,,,
2019,32A000,I,SCH,CH,C,Maureen Joy Charter School,Durham,107 South Driver Street,,Durham,NC,27703.0,919-908-1600,KG:08,Regular School,Traditional,http://www.joycharter.org,Mr Mark Bailey,Y,,,,
2019,32B000,I,SCH,CH,C,Healthy Start Academy,Durham,807 West Chapel Hill Street,,Durham,NC,27701.0,919-956-5599,KG:08,Regular School,Traditional,http://www.healthystartacademy.org,Mr Alex Quigley,Y,,,,
2019,32C000,I,SCH,CH,C,Carter Community Charter,Durham,1955 West Cornwallis Road,,Durham,NC,27705.0,919-797-2340,KG:08,Regular School,Traditional,http://www.carterschool.org/,Ms Lamanda Pryor,Y,,,,
2019,32D000,I,SCH,CH,C,Kestrel Heights School,Durham,4700 South Alston Ave.,,Durham,NC,27713.0,919-484-1300,KG:08,Regular School,Traditional,http://www.kestrelheights.org,Dr Mark Tracy,,,,,
2019,32H000,I,SCH,CH,C,Research Triangle Charter,Durham,2418 Ellis Road,,Durham,NC,27703.0,919-957-7108,KG:08,Regular School,Traditional,http://researchtriangle.heritageacademies.com/,Mr Wayne Muhammad,Y,,,,
2019,32K000,I,SCH,CH,C,Central Park School For Child,Durham,724 Foster Street,,Durham,NC,27701.0,919-682-1200,KG:08,Regular School,Year Round,http://www.cpscnc.org,Mr John Heffernan,Y,,,,
2019,32L000,A,SCH,CH,C,Voyager Academy,Durham,101 Hock Parc Drive,,Durham,NC,27704.0,919-433-3301,KG:12,Regular School,Traditional,http://www.voyageracademy.net/,Mrs Jennifer Lucas,Y,,,,
2019,32M000,I,SCH,CH,C,Global Scholars Academy,Durham,311 Dowd St,,Durham,NC,27701.0,919-682-5903,KG:08,Regular School,Year Round,http://globalscholarsacademy.org/,Ms Andrea Carroll,Y,,,,
2019,32N000,H,SCH,CH,C,Research Triangle High School,Durham,3106 East NC Highway 54,,Durham,NC,27709.0,919-998-6757,9:12,Regular School,Traditional,http://www.researchtrianglehighschool.org,Eric Grunden,Y,,,,
2019,32P000,I,SCH,CH,C,The Institute Development Young Leaders,Durham,4300 S. Miami Blvd.,,Durham,NC,27703.0,919-224-1240,KG:08,Regular School,Modified,http://www.theidylschool.org,Yvette Munroe,Y,,,,
2019,32Q000,I,SCH,CH,C,Reaching All Minds Academy,Durham,2703 Holloway St.,,Durham,NC,27703.0,919-596-1899,KG:07,Regular School,Traditional,http://www.reachingallminds.com,Mr Thomas Mckoy,Y,,,,
2019,32R000,I,SCH,CH,C,Excelsior Classical Academy,Durham,4100 N Roxboro Street,,Durham,NC,27704.0,919-213-8585,KG:07,Regular School,Modified,https://www.excelsior.teamcfa.school,Cynthia Gadol,,,,,
2019,32S000,M,SCH,CH,C,KIPP Durham College Preparatory,Durham,1107 Holloway Street,,Durham,NC,27701.0,919-973-0285,5:08,Regular School,Traditional,http://kippenc.org/school-details/kipp-durham-college-prep-public-school/,Gara Bell,Y,,,,
2019,330304,E,SCH,330LEA,P,G W Bulluck Elementary,Edgecombe,3090 Bulluck School Road,,Rocky Mount,NC,27801.0,252-985-3456,P0:05,Regular School,Traditional,http://www.ecps.us/bulluck/,,Y,,,,
2019,330308,E,SCH,330LEA,P,G W Carver Elementary,Edgecombe,700 East Hamlet Street,,Pinetops,NC,27864.0,252-827-2116,P0:05,Regular School,Traditional,http://www.ecps.us/carver/,,Y,,,,
2019,330312,E,SCH,330LEA,P,Coker-Wimberly Elementary,Edgecombe,1619 NC 97 West,,Battleboro,NC,27809.0,252-823-4446,P0:05,Regular School,Traditional,http://www.ecps.us/cokerwimberly/,,Y,,,,
2019,330326,H,SCH,330LEA,P,Edgecombe Early College High,Edgecombe,2009 West Wilson St,,Tarboro,NC,27886.0,252-823-5166,9:13,Regular School,Traditional,http://www.ecps.us/middlecol/,,,,,,
2019,330328,H,SCH,330LEA,P,North Edgecombe High,Edgecombe,7589 NC 33-NW,,Tarboro,NC,27886.0,252-823-3562,9:12,Regular School,Traditional,http://www.ecps.us/nehs/,,Y,,,,
2019,330332,M,SCH,330LEA,P,Phillips Middle,Edgecombe,4371 Battleboro-Leggett Road,,Battleboro,NC,27809.0,252-446-2031,6:08,Regular School,Traditional,http://www.ecps.us/phillips/,,Y,,,,
2019,330334,E,SCH,330LEA,P,Princeville Elementary,Edgecombe,710 Panola Street,,Tarboro,NC,27886.0,252-823-4718,P0:05,Regular School,Traditional,http://www.ecps.us/princeville/,,Y,,,,
2019,330340,M,SCH,330LEA,P,South Edgecombe Middle,Edgecombe,230 Pinetops-Crisp Road,,Pinetops,NC,27864.0,252-827-5083,6:08,Regular School,Traditional,http://www.ecps.us/south/,,,,,,
