agency_code,category_code,agency_level,lea_code,designation_type,name,county,street_addr,stree_addr2,city,state,zip,phone,grade_span,school_type,calendar_type,url,super_name,title_I,esea,stem
260316,E,SCH,260LEA,P,Lillian Black Elementary,Cumberland,125 S 3rd Street,,Spring Lake,NC,28390.0,910-497-7147,KG:05,Regular School,Traditional Calendar,http://www.lbes.ccs.k12.nc.us/,,Y,,
260318,H,SCH,260LEA,P,Jack Britt High,Cumberland,7403 Rockfish Road,,Fayetteville,NC,28306.0,910-429-2800,09:12,Regular School,Traditional Calendar,http://www.jbhs.ccs.k12.nc.us/,,,,
260320,E,SCH,260LEA,P,"Brentwood Elementary, Fayetteville",Cumberland,1115 Bingham Drive,,Fayetteville,NC,28304.0,910-864-5310,PK:05,Regular School,Traditional Calendar,http://www.bes.ccs.k12.nc.us/,,Y,,
260321,M,SCH,260LEA,P,Douglas Byrd Middle,Cumberland,1616 Ireland Drive,,Fayetteville,NC,28304.0,910-483-3101,06:08,Regular School,Traditional Calendar,http://www.dbms.ccs.k12.nc.us/,,Y,,
260322,H,SCH,260LEA,P,Douglas Byrd High,Cumberland,1624 Ireland Drive,,Fayetteville,NC,28304.0,910-484-8121,09:12,Regular School,Traditional Calendar,http://www.dbhs.ccs.k12.nc.us/,,Y,,
260325,H,SCH,260LEA,P,Cape Fear High,Cumberland,4762 Clinton Road,,Fayetteville,NC,28301.0,910-483-0191,09:12,Regular School,Traditional Calendar,http://www.cfhs.ccs.k12.nc.us/,,,,
260326,E,SCH,260LEA,P,Elizabeth M Cashwell Elementary,Cumberland,2970 Legion Road,,Fayetteville,NC,28306.0,910-424-2312,PK:05,Regular School,Traditional Calendar,http://www.eces.ccs.k12.nc.us/,,Y,,
260332,E,SCH,260LEA,P,Eastover-Central Elementary,Cumberland,5174 Dunn Road,,Eastover,NC,28312.0,910-483-8997,PK:05,Regular School,Traditional Calendar,http://www.ecnes.ccs.k12.nc.us/,,,,
260336,M,SCH,260LEA,P,Anne Chesnutt Middle,Cumberland,2121 Skibo Road,,Fayetteville,NC,28314.0,910-867-9147,06:08,Regular School,Year-Round Calendar,http://www.acms.ccs.k12.nc.us/,,Y,,
260338,E,SCH,260LEA,P,Cliffdale Elementary,Cumberland,6450 Cliffdale Road,,Fayetteville,NC,28304.0,910-864-3442,PK:05,Regular School,Traditional Calendar,http://www.ces.ccs.k12.nc.us/,,Y,,
260340,E,SCH,260LEA,P,College Lakes Elementary,Cumberland,4963 Rosehill Road,,Fayetteville,NC,28311.0,910-488-6650,PK:05,Regular School,Traditional Calendar,http://www.cles.ccs.k12.nc.us/,,Y,,
260342,E,SCH,260LEA,P,C Wayne Collier Elementary,Cumberland,3522 Sturbridge Drive,,Hope Mills,NC,28348.0,910-424-7200,PK:05,Regular School,Traditional Calendar,http://www.cwces.ccs.k12.nc.us/,,Y,,
260344,E,SCH,260LEA,P,J W Coon Elementary,Cumberland,905 Hope Mills Road,,Fayetteville,NC,28304.0,910-425-6141,PK:05,Regular School,Traditional Calendar,http://www.jwces.ccs.k12.nc.us/,,Y,,
260347,H,SCH,260LEA,P,Cumberland International Early CollegeHS,Cumberland,"1200 Murchison Rd, J Knuckles Science Annex",,Fayetteville,NC,28303.0,910-672-2830,09:12,Regular School,Traditional Calendar,http://www.ciechs.ccs.k12.nc.us/,,,,
260348,E,SCH,260LEA,P,Cumberland Mills Elementary,Cumberland,2576 Hope Mills Road,,Fayetteville,NC,28306.0,910-424-4536,PK:05,Regular School,Traditional Calendar,http://www.cmes.ccs.k12.nc.us/,,Y,,
260352,E,SCH,260LEA,P,Cumberland Road Elementary,Cumberland,2700 Cumberland Road,,Fayetteville,NC,28306.0,910-485-7171,PK:05,Regular School,Traditional Calendar,http://www.cres.ccs.k12.nc.us/,,Y,,
260354,H,SCH,260LEA,P,Cross Creek Early College,Cumberland,1200 Murchison Road,,Fayetteville,NC,28301.0,910-672-1499,09:12,Regular School,Traditional Calendar,http://www.ccechs.ccs.k12.nc.us/,,,,
260356,E,SCH,260LEA,P,District No 7 Elementary,Cumberland,5721 Smithfield Road,,Wade,NC,28395.0,910-483-0001,PK:05,Regular School,Traditional Calendar,http://www.d7es.ccs.k12.nc.us/,,Y,,
260357,H,SCH,260LEA,P,Grays Creek High,Cumberland,5301 Celebration Drive,,Hope Mills,NC,28348.0,910-424-8589,09:12,Regular School,Traditional Calendar,http://www.gchs.ccs.k12.nc.us,,,,
260358,M,SCH,260LEA,P,Luther Nick Jeralds Middle,Cumberland,2517 Ramsey Street,,Fayetteville,NC,28301.0,910-822-2570,06:08,Regular School,Traditional Calendar,http://www.lnjms.ccs.k12.nc.us/,,Y,,
260359,H,SCH,260LEA,P,E E Smith High,Cumberland,1800 Seabrook Road,,Fayetteville,NC,28301.0,910-483-0153,09:12,Regular School,Traditional Calendar,http://www.eeshs.ccs.k12.nc.us/,,Y,,
260361,E,SCH,260LEA,P,Ferguson-Easley Elementary,Cumberland,1857 Seabrook Road,,Fayetteville,NC,28301.0,910-483-4883,KG:05,Regular School,Traditional Calendar,http://www.fees.ccs.k12.nc.us/,,Y,,
260362,M,SCH,260LEA,P,Grays Creek Middle,Cumberland,5151 Celebration Drive,,Hope Mills,NC,28348.0,910-483-4124,06:08,Regular School,Traditional Calendar,http://www.gcms.ccs.k12.nc.us/,,,,
260363,E,SCH,260LEA,P,Glendale Acres Elementary,Cumberland,2915 Skycrest Drive,,Fayetteville,NC,28304.0,910-484-9031,PK:02,Regular School,Traditional Calendar,http://www.gaes.ccs.k12.nc.us/,,Y,,
260364,E,SCH,260LEA,P,Alderman Road Elementary,Cumberland,2860 Alderman Road,,Fayetteville,NC,28306.0,910-321-0398,PK:05,Regular School,Traditional Calendar,http://ares.ccs.k12.nc.us,,Y,,
260365,M,SCH,260LEA,P,R Max Abbott Middle,Cumberland,590 Winding Creek Road,,Fayetteville,NC,28305.0,910-323-2201,06:08,Regular School,Traditional Calendar,http://www.mams.ccs.k12.nc.us/,,Y,,
260366,E,SCH,260LEA,P,Howard L Hall Elementary,Cumberland,526 Andrews Road,,Fayetteville,NC,28311.0,910-822-5100,KG:05,Regular School,Traditional Calendar,http://www.hhes.ccs.k12.nc.us/,,Y,,
260367,E,SCH,260LEA,P,Bill Hefner Elementary,Cumberland,7059 Calamar Drive,,Fayetteville,NC,28314.0,910-860-7058,KG:05,Regular School,Traditional Calendar,http://www.bhes.ccs.k12.nc.us/,,Y,,
260368,M,SCH,260LEA,P,Hope Mills Middle,Cumberland,4975 Cameron Road,,Hope Mills,NC,28348.0,910-425-5106,06:08,Regular School,Traditional Calendar,http://www.hmms.ccs.k12.nc.us/,,,,
260369,M,SCH,260LEA,P,John R Griffin Middle,Cumberland,5551 Fisher Road,,Fayetteville,NC,28304.0,910-424-7678,06:08,Regular School,Traditional Calendar,http://www.jgms.ccs.k12.nc.us/,,,,
260370,E,SCH,260LEA,P,Ed V Baldwin Elementary,Cumberland,4441 Legion Road,,Hope Mills,NC,28348.0,910-424-0145,PK:05,Regular School,Traditional Calendar,http://www.evbes.ccs.k12.nc.us/,,Y,,
260371,M,SCH,260LEA,P,Ireland Drive Middle,Cumberland,1606 Ireland Drive,,Fayetteville,NC,28304.0,910-483-4037,06:08,Regular School,Traditional Calendar,http://www.idms.ccs.k12.nc.us/,,Y,,
260372,M,SCH,260LEA,P,Lewis Chapel Middle,Cumberland,2150 Skibo Road,,Fayetteville,NC,28314.0,910-864-1407,06:08,Regular School,Traditional Calendar,http://www.lcms.ccs.k12.nc.us/,,Y,,
260373,E,SCH,260LEA,P,Gallberry Farm Elementary,Cumberland,8019 Byerly Drive,,Hope Mills,NC,28348.0,910-424-1490,PK:05,Regular School,Traditional Calendar,http://www.gfes.ccs.k12.nc.us,,Y,,
260374,H,SCH,260LEA,P,Alger B. Wilkins High School,Cumberland,1429 Skibo Road,,Fayetteville,NC,28303.0,910-864-5438,09:12,Alternative Education,Traditional Calendar,http://abwhs.ccs.k12.nc.us/,,,,
260375,E,SCH,260LEA,P,Grays Creek Elementary,Cumberland,2964 School Rd,,Hope Mills,NC,28348.0,910-483-3352,PK:05,Regular School,Traditional Calendar,http://www.gces.ccs.k12.nc.us,,Y,,
260380,E,SCH,260LEA,P,Long Hill Elementary,Cumberland,6490 Ramsey Street,,Fayetteville,NC,28311.0,910-488-0012,02:05,Regular School,Traditional Calendar,http://www.lhes.ccs.k12.nc.us/index.htm,,Y,,
260382,E,SCH,260LEA,P,Lucile Souders Elementary,Cumberland,128 Hillview Avenue,,Fayetteville,NC,28301.0,910-488-6705,PK:05,Regular School,Traditional Calendar,http://www.lses.ccs.k12.nc.us/,,Y,,
260383,M,SCH,260LEA,P,Mac Williams Middle,Cumberland,4644 Clinton Road,,Fayetteville,NC,28312.0,910-483-8222,06:08,Regular School,Traditional Calendar,http://www.mwms.ccs.k12.nc.us/,,,,
260386,E,SCH,260LEA,P,Margaret Willis Elementary,Cumberland,1412 Belvedere Avenue,,Fayetteville,NC,28305.0,910-484-9064,PK:05,Regular School,Traditional Calendar,http://www.mwes.ccs.k12.nc.us/,,Y,,
260388,H,SCH,260LEA,P,Massey Hill Classical High,Cumberland,1062 Southern Avenue,,Fayetteville,NC,28306.0,910-485-8761,09:12,Regular School,Traditional Calendar,http://www.mhchs.ccs.k12.nc.us,,,,
260396,E,SCH,260LEA,P,Mary McArthur Elementary,Cumberland,3809 Village Drive,,Fayetteville,NC,28304.0,910-424-2206,PK:05,Regular School,Traditional Calendar,http://www.mmes.ccs.k12.nc.us/,,Y,,
260397,E,SCH,260LEA,P,E Melvin Honeycutt Elementary,Cumberland,4665 Lakewood Drive,,Fayetteville,NC,28306.0,910-426-2020,KG:05,Regular School,Traditional Calendar,http://www.hces.ccs.k12.nc.us/,,Y,,
260398,E,SCH,260LEA,P,E E Miller Elementary,Cumberland,1361 Rim Road,,Fayetteville,NC,28314.0,910-868-2800,PK:05,Regular School,Year-Round Calendar,http://www.eemes.ccs.k12.nc.us/,,Y,,
260400,E,SCH,260LEA,P,Montclair Elementary,Cumberland,555 Glensford Drive,,Fayetteville,NC,28314.0,910-868-5124,PK:05,Regular School,Traditional Calendar,http://www.mces.ccs.k12.nc.us/,,Y,,
260401,E,SCH,260LEA,P,Morganton Road Elementary,Cumberland,102 Bonanza Drive,,Fayetteville,NC,28303.0,910-867-4137,KG:05,Regular School,Traditional Calendar,http://www.mres.ccs.k12.nc.us/,,Y,,
260402,E,SCH,260LEA,P,Manchester Elementary,Cumberland,611 Spring Avenue,,Spring Lake,NC,28390.0,910-436-2151,PK:05,Regular School,Traditional Calendar,http://www.manes.ccs.k12.nc.us/,,Y,,
260403,E,SCH,260LEA,P,New Century International Elementary,Cumberland,7465 Century Circle,,Fayetteville,NC,28306.0,910-487-2340,PK:05,Regular School,Traditional Calendar,http://ncies.ccs.k12.nc.us/,,Y,,
260404,E,SCH,260LEA,P,William H Owen Elementary,Cumberland,4533 Raeford Road,,Fayetteville,NC,28304.0,910-425-6163,PK:05,Regular School,Traditional Calendar,http://www.oes.ccs.k12.nc.us,,Y,,
260405,E,SCH,260LEA,P,Walker Spivey Elementary,Cumberland,500 Fisher Street,,Fayetteville,NC,28301.0,910-483-5656,KG:05,Regular School,Traditional Calendar,http://wses.ccs.k12.nc.us/,,Y,,
260406,M,SCH,260LEA,P,Pine Forest Middle,Cumberland,6901 Ramsey Street,,Fayetteville,NC,28311.0,910-488-2711,06:08,Regular School,Traditional Calendar,http://www.pfms.ccs.k12.nc.us/,,,,
260407,E,SCH,260LEA,P,Lake Rim Elementary,Cumberland,1455 Hoke Loop Road,,Fayetteville,NC,28314.0,910-867-1133,PK:05,Regular School,Traditional Calendar,http://www.lres.ccs.k12.nc.us,,Y,,
260408,H,SCH,260LEA,P,Pine Forest High,Cumberland,525 Andrews Road,,Fayetteville,NC,28311.0,910-488-2384,09:12,Regular School,Traditional Calendar,http://www.pfhs.ccs.k12.nc.us/,,,,
260410,E,SCH,260LEA,P,Ponderosa Elementary,Cumberland,311 Bonanza Drive,,Fayetteville,NC,28303.0,910-864-0148,PK:05,Regular School,Traditional Calendar,http://www.pes.ccs.k12.nc.us/,,Y,,
260411,H,SCH,260LEA,P,Reid Ross Classical High,Cumberland,3200 Ramsey Street,,Fayetteville,NC,28301.0,910-488-8415,09:12,Regular School,Year-Round Calendar,http://www.rrcs.ccs.k12.nc.us/,,,,
260412,E,SCH,260LEA,P,Raleigh Road Elementary,Cumberland,8330 Ramsey Street,,Linden,NC,28356.0,910-488-0850,KG:01,Regular School,Traditional Calendar,http://www.rres.ccs.k12.nc.us/,,Y,,
260413,M,SCH,260LEA,P,Howard Learning Academy,Cumberland,1608 Camden Road,,Fayetteville,NC,28306.0,910-483-5434,05:08,Alternative Education,Traditional Calendar,http://hla.ccs.k12.nc.us/,,,,
260414,E,SCH,260LEA,P,Benjamin J Martin Elementary,Cumberland,430 N Reilly Road,,Fayetteville,NC,28303.0,910-864-4843,PK:05,Regular School,Traditional Calendar,http://www.bmes.ccs.k12.nc.us/,,Y,,
260415,E,SCH,260LEA,P,Rockfish Elementary,Cumberland,5763 Rockfish Road,,Hope Mills,NC,28348.0,910-424-5313,PK:05,Regular School,Traditional Calendar,http://www.rfes.ccs.k12.nc.us/index.htm,,Y,,
260416,E,SCH,260LEA,P,J W Seabrook Elementary,Cumberland,4619 NC Hwy 210 South,,Fayetteville,NC,28301.0,910-323-2930,PK:05,Regular School,Traditional Calendar,http://www.jwses.ccs.k12.nc.us/,,Y,,
260417,M,SCH,260LEA,P,New Century International Middle,Cumberland,7455 Century Circle,,Fayetteville,NC,28306.0,910-487-2001,06:08,Regular School,Traditional Calendar,http://ncims.ccs.k12.nc.us/,,,,
260418,M,SCH,260LEA,P,Seventy-First Classical Middle,Cumberland,6830 Raeford Road,,Fayetteville,NC,28304.0,910-864-0092,06:08,Regular School,Traditional Calendar,http://www.sfcms.ccs.k12.nc.us/index.htm,,,,
260419,M,SCH,260LEA,P,Reid Ross Classical Middle,Cumberland,3200 Ramsey Street,,Fayetteville,NC,28301.0,910-488-8415,06:08,Regular School,Year-Round Calendar,http://www.rrcs.ccs.k12.nc.us/,,,,
260424,H,SCH,260LEA,P,Seventy-First High,Cumberland,6764 Raeford Road,,Fayetteville,NC,28304.0,910-867-3116,09:12,Regular School,Traditional Calendar,http://www.sfhs.ccs.k12.nc.us/index.htm,,,,
260425,M,SCH,260LEA,P,South View Middle,Cumberland,4100 Elk Road,,Hope Mills,NC,28348.0,910-424-3131,06:08,Regular School,Traditional Calendar,http://www.svms.ccs.k12.nc.us/index.htm,,Y,,
260426,E,SCH,260LEA,P,Sherwood Park Elementary,Cumberland,2115 Hope Mills Road,,Fayetteville,NC,28304.0,910-424-4797,PK:05,Regular School,Traditional Calendar,http://www.swpes.ccs.k12.nc.us/default.htm,,Y,,
260427,H,SCH,260LEA,P,South View High,Cumberland,4184 Elk Road,,Hope Mills,NC,28348.0,910-425-8181,09:12,Regular School,Traditional Calendar,http://www.svhs.ccs.k12.nc.us/index.htm,,,,
260428,M,SCH,260LEA,P,Spring Lake Middle,Cumberland,612 Spring Avenue,,Spring Lake,NC,28390.0,910-497-1175,06:08,Regular School,Traditional Calendar,http://www.slms.ccs.k12.nc.us,,Y,,
260430,E,SCH,260LEA,P,Stedman Elementary,Cumberland,7370 Clinton Road Hwy 24,,Stedman,NC,28391.0,910-483-3886,KG:05,Regular School,Traditional Calendar,http://www.ses.ccs.k12.nc.us,,Y,,
260432,E,SCH,260LEA,P,Stedman Primary,Cumberland,155 E First Street,,Stedman,NC,28391.0,910-484-6954,PK:01,Regular School,Traditional Calendar,http://www.spes.ccs.k12.nc.us/,,Y,,
260434,E,SCH,260LEA,P,Stoney Point Elementary,Cumberland,7411 Rockfish Road,,Fayetteville,NC,28306.0,910-424-3945,KG:05,Regular School,Traditional Calendar,http://www.stpes.ccs.k12.nc.us/default.htm,,,,
260440,E,SCH,260LEA,P,Sunnyside Elementary,Cumberland,3876 Sunnyside School Road,,Fayetteville,NC,28312.0,910-483-4319,KG:05,Regular School,Traditional Calendar,http://www.sses.ccs.k12.nc.us/,,Y,,
260444,E,SCH,260LEA,P,Teresa C Berrien Elementary,Cumberland,800 North Street,,Fayetteville,NC,28301.0,910-483-8288,KG:05,Regular School,Traditional Calendar,http://www.tcbes.ccs.k12.nc.us/index.htm,,Y,,
260446,H,SCH,260LEA,P,Terry Sanford High,Cumberland,2301 Fort Bragg Road,,Fayetteville,NC,28303.0,910-484-1151,09:12,Regular School,Traditional Calendar,http://www.tshs.ccs.k12.nc.us/,,,,
260448,E,SCH,260LEA,P,Vanstory Hills Elementary,Cumberland,400 Foxhall Road,,Fayetteville,NC,28303.0,910-483-0809,02:05,Regular School,Traditional Calendar,http://www.ves.ccs.k12.nc.us/index.htm,,Y,,
260449,H,SCH,260LEA,P,Ramsey Street High,Cumberland,117 Quincy St,,Fayetteville,NC,28301.0,910-437-5829,09:12,Alternative Education,Traditional Calendar,http://rshs.ccs.k12.nc.us/,,,,
260450,E,SCH,260LEA,P,Warrenwood Elementary,Cumberland,4618 Rosehill Road,,Fayetteville,NC,28311.0,910-488-6609,PK:05,Regular School,Traditional Calendar,http://www.wwes.ccs.k12.nc.us/,,Y,,
260452,E,SCH,260LEA,P,Westarea Elementary,Cumberland,941 Country Club Drive,,Fayetteville,NC,28301.0,910-488-1705,PK:05,Regular School,Traditional Calendar,http://www.waes.ccs.k12.nc.us/,,Y,,
260454,M,SCH,260LEA,P,Westover Middle,Cumberland,275 Bonanza Drive,,Fayetteville,NC,28303.0,910-864-0813,06:08,Regular School,Traditional Calendar,http://www.woms.ccs.k12.nc.us/default.htm,,Y,,
260455,H,SCH,260LEA,P,Westover High,Cumberland,277 Bonanza Drive,,Fayetteville,NC,28303.0,910-864-0190,09:12,Regular School,Traditional Calendar,http://www.wohs.ccs.k12.nc.us/default.htm,,Y,,
260459,E,SCH,260LEA,P,William T Brown Elementary,Cumberland,2522 Andrews Church Road,,Spring Lake,NC,28390.0,910-497-1258,PK:05,Regular School,Traditional Calendar,http://www.wtbes.ccs.k12.nc.us/index.htm,,Y,,
260700,H,SCH,260LEA,P,Cumberland Polytechnic,Cumberland,2201 Hull Rd,,Fayetteville,NC,28303.0,910-486-7300,09:12,Regular School,Traditional Calendar,http://cphs.ccs.k12.nc.us/,,,,
260LEA,,LEA,,P,Cumberland County Schools,Cumberland,2465 Gillespie Street,,Fayetteville,NC,28306.0,910-678-2300,,,,http://www.ccs.k12.nc.us,Marvin Connelly Jr,,,
26B000,I,SCH,CH,C,Alpha Academy,Cumberland,8030 Raeford Road,,Fayetteville,NC,28304.0,910-223-7711,KG:09,Regular School,Traditional Calendar,http://www.alphaacademy.net,Eugene Slocum,Y,,
26C000,I,SCH,CH,C,The Capitol Encore Academy,Cumberland,126 Hay Street,,Fayetteville,NC,28301.0,910-849-0888,KG:08,Regular School,Traditional Calendar,http://www.capitolencoreacademy.org,Angela Hill,Y,,
270304,E,SCH,270LEA,P,"Central Elementary, Barco",Currituck,504 Shortcut Road,,Barco,NC,27917.0,252-453-0010,PK:05,Regular School,Traditional Calendar,http://ccs.currituck.k12.nc.us/ces/main.html,,Y,,
270306,H,SCH,270LEA,P,Currituck County High,Currituck,4203 Caratoke Hwy,,Barco,NC,27917.0,252-453-0014,09:12,Regular School,Traditional Calendar,http://www.currituck.k12.nc.us,,,,
270308,M,SCH,270LEA,P,Currituck County Middle,Currituck,4263 Caratoke Hwy,,Barco,NC,27917.0,252-453-2171,06:08,Regular School,Traditional Calendar,http://www.currituck.k12.nc.us,,,,
270309,E,SCH,270LEA,P,Jarvisburg Elementary,Currituck,110 Jarvisburg Rd,,Jarvisburg,NC,27947.0,252-491-2050,KG:05,Regular School,Traditional Calendar,http://www.currituck.k12.nc.us,,Y,,
270310,E,SCH,270LEA,P,Shawboro Elementary School,Currituck,370 Shawboro Road,,Shawboro,NC,27973.0,252-232-2237,KG:05,Regular School,Traditional Calendar,http://www.currituck.k12.nc.us,,Y,,
270311,H,SCH,270LEA,P,The JP Knapp ECH (i)School,Currituck,2966 Caratoke Hwy,,Currituck,NC,27929.0,252-232-3107,09:13,Regular School,Traditional Calendar,http://www.currituck.k12.nc.us,,,,
270312,E,SCH,270LEA,P,Knotts Island Elementary,Currituck,413 Woodleigh Road,,Knotts Island,NC,27950.0,252-722-0770,KG:05,Regular School,Traditional Calendar,http://www.currituck.k12.nc.us,,Y,,
270316,E,SCH,270LEA,P,Moyock Elementary,Currituck,255 Tulls Creek Road,,Moyock,NC,27958.0,252-435-6521,KG:05,Regular School,Traditional Calendar,http://www.currituck.k12.nc.us,,,,
270318,M,SCH,270LEA,P,Moyock Middle,Currituck,216 Survey Road,,Moyock,NC,27958.0,252-435-2566,06:08,Regular School,Traditional Calendar,http://www.currituck.k12.nc.us,,,,
270320,E,SCH,270LEA,P,W T Griggs Elementary,Currituck,261 Poplar Branch Road,,Poplar Branch,NC,27965.0,252-453-2700,PK:05,Regular School,Traditional Calendar,http://www.currituck.k12.nc.us,,Y,,
270LEA,,LEA,,P,Currituck County Schools,Currituck,2958 Caratoke Hwy,,Currituck,NC,27929.0,252-232-2223,,,,http://www.currituck.k12.nc.us,Mark Stefanik,,,
27A000,I,SCH,CH,C,Water's Edge Village School,Currituck,1126 Schoolhouse Lane,,Corolla,NC,27927.0,252-453-4502,KG:08,Regular School,Traditional Calendar,http://www.WatersEdgeVillageSchool.com,Meghan Agresto Board President,,,
280302,E,SCH,280LEA,P,Cape Hatteras Elementary School,Dare,47500 Middle Ridge,,Buxton,NC,27920.0,252-995-6196,PK:05,Regular School,Traditional Calendar,http://che.daretolearn.org,,Y,,
280304,T,SCH,280LEA,P,Cape Hatteras Secondary School,Dare,48576 Highway 12,,Buxton,NC,27920.0,252-995-5730,06:12,Regular School,Traditional Calendar,http://chs.daretolearn.org,,,,
280306,T,SCH,280LEA,P,Dare Learning Academy,Dare,132 Russell Twiford Road,,Manteo,NC,27954.0,252-473-2264,06:12,Alternative Education,Traditional Calendar,http://dcas.daretolearn.org,,,,
280308,E,SCH,280LEA,P,Kitty Hawk Elementary School,Dare,16 Dogwood Trail,,Kitty Hawk,NC,27949.0,252-261-2313,KG:05,Regular School,Traditional Calendar,http://khe.daretolearn.org,,,,
280310,E,SCH,280LEA,P,Nags Head Elementary School,Dare,3100 S Wrightsville Avenue,,Nags Head,NC,27959.0,252-480-8880,PK:05,Regular School,Traditional Calendar,http://nhe.daretolearn.org,,Y,,
280312,E,SCH,280LEA,P,Manteo Elementary School,Dare,701 N Hwy 64/264,,Manteo,NC,27954.0,252-473-2742,PK:05,Regular School,Traditional Calendar,http://mes.daretolearn.org,,Y,,
280316,H,SCH,280LEA,P,Manteo High School,Dare,829 Wingina Avenue,,Manteo,NC,27954.0,252-473-5841,09:12,Regular School,Traditional Calendar,http://mhs.daretolearn.org,,,,
280320,M,SCH,280LEA,P,Manteo Middle School,Dare,1000 N Hwy 64,,Manteo,NC,27954.0,252-473-5549,06:08,Regular School,Traditional Calendar,http://mms.daretolearn.org,,,,
280324,E,SCH,280LEA,P,First Flight Elementary School,Dare,107 Veterans Drive,,Kill Devil Hills,NC,27948.0,252-441-1111,PK:05,Regular School,Traditional Calendar,http://ffe.daretolearn.org,,Y,,
280328,M,SCH,280LEA,P,First Flight Middle School,Dare,109 Veterans Drive,,Kill Devil Hills,NC,27948.0,252-441-8888,06:08,Regular School,Traditional Calendar,http://ffm.daretolearn.org,,,,
280330,H,SCH,280LEA,P,First Flight High School,Dare,100 Veterans Drive,,Kill Devil Hills,NC,27948.0,252-449-7000,09:12,Regular School,Traditional Calendar,http://ffh.daretolearn.org,,,,
280LEA,,LEA,,P,Dare County Schools,Dare,3020 S. Wrightsville Ave,,Nags Head,NC,27959.0,252-480-8888,,,,http://www.daretolearn.org,John D Farrelly,,,
290302,E,SCH,290LEA,P,"Brier Creek Elementary, Thomasville",Davidson,175 Watford Road,,Thomasville,NC,27360.0,336-474-8200,PK:05,Regular School,Traditional Calendar,http://www.davidson.k12.nc.us/brier_creek/bc.htm,,Y,,
290306,E,SCH,290LEA,P,"Northwest Elementary, Lexington",Davidson,400 Northwest Elementary Road,,Lexington,NC,27295.0,336-764-0360,PK:05,Regular School,Traditional Calendar,http://www.davidson.k12.nc.us/nwest/nwest.htm,,,,
290307,E,SCH,290LEA,P,"Southmont Elementary, Lexington",Davidson,398 Owen Rd,,Lexington,NC,27292.0,336-242-5800,PK:05,Regular School,Traditional Calendar,http://davidson.k12.nc.us/southmont,,Y,,
290308,H,SCH,290LEA,P,Central Davidson High,Davidson,2747 NC Hwy 47,,Lexington,NC,27292.0,336-357-2920,09:12,Regular School,Traditional Calendar,http://www.davidson.k12.nc.us/central/cdsh1.htm,,,,
290309,M,SCH,290LEA,P,Central Davidson Middle,Davidson,2591 NC Hwy 47,,Lexington,NC,27292.0,336-357-2310,06:08,Regular School,Traditional Calendar,http://www.davidson.k12.nc.us/cdm/cdm_home.htm,,Y,,
290310,A,SCH,290LEA,P,Stoner-Thomas School,Davidson,215 County School Road,,Lexington,NC,27292.0,336-248-5421,KG:12,Special Education,Traditional Calendar,http://www.davidson.k12.nc.us/childcen/childcen.htm,,,,
290312,E,SCH,290LEA,P,Churchland Elementary,Davidson,7571 S NC Hwy 150,,Lexington,NC,27295.0,336-242-5690,PK:05,Regular School,Traditional Calendar,http://www.davidson.k12.nc.us/chland/churchland.htm,,Y,,
290314,T,SCH,290LEA,P,Davidson County High School,Davidson,2061 E Holly Grove Road,,Lexington,NC,27292.0,336-242-1459,06:12,Alternative Education,Traditional Calendar,http://www.davidson.k12.nc.us/exday/index.html,,Y,,
290315,H,SCH,290LEA,P,Davidson Early College,Davidson,297 DCCC Road,,Lexington,NC,27295.0,336-242-5686,09:13,Regular School,Traditional Calendar,http://www.davidson.k12.nc.us/education/school/school.php?sectionid=12,,,,
290316,E,SCH,290LEA,P,Davis-Townsend Elementary,Davidson,975 Heath Church Road,,Lexington,NC,27292.0,336-249-9880,PK:05,Regular School,Traditional Calendar,http://www.davidson.k12.nc.us/dt/dt.htm,,Y,,
290320,E,SCH,290LEA,P,Denton Elementary,Davidson,305 W Salisbury Street,,Denton,NC,27239.0,336-242-5708,PK:05,Regular School,Traditional Calendar,http://www.davidson.k12.nc.us/denton/denton.htm,,Y,,
290322,M,SCH,290LEA,P,E Lawson Brown Middle,Davidson,1140 Kendall Mill Road,,Thomasville,NC,27360.0,336-475-8845,06:08,Regular School,Traditional Calendar,http://www.davidson.k12.nc.us/brown/brown.html,,Y,,
290324,H,SCH,290LEA,P,East Davidson High,Davidson,1408 Lake Road,,Thomasville,NC,27360.0,336-476-4814,09:12,Regular School,Traditional Calendar,http://www.davidson.k12.nc.us/east/index.htm,,,,
290328,E,SCH,290LEA,P,Fair Grove Elementary,Davidson,217 Cedar Lodge Road,,Thomasville,NC,27360.0,336-472-7020,PK:05,Regular School,Traditional Calendar,http://www.davidson.k12.nc.us/fair_grove/fg.htm,,Y,,
290330,E,SCH,290LEA,P,Friedberg Elementary,Davidson,1131 Friedberg Church Road,,Winston-Salem,NC,27127.0,336-764-2059,PK:05,Regular School,Traditional Calendar,http://www.davidson.k12.nc.us/friedberg/,,,,
290332,E,SCH,290LEA,P,Hasty Elementary,Davidson,325 Hasty School Road,,Thomasville,NC,27360.0,336-475-1924,PK:05,Regular School,Traditional Calendar,http://www.davidson.k12.nc.us/hasty/hasty1.htm,,Y,,
290333,E,SCH,290LEA,P,Friendship Elementary,Davidson,1490 Friendship-Ledford Road,,Winston-Salem,NC,27107.0,336-231-8744,PK:05,Regular School,Traditional Calendar,http://www.davidson.k12.nc.us/friend/,,,,
